,K562_DMSO_rep1,K562_DMSO_rep2,K562_DMSO_rep3,K562_JQ1_rep1,K562_JQ1_rep2,K562_JQ1_rep3,MV4.11_DMSO_rep.1,MV4.11_DMSO_rep.2,MV4.11_DMSO_rep.3,MV4.11_JQ1_rep.1,MV4.11_JQ1_rep.2,MV4.11_JQ1_rep.3,genes
395,17,15,13,12,7,3,11,10,18,7,13,7,CAPN1
396,54,53,55,47,40,29,41,45,98,32,42,27,CAPN2
397,0,0,0,0,0,0,6,8,16,10,12,4,CAPN3
398,37,43,20,40,31,10,34,55,65,39,50,45,CAPNS1
399,2,0,0,4,0,1,3,3,4,2,2,2,CAPS
400,313,336,277,418,324,205,295,271,461,271,347,303,CAPZA1
401,108,131,118,143,105,105,88,99,143,61,165,113,CAPZA2
402,57,60,45,40,39,22,9,12,15,12,34,10,CAST
403,28,47,40,59,41,21,105,67,135,67,113,72,CAPZB
404,80,62,49,52,47,36,76,65,95,70,91,71,CARS1
405,0,0,0,0,0,0,29,21,28,20,31,24,CASP1
406,230,255,186,250,193,107,184,160,266,146,164,157,CASP2
407,172,143,125,152,182,133,207,192,366,228,403,277,CASP3
408,0,0,0,0,0,0,14,14,33,6,17,11,CASP4
409,57,70,55,49,55,26,42,19,41,32,36,32,CASP6
410,10,8,5,12,10,3,14,10,30,16,19,6,CASP7
411,45,74,61,46,47,29,59,58,84,31,95,51,CASP8
412,9,14,12,17,21,13,12,9,15,10,26,8,CASP9
413,18,13,16,15,16,7,34,10,28,13,11,16,CASP10
414,93,93,71,63,54,34,323,212,392,173,306,230,CAT
415,0,0,0,1,1,0,0,1,0,0,1,0,CAV1
416,127,130,137,76,71,47,0,0,0,0,0,0,CAV2
417,0,1,1,3,6,1,722,566,975,361,646,407,RUNX2
418,139,146,109,117,105,58,1058,918,1499,775,1227,950,RUNX1
419,1,0,2,0,1,0,0,0,0,0,0,0,RUNX1T1
420,122,122,99,77,53,52,219,144,261,104,126,135,CBFA2T3
421,0,0,0,0,0,0,1104,821,1261,641,916,688,RUNX3
422,98,144,110,122,93,72,253,240,360,212,324,251,CBFB
423,51,60,46,68,48,49,221,168,296,174,294,209,CBL
424,11,18,8,11,9,8,30,26,50,25,25,23,CBLB
425,52,51,43,27,13,15,23,21,34,21,21,35,SERPINH1
426,14,20,22,25,25,21,79,52,117,59,66,83,CBR1
427,0,0,0,0,0,0,4,3,16,1,7,5,CBR3
428,52,54,34,62,65,31,4,3,13,1,2,3,CBS
429,9,3,5,4,3,3,4,2,5,1,1,2,KYAT1
430,31,24,25,22,25,14,34,37,41,35,46,17,KRIT1
431,466,406,345,363,348,289,323,262,524,268,433,287,CCNA2
432,374,393,370,391,395,245,302,291,490,307,418,344,CCNB1
433,79,68,55,60,75,41,55,54,72,41,63,62,CCNC
434,246,286,263,188,142,102,64,52,112,27,60,44,CCND2
435,162,181,138,132,112,91,420,388,610,355,486,385,CCND3
436,124,135,106,143,133,99,241,207,314,187,296,233,CCNE1
437,114,125,72,160,102,78,169,154,267,174,283,238,CCNF
438,139,114,106,168,144,118,178,149,305,202,294,244,CCNG1
439,4,5,2,5,5,0,104,96,173,89,166,93,CCNG2
440,37,39,30,33,28,23,33,22,29,19,35,25,CCNH
441,462,464,370,434,382,344,439,382,668,352,520,416,CCNT1
442,224,193,176,224,186,149,213,179,294,165,279,201,CCNT2
443,553,501,433,448,409,310,448,389,644,330,525,390,CCT6A
444,0,0,0,0,0,0,10,8,22,1,5,7,CD1D
445,0,7,0,1,1,0,0,0,0,0,0,0,CD3D
446,0,0,0,0,0,0,21,25,36,24,25,31,CD4
447,4,2,5,5,5,1,4,1,3,0,2,0,CD9
448,1,0,2,1,1,0,2,2,5,1,0,1,CD19
449,4,0,1,0,0,0,242,215,337,134,245,180,MS4A3
450,2,1,0,0,0,0,0,0,0,0,0,0,CD22
451,0,0,0,0,0,0,1,0,3,2,1,2,CD86
452,14,15,10,17,19,11,2,4,2,0,2,0,TNFRSF8
453,18,11,16,11,6,7,112,118,220,84,133,128,CD33
454,1,1,0,0,0,0,4,0,1,0,0,1,SIGLEC6
455,7,12,8,5,1,7,30,27,48,13,25,7,CD36
456,21,19,23,19,22,9,38,16,35,23,14,22,SCARB1
457,38,33,34,42,42,27,16,24,47,21,34,18,SCARB2
458,0,0,0,0,1,0,19,6,14,4,6,9,CD37
459,0,0,0,0,0,0,2,1,1,0,0,1,CD38
460,11,2,7,3,7,2,0,6,14,6,4,2,ENTPD6
461,0,0,0,0,0,1,0,0,0,0,0,0,ENTPD3
462,20,7,4,4,11,4,21,8,9,10,6,6,ENTPD5
463,2,0,1,1,2,0,0,3,0,0,1,0,CD40
464,0,2,0,1,1,3,255,205,334,128,193,143,CD44
465,53,47,29,55,50,26,94,92,131,76,128,92,CD47
466,0,0,0,0,0,0,2,3,1,0,0,0,CD48
467,9,9,2,1,2,4,90,67,103,43,61,44,CD53
468,60,57,51,23,30,24,27,28,40,27,35,24,CD58
469,131,141,121,131,110,84,18,7,18,9,16,11,CD59
470,135,127,110,132,85,81,149,137,263,110,162,129,CD63
471,1,4,3,3,5,1,10,3,13,4,2,6,CD68
472,31,36,31,22,9,16,0,0,0,0,0,0,CD69
473,0,1,0,0,1,0,57,25,30,21,38,11,CD70
474,0,0,0,0,0,0,0,3,3,1,0,1,CD72
475,0,0,0,0,0,0,56,60,111,56,69,49,CD74
476,0,0,0,0,1,0,0,1,1,0,0,2,CD79A
477,72,72,39,119,90,59,111,112,153,96,147,100,CD81
478,62,45,46,33,33,27,272,189,404,181,291,207,ADGRE5
479,17,26,19,22,14,14,17,14,23,6,2,5,CD151
480,0,0,0,0,0,0,0,1,1,1,0,0,CDA
481,614,555,551,609,522,396,396,342,576,344,579,424,CDK1
482,43,37,47,47,51,29,20,12,33,19,23,23,LRBA
483,181,200,192,250,163,142,114,155,210,133,214,139,CDC5L
484,66,71,75,71,62,49,101,116,213,89,140,125,SEPTIN7
485,133,149,78,155,123,101,137,108,201,128,187,115,CDC6
486,33,64,44,63,34,41,61,57,109,56,77,86,CDC20
487,278,309,267,309,236,192,402,319,590,296,545,309,CDC25A
488,18,18,17,13,11,3,30,23,52,25,49,24,CDC25B
489,7,7,3,11,7,6,23,16,36,21,31,25,CDC25C
490,191,156,151,181,134,88,161,112,195,113,186,137,CDC27
491,54,48,27,51,45,18,42,41,65,45,63,62,CDC34
492,282,348,234,323,275,198,459,328,559,392,452,419,CDC42
493,0,0,0,0,0,1,0,0,0,0,0,0,CDH12
494,10,10,4,14,11,10,0,0,0,0,0,0,CDH18
495,130,155,83,127,118,62,82,93,113,85,137,96,CDK2
496,11,21,10,23,13,15,14,13,19,13,12,13,CDK3
497,173,216,138,195,161,126,189,161,286,127,161,135,CDK4
498,15,9,1,3,4,6,2,7,9,6,15,3,CDK5
499,352,285,255,322,339,308,1570,1345,2189,1290,2174,1575,CDK6
500,94,80,83,72,46,54,43,36,81,39,60,49,CDK7
501,18,22,17,18,24,14,20,22,44,20,36,26,CDK8
502,53,35,40,42,50,26,67,47,69,38,58,42,CDK9
503,15,32,20,23,18,14,309,265,505,263,350,329,CDKN1A
504,376,388,324,352,342,293,1014,951,1624,837,1653,1019,CDKN1B
505,84,76,71,51,51,33,7,8,11,5,7,8,CDKN1C
506,0,0,0,0,0,0,105,97,148,72,133,89,CDKN2A
507,0,0,0,0,0,0,8,7,15,11,13,12,CDKN2B
508,94,106,83,139,102,62,131,82,140,119,137,115,CDKN2C
509,43,66,57,73,71,42,490,379,657,399,695,411,CDKN2D
510,25,28,34,16,23,13,83,96,136,77,127,104,CDKN3
511,192,183,134,180,183,128,118,91,222,116,189,144,CDR2
512,5,4,11,3,1,0,0,0,0,0,0,0,CDS1
513,1,0,0,3,0,0,0,4,0,1,2,0,CD52
514,0,0,0,0,0,0,0,0,1,1,9,1,CDX2
515,0,1,0,1,0,2,0,0,0,0,0,0,CLGN
516,14,6,7,22,5,9,2381,1844,3162,1406,2315,1827,CEBPA
517,396,495,352,417,382,292,471,373,604,372,508,358,CEBPB
518,48,50,48,23,23,20,789,587,1029,478,795,590,CEBPD
519,0,0,0,0,2,0,1,5,2,1,0,0,CEBPE
520,164,179,163,225,140,117,783,601,1095,564,843,585,CEBPG
521,0,0,1,4,1,0,1,0,1,0,5,5,CEL
522,146,137,157,106,95,97,323,267,417,284,348,248,CENPA
523,52,59,50,51,42,39,187,178,330,173,260,189,CENPB
524,42,41,37,39,30,25,53,28,72,26,73,36,CENPC
525,51,34,17,31,22,21,45,45,71,40,43,35,CENPE
526,164,189,170,174,152,113,228,273,392,222,294,238,CENPF
527,0,0,0,0,0,0,18,16,25,4,2,3,CES1
528,13,10,11,12,18,5,17,10,21,8,17,15,CETN2
529,46,101,50,81,46,57,66,42,67,43,47,47,CETN3
530,382,510,386,674,573,428,669,637,1032,656,905,771,CFL1
531,77,75,71,50,56,35,75,55,110,45,82,55,CFL2
532,203,188,227,182,129,108,192,186,257,143,267,159,CTSC
533,1,2,0,5,3,2,44,44,70,24,32,41,RCBTB2
534,189,196,165,160,119,92,213,203,265,110,208,133,RCC1
535,166,204,146,183,156,94,156,147,228,154,221,147,CHD1
536,126,134,100,112,112,79,145,125,228,155,236,156,CHD2
537,6,2,8,2,1,2,14,27,22,8,9,3,CHD3
538,110,91,68,102,88,58,93,79,103,84,94,64,CHD4
539,138,142,110,148,141,99,108,74,131,99,144,90,CHEK1
540,13,11,14,13,12,11,414,364,586,388,624,528,FOXN3
541,0,1,0,0,0,0,0,2,0,0,0,0,CHGB
542,0,0,0,0,0,0,5,6,9,0,2,3,CHI3L1
543,62,85,73,66,76,49,95,86,141,92,151,109,CHKA
544,3,5,4,1,4,4,10,17,26,11,6,12,CHKB
545,24,14,19,20,17,10,44,27,55,28,51,38,CHM
546,123,105,102,76,93,69,297,295,361,136,223,167,CHML
547,0,1,0,0,1,0,2,5,2,2,1,0,CHN1
548,11,4,5,7,2,2,666,570,937,439,856,588,LYST
549,13,15,9,5,9,4,0,1,0,1,1,1,CHRNA5
550,0,0,0,0,0,0,1,0,1,1,1,1,CHRNA7
551,13,9,5,10,1,4,40,23,46,21,25,18,CHRNB1
552,44,35,37,46,38,27,69,46,79,49,74,34,CHUK
553,119,124,88,176,141,90,0,0,0,4,1,2,CKB
554,375,396,336,530,500,337,594,482,921,492,853,686,CIRBP
555,582,655,528,674,543,367,705,601,972,518,708,650,CISH
556,27,33,31,46,48,24,132,142,239,136,161,161,TBCB
557,0,0,0,0,0,0,1,0,0,0,0,0,CKM
558,1,1,0,0,1,0,0,0,0,0,0,0,CKMT1B
559,10,5,6,10,5,6,9,15,12,6,0,6,ERCC8
560,446,521,351,539,463,354,257,239,445,269,573,327,CKS1B
561,272,292,272,343,324,200,510,358,675,517,702,548,CKS2
562,58,57,50,72,49,43,28,31,59,44,52,42,AP2M1
563,5,2,3,3,1,5,8,7,8,6,17,5,AP1S1
564,32,36,33,75,41,31,103,95,128,91,164,100,AP2S1
565,58,37,32,50,50,46,30,35,50,34,44,49,AP3S1
566,8,3,3,7,5,4,1,0,1,5,4,1,CLCN2
567,94,81,56,53,50,40,12,19,37,23,29,34,CLCN3
568,8,2,8,1,4,1,117,99,155,70,97,72,CLCN4
569,5,2,0,6,5,3,8,8,10,12,17,5,CLCN5
570,22,26,21,25,7,16,49,23,33,25,49,21,CLCN6
571,15,9,9,16,11,5,30,15,18,8,18,15,CLCN7
572,1,0,0,0,0,0,4,3,7,1,0,3,CLU
573,397,219,256,143,176,138,180,99,170,65,180,101,CLIC1
574,29,25,26,28,36,16,0,4,5,6,0,4,CLIC2
575,280,257,256,347,289,217,631,449,718,524,801,573,CLK1
576,101,76,78,77,56,52,85,57,100,37,41,55,CLK2
577,1,0,0,1,0,1,0,1,0,0,0,2,CLK2P1
578,38,37,17,44,39,43,57,52,100,52,61,45,CLK3
579,4,18,12,24,17,4,42,61,59,25,32,40,TPP1
580,18,21,9,11,9,6,8,24,33,5,14,8,CLN3
581,7,18,12,13,15,11,5,15,31,22,26,41,CLN5
582,102,130,93,125,106,78,170,171,241,132,183,161,CLNS1A
583,20,27,13,20,22,8,27,21,34,46,33,28,CLPTM1
584,115,128,95,145,115,87,210,135,313,167,253,185,CLTA
585,11,16,11,18,8,14,13,19,29,17,20,14,CLTB
586,393,388,368,368,310,228,387,272,491,286,450,312,CLTC
587,0,0,0,0,0,0,781,615,1073,314,496,414,CCR1
588,0,0,0,0,0,0,3,5,8,1,3,1,CCR5
589,0,0,0,0,0,0,55,60,108,12,45,21,CCR6
590,1,2,0,0,2,1,0,1,2,0,0,0,CCR7
591,0,0,3,0,1,0,9,3,3,1,0,2,ACKR2
592,1,4,0,0,1,0,0,1,0,0,0,0,CMKLR1
593,7,2,1,8,7,7,32,22,33,23,36,23,LTB4R
594,0,0,0,0,0,0,1,4,2,0,0,3,ABCC2
595,58,56,43,55,56,41,135,104,187,89,141,132,PLK3
596,1,6,4,3,6,4,0,0,0,0,0,0,CNN1
597,21,22,15,17,21,8,54,47,53,40,51,61,CNN2
598,46,67,67,78,39,28,118,113,187,132,171,131,CNP
599,0,1,2,1,0,0,1,0,3,2,3,0,CNTF
600,0,0,0,0,0,2,0,0,1,0,0,0,COL1A1
601,4,0,0,1,1,2,0,0,0,0,0,0,COL1A2
602,17,9,4,1,7,3,1,0,0,0,0,0,COL4A2
603,0,0,1,1,0,1,0,0,0,2,0,0,COL5A2
604,0,0,0,1,0,0,2,0,0,0,0,0,COL6A1
605,0,1,0,1,2,0,0,1,3,0,1,0,COL7A1
606,0,0,0,0,0,0,0,0,1,0,0,0,COL8A2
607,1,0,0,0,0,0,0,0,0,0,0,0,COL9A1
608,0,0,0,0,0,0,1,1,3,0,0,1,COL9A2
609,0,0,0,0,0,0,12,9,10,2,4,3,COL9A3
610,3,1,1,3,0,1,0,0,4,1,0,0,COL15A1
611,91,84,80,123,117,83,151,113,167,114,149,106,COMT
612,93,80,94,111,94,62,78,72,141,99,125,85,COPA
613,90,84,59,115,81,58,103,100,184,102,169,136,COPB1
614,347,375,374,351,309,242,403,307,559,332,535,394,KLF6
615,55,55,32,70,44,40,48,35,64,45,66,45,SLC31A1
616,11,8,8,7,12,4,23,12,24,16,18,26,SLC31A2
617,10,2,1,6,8,2,1,3,6,6,5,8,CORT
618,58,66,46,43,38,37,44,37,56,42,67,44,MAP3K8
619,170,162,117,147,146,91,147,133,281,145,135,177,COX4I1
620,131,106,96,137,137,81,148,118,166,123,173,141,COX5B
621,253,224,226,319,247,240,172,126,326,209,321,263,COX6A1
622,62,60,50,89,80,49,106,83,166,91,108,143,COX6B1
623,134,105,108,95,90,97,157,169,270,170,242,162,COX6C
624,181,197,184,198,211,176,329,217,449,263,288,344,COX7A2
625,187,161,180,142,150,83,166,126,218,129,194,160,COX7B
626,300,260,266,236,219,184,265,187,325,169,232,271,COX7C
627,202,252,197,297,230,164,376,267,452,311,266,346,COX8A
628,39,42,29,62,50,47,69,62,149,88,107,81,COX10
629,85,65,59,49,65,44,39,29,66,38,53,41,COX11
630,17,16,21,21,22,6,28,14,40,26,24,32,COX15
631,33,34,34,40,47,24,52,46,95,64,77,60,CPD
632,0,2,0,0,0,0,0,1,1,4,1,0,CLDN7
633,1,0,0,0,0,0,76,48,108,50,71,61,CPM
634,76,58,77,62,45,55,140,126,177,78,119,87,CPOX
635,0,1,0,0,0,0,0,0,0,1,1,0,CPS1
636,36,38,24,29,44,22,359,308,517,250,310,231,CPT1A
637,3,4,3,5,5,0,11,12,12,13,5,5,CPT1B
638,29,36,42,58,32,23,61,69,106,62,110,93,CPT2
639,1,1,2,2,0,2,2,1,3,1,2,0,CRABP2
640,0,0,0,4,0,0,4,0,3,2,7,2,CRAT
641,88,66,72,78,73,50,272,271,437,266,458,277,CREB1
642,99,128,103,131,96,77,114,95,154,91,120,107,ATF2
643,98,85,59,65,82,46,110,99,170,95,135,85,CREBBP
644,10,9,5,7,7,3,6,10,12,5,6,5,ATF6B
645,16,24,12,17,17,13,29,23,47,17,32,30,CREBL2
646,27,39,24,31,28,18,11,16,27,24,38,28,CREM
647,0,0,0,0,0,0,20,16,30,7,10,24,CRIP1
648,22,34,25,41,31,18,50,50,89,60,74,59,CRK
649,1402,1597,1368,1680,1425,1103,339,260,505,334,515,390,CRKL
650,37,32,36,50,57,46,13,11,26,17,24,27,CRY1
651,51,44,53,57,45,45,40,28,66,43,50,38,CRY2
652,5,2,3,0,1,0,0,0,0,0,0,0,CRYAB
653,0,1,0,0,0,0,0,0,0,0,0,0,CRYBA4
654,0,0,0,0,0,0,0,0,1,0,0,0,CRYBB1
655,2,1,7,5,5,5,6,1,3,6,4,5,CRYGS
656,0,1,0,0,0,0,0,0,0,0,0,0,CRYM
657,19,25,23,28,11,11,2,5,13,5,7,8,CRYZ
658,182,168,149,186,140,80,118,108,170,71,138,104,CS
659,65,64,54,79,65,39,79,77,117,69,85,71,MAPK14
660,236,225,186,234,209,142,212,167,282,130,230,177,CSE1L
661,30,21,19,11,10,3,0,3,0,1,3,0,CSF1
662,0,0,0,0,0,0,11,24,23,5,9,1,CSF1R
663,0,0,0,0,0,0,22,12,25,9,20,6,CSF2RA
664,0,0,0,0,0,0,75,65,103,67,59,51,CSF2RB
665,0,0,0,0,0,0,1,2,7,1,2,2,CSF3R
666,15,22,10,31,21,10,77,70,196,81,125,81,CSK
667,109,121,117,129,113,99,179,146,280,139,240,136,CSNK1A1
668,158,160,112,169,130,85,244,179,330,159,238,201,CSNK1D
669,24,21,21,31,22,15,64,46,86,44,73,46,CSNK1E
670,69,53,51,66,44,24,110,90,124,73,67,69,CSNK1G2
671,57,63,53,46,28,32,83,50,107,56,87,76,CSNK1G3
672,90,58,68,88,64,59,121,98,163,106,145,109,CSNK2A1
673,19,17,14,21,19,15,8,15,20,7,21,5,CSNK2A2
674,48,34,60,75,31,22,8,26,40,19,8,18,CSNK2B
675,0,0,0,0,0,0,1,0,1,0,0,0,VCAN
676,0,0,0,0,0,0,27,29,33,11,23,10,CSPG4
677,0,0,0,0,0,0,26,22,26,24,28,28,CSRP1
678,1,0,1,1,1,0,3,0,0,0,0,0,CSRP2
679,2,5,4,7,7,3,6,7,6,5,7,5,SLC25A10
680,8,16,5,9,10,9,126,112,248,64,94,82,CST3
681,0,0,0,0,0,0,140,118,168,116,193,177,CSTA
682,175,186,157,276,223,163,105,89,115,117,123,115,CSTB
683,143,147,135,168,126,117,151,137,253,131,172,175,CSTF1
684,37,29,39,33,32,27,20,29,42,22,33,37,CSTF2
685,113,106,67,117,117,89,192,161,286,175,321,187,CSTF3
686,7,7,5,11,8,4,24,33,35,36,34,33,CTBS
687,127,120,101,91,86,84,137,158,226,123,221,150,CTBP1
688,0,1,0,0,0,0,189,172,312,128,183,155,CTBP2
689,1,1,1,1,0,2,5,2,3,4,1,2,CTF1
690,12,22,15,33,30,14,4,4,10,3,8,7,CTH
691,41,44,38,49,42,35,60,47,97,43,103,52,CTNNA1
692,3,3,7,10,10,8,18,14,17,11,12,11,CTNS
693,242,225,200,263,214,168,299,228,401,268,408,322,CTNNB1
694,34,51,38,49,39,28,10,10,15,5,13,4,CTNND1
695,122,130,115,105,106,49,81,98,205,72,91,111,CTPS1
696,7,1,8,5,3,1,2,5,2,3,5,4,CTRL
697,36,42,34,56,47,33,84,54,114,88,77,95,CTSB
698,9,21,15,21,7,18,42,30,40,29,46,35,CTSD
699,0,0,0,0,0,0,133,92,190,25,43,39,CTSG
700,25,19,17,18,17,16,4,3,6,3,0,0,CTSH
701,3,2,5,7,4,2,10,11,15,11,7,10,CTSK
702,84,87,69,40,48,35,0,0,0,0,0,1,CTSL
703,0,2,0,1,0,0,0,1,1,0,0,0,CTSV
704,0,0,0,0,0,0,19,15,24,32,31,25,CTSO
705,2,0,0,0,0,1,49,35,59,35,53,30,CTSS
706,32,11,18,13,6,6,19,20,14,9,14,10,CTSZ
707,199,140,179,262,262,168,257,220,339,298,396,341,CUX1
708,0,0,0,0,0,0,20,13,25,5,9,10,CX3CR1
709,3,3,2,2,0,0,0,0,0,0,0,0,CXADR
710,0,0,0,0,0,1,36,25,46,25,32,33,CYB5A
711,20,33,30,13,17,12,16,12,17,9,10,7,CYB561
712,1,2,0,4,1,0,5,2,14,6,4,9,CYBA
713,7,4,2,6,2,2,1,1,3,2,5,0,CYBB
714,60,55,47,72,62,32,102,86,161,77,90,99,CYC1
715,5,5,8,3,5,4,56,71,136,51,58,48,CYLD
716,0,0,0,0,0,0,12,5,12,8,1,3,CYP1A1
717,0,0,0,0,0,0,721,590,970,370,691,459,CYP1B1
718,0,0,0,0,0,1,0,0,0,1,0,0,CYP2B7P
719,1,4,0,1,0,1,0,4,1,3,0,0,CYP2E1
720,1,1,0,1,0,0,0,0,0,0,0,0,CYP2F1
721,3,4,1,3,5,0,0,0,0,0,0,0,CYP3A5
722,4,3,3,3,5,3,0,0,0,0,0,0,CYP26A1
723,14,15,12,25,10,6,4,6,10,9,6,10,CYP27B1
724,94,85,92,99,98,59,65,44,107,72,130,103,CYP51A1
725,11,9,7,8,5,4,1,1,2,1,3,2,DAB2
726,12,5,3,15,4,5,0,0,0,0,0,0,DACH1
727,20,40,24,51,36,36,41,61,109,73,57,63,DAD1
728,236,249,177,155,143,109,10,11,33,10,19,13,CD55
729,67,68,44,58,80,66,74,55,123,104,158,126,DAG1
730,4,2,2,4,1,0,9,5,2,1,2,2,DGKA
731,0,0,2,1,0,0,13,11,19,11,22,20,DGKG
732,9,8,16,18,8,4,17,13,40,16,11,13,DGKQ
733,143,133,121,184,135,119,207,163,317,174,295,215,DAP
734,10,16,17,9,13,15,0,0,0,0,0,0,DAPK1
735,7,17,10,19,11,9,10,13,25,17,15,24,DAPK3
736,184,195,164,186,159,153,228,186,293,155,193,174,DARS1
737,147,114,83,98,72,63,111,90,140,79,98,73,DAXX
738,19,15,35,22,22,24,192,128,174,128,232,198,DBI
739,16,19,10,20,21,9,33,27,60,28,34,19,DBN1
740,2,1,1,3,1,0,5,5,18,2,15,15,DBP
741,49,52,37,54,49,27,76,46,121,66,109,93,DBT
742,16,20,17,26,25,16,11,8,20,11,8,7,ECI1
743,42,49,44,39,25,19,115,93,204,76,175,109,DCK
744,92,120,88,99,88,54,110,104,156,68,113,84,DCTD
745,3,8,11,8,12,4,7,7,15,6,0,6,DCTN1
746,102,95,94,112,106,58,68,42,89,57,54,55,DDB1
747,3,4,4,3,1,0,39,31,46,31,33,42,DDB2
748,0,1,1,0,0,0,0,0,0,0,0,0,DDC
749,21,26,14,20,12,3,0,0,0,0,0,0,AKR1C1
750,15,11,11,12,6,2,0,0,5,0,0,0,AKR1C2
751,1240,1181,1052,1013,928,812,148,101,201,126,253,133,GADD45A
752,188,125,143,153,150,111,91,64,134,75,105,81,DDIT3
753,39,33,37,41,26,22,55,52,98,32,57,42,DDOST
754,76,115,61,69,71,67,154,125,285,132,171,166,DDT
755,142,146,123,134,144,92,77,74,121,91,87,85,DDX1
756,595,614,482,670,661,463,451,441,680,414,769,510,DDX3X
757,562,496,381,508,536,309,503,485,815,420,606,474,DDX5
758,690,689,503,604,516,474,751,706,1115,677,1311,803,DDX6
759,15,18,7,18,10,3,5,11,23,9,8,6,DMXL1
760,30,24,21,30,20,21,46,39,71,48,68,59,DHX8
761,874,853,746,821,768,514,432,370,584,361,572,408,DHX9
762,175,192,166,228,162,141,102,106,168,129,169,148,DDX10
763,18,11,16,10,14,7,8,6,18,5,3,10,DDX11
764,326,334,256,299,222,176,406,371,589,270,405,356,DHX15
765,4,7,7,4,6,1,23,5,22,18,17,12,DECR1
766,12,16,6,13,10,10,81,70,126,103,139,142,CFD
767,17,15,10,10,14,7,12,12,21,6,14,7,DFFA
768,28,24,24,16,22,11,43,40,37,27,32,19,DFFB
769,119,142,152,99,115,96,90,80,184,106,86,92,TIMM8A
770,0,0,0,0,0,0,3,0,4,1,2,5,GSDME
771,67,45,55,37,35,22,1,1,4,0,0,2,COCH
772,80,76,73,85,51,63,89,95,166,125,145,130,DGUOK
773,80,94,62,90,77,50,10,9,15,12,8,11,DHCR7
774,74,104,88,97,88,56,103,82,137,96,134,96,DHCR24
775,315,229,224,328,283,182,295,253,395,270,459,324,DHFR
776,14,17,23,19,18,11,22,23,41,26,33,30,DHODH
777,17,16,16,30,24,11,42,28,59,42,26,32,DHPS
778,54,53,35,52,37,23,48,60,97,53,70,65,CYB5R3
779,54,58,44,74,45,42,60,52,79,45,65,50,NQO1
780,125,101,132,128,111,109,114,142,206,101,134,108,DIAPH1
781,0,0,1,1,0,1,18,21,35,19,37,32,DIAPH2
782,0,1,0,3,0,3,0,0,1,1,7,3,SEPTIN1
783,437,494,418,428,414,230,437,352,616,273,391,243,DKC1
784,239,230,172,180,141,125,115,90,187,74,128,110,DLAT
785,176,190,129,160,169,133,99,89,144,103,142,121,DLD
786,40,50,45,49,55,32,54,23,50,51,47,38,DLG1
787,2,8,8,5,1,4,0,0,0,0,0,0,DLG3
788,4,4,1,4,0,2,7,6,15,7,2,8,DLG4
789,57,65,84,88,65,36,71,73,105,74,109,87,DLST
790,1,1,1,1,4,1,0,2,7,4,0,0,DLSTP1
791,114,137,112,73,57,52,267,221,345,123,190,127,DLX1
792,34,51,40,35,56,25,22,16,30,21,24,10,DLX2
793,0,0,0,6,1,3,0,2,4,0,7,1,DLX4
794,18,9,8,15,14,18,0,1,0,0,0,0,DMD
795,3,2,3,9,4,1,0,0,3,2,4,0,DNM1
796,0,2,1,1,3,0,0,0,0,2,0,1,DMPK
797,0,0,0,0,0,0,0,1,1,0,0,0,DMRT1
798,7,3,5,4,4,7,2,1,2,0,0,1,DMWD
799,50,49,55,54,44,27,32,28,44,44,42,47,DNA2
800,2,0,2,0,1,2,2,4,7,2,1,3,DNASE1L1
801,3,1,3,3,4,0,0,2,1,0,2,0,DNASE1L2
802,21,23,23,19,11,11,1,2,3,4,4,0,DNASE2
803,48,37,29,54,23,18,110,83,140,73,184,76,DYNC1H1
804,40,63,39,50,30,56,51,37,77,37,68,53,DYNC1I2
805,156,118,101,152,127,77,185,171,247,130,171,142,DYNC1LI2
806,18,12,14,21,23,14,26,23,45,31,26,23,DNM2
807,220,207,140,243,178,101,436,370,578,368,564,400,DNMT1
808,9,9,5,12,10,6,10,9,16,12,25,10,TRDMT1
809,16,9,9,7,10,2,17,19,32,12,1,7,DNMT3A
810,112,80,77,119,83,44,11,11,15,13,20,11,DNMT3B
811,0,0,0,0,0,0,3,0,5,2,1,7,DOCK1
812,0,0,0,4,3,0,79,64,94,71,115,98,DOCK2
813,41,56,41,46,42,40,169,126,220,111,148,141,DOK1
814,12,6,8,6,7,1,4,3,15,1,3,5,DXO
815,44,44,33,34,31,30,15,20,26,13,16,26,DPAGT1
816,40,17,44,31,28,18,56,59,79,34,78,75,DPH1
817,122,119,79,101,88,64,70,49,139,46,52,50,DPH2
818,0,0,0,0,0,0,2,4,8,2,0,2,DPP4
819,0,0,0,0,0,0,39,13,32,31,28,19,DPYD
820,1,4,2,3,2,1,176,132,253,106,204,105,DPYSL2
821,0,0,0,0,1,0,2,2,0,3,10,2,DPYSL3
822,203,223,199,199,185,145,304,240,443,198,317,265,DR1
823,0,0,0,0,0,0,0,0,3,1,0,0,DRD4
824,16,8,14,21,18,8,15,19,39,18,25,17,DRG2
825,221,183,165,173,138,88,512,418,634,354,838,366,ARID3A
826,0,0,1,0,0,0,2,0,1,1,2,1,DRP2
827,8,9,5,3,4,0,8,2,3,0,1,3,ATN1
828,35,29,33,17,21,26,0,0,0,0,0,0,DSC2
829,28,20,35,22,11,12,146,135,221,84,110,72,RCAN1
830,38,57,64,36,39,25,0,0,0,0,0,0,DSG2
831,0,0,0,0,0,0,144,127,224,126,191,150,TSC22D3
832,0,0,0,0,0,2,0,0,0,0,0,0,DSP
