mr193.MV411.MYBi_30m.r1_tcount,mr194.MV411.MYBi_30m.r2_tcount,mr195.MV411.MYBi_30m.r3_tcount,mr196.MV411.MYBi_30m.r4_tcount,mr197.MV411.PBS_30m.r1_tcount,mr198.MV411.PBS_30m.r2_tcount,mr199.MV411.PBS_30m.r3_tcount,mr200.MV411.PBS_30m.r4_tcount
0,0,0,0,5,2,3,2
30,31,55,28,56,50,55,63
16,10,23,11,19,14,13,24
1,0,0,2,3,1,0,0
2,2,8,3,2,4,2,4
51,34,60,31,73,61,50,103
4,1,6,3,10,5,3,8
25,17,51,21,40,30,23,60
3,2,2,1,3,3,6,12
6,9,12,13,14,15,23,24
0,1,0,0,0,0,0,0
1,0,3,0,0,3,2,5
0,0,0,0,0,0,0,0
121,97,206,90,32,29,18,65
341,290,534,278,137,134,89,197
6,4,27,4,22,7,14,28
7,12,8,5,4,2,3,9
0,0,0,0,0,0,0,0
223,252,386,220,255,279,228,372
3,2,13,5,12,13,5,16
0,0,0,0,0,0,0,0
128,179,202,94,14,10,4,20
112,112,156,106,69,77,49,78
55,61,78,45,107,95,93,134
3,2,8,2,5,4,0,9
133,116,242,132,159,129,107,166
249,265,406,198,168,134,86,215
82,93,188,119,208,235,245,386
1,1,3,1,8,7,6,8
4,2,8,3,8,6,14,16
0,2,1,1,1,0,3,1
7,5,6,4,16,5,15,15
165,140,324,175,209,172,161,284
8,12,19,12,30,20,15,36
11,10,23,9,15,23,29,33
17,16,46,27,44,42,43,63
53,47,92,62,90,117,61,126
14,8,25,18,14,29,24,42
0,1,4,0,0,1,3,4
27,30,64,28,30,42,36,46
2,1,3,1,0,3,3,6
0,0,0,0,0,0,0,0
7,8,10,3,8,9,6,13
1,1,1,1,5,2,4,6
1,0,0,0,0,0,1,0
0,0,0,0,2,3,4,3
3,1,8,3,9,5,8,12
0,0,0,0,0,0,0,0
7,4,15,6,2,7,2,9
3,2,8,1,7,8,5,8
8,5,28,7,22,23,30,44
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
20,30,46,29,43,64,52,63
72,67,122,58,58,50,45,95
0,0,1,0,2,1,1,0
4,4,1,4,2,11,2,5
0,0,0,0,0,0,0,0
6,7,7,4,14,12,6,15
191,193,358,196,192,241,202,335
1,0,0,0,0,0,0,0
1,0,2,0,2,1,0,2
0,1,0,0,2,3,1,0
0,0,0,0,0,0,0,1
0,0,2,3,1,1,4,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,3,5,4,6,2,4,7
0,1,0,0,2,0,0,0
0,0,2,0,0,0,0,1
1,3,2,3,2,1,2,3
12,6,15,6,22,13,14,18
813,904,1222,748,50,53,33,76
247,218,413,208,4,9,1,5
879,755,1389,801,73,63,54,104
2,1,2,1,0,0,0,0
0,1,0,0,1,0,0,0
40,49,70,36,41,20,21,66
69,52,116,52,70,60,72,125
4,6,14,7,20,17,20,23
35,34,49,38,43,49,29,77
175,178,325,205,200,177,225,245
204,206,345,167,171,120,146,260
84,68,96,82,130,100,93,157
6,18,19,10,15,14,12,25
12,13,18,16,32,45,30,42
34,47,63,28,75,65,54,114
16,18,36,26,25,21,32,30
175,173,253,149,124,82,89,201
456,404,752,348,399,279,267,514
76,72,131,79,66,82,81,128
0,0,0,0,0,0,0,0
52,37,69,37,57,52,44,48
32,21,72,33,58,56,58,96
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
63,64,109,55,65,53,49,118
13,22,21,19,22,34,16,45
1,0,0,0,0,0,1,0
55,43,94,58,159,131,112,199
14,22,36,21,36,28,36,69
10,2,3,5,6,7,12,13
41,23,46,32,72,37,29,93
0,0,0,0,0,0,0,0
3,1,2,3,0,1,1,2
16,13,22,30,23,29,23,33
297,280,516,330,38,38,28,69
1,3,6,1,6,10,5,8
2,2,7,5,5,5,4,7
0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0
0,1,0,0,0,2,0,0
5,9,21,9,5,10,12,7
85,93,166,116,133,129,140,165
1,1,1,0,2,2,0,0
0,0,0,0,0,0,0,0
85,67,134,73,48,32,36,75
4,4,6,1,6,10,12,21
30,31,56,37,32,41,31,63
0,0,0,0,0,0,0,1
10,6,11,10,9,8,13,13
0,1,0,0,2,0,2,1
0,0,0,1,0,0,0,2
0,0,0,0,0,0,0,0
73,66,93,67,93,84,73,137
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,1,0,1,1,0,1,0
0,1,2,0,1,0,1,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,2,1,1,2,2,2,2
0,0,1,0,0,0,0,0
7,13,10,5,11,11,18,21
5,4,3,2,6,8,4,4
0,0,1,0,0,2,0,0
9,5,9,3,8,8,4,10
14,15,21,7,32,25,39,50
1,0,0,0,0,0,2,0
0,0,3,0,0,0,0,0
13,20,26,15,27,28,30,31
0,1,0,0,2,1,0,3
1,3,1,2,3,3,2,7
2,0,1,0,2,0,3,5
0,0,0,0,0,0,0,0
0,0,3,1,4,1,3,1
20,27,49,37,24,33,25,57
20,18,35,19,18,18,24,44
6,8,7,6,6,14,15,21
0,2,0,0,3,0,0,1
1,2,2,1,2,3,1,3
0,0,0,1,0,0,0,0
0,0,0,0,2,1,1,2
4,1,4,0,14,11,8,8
0,0,0,0,0,0,0,0
273,234,456,192,166,153,152,250
2,5,1,1,1,1,2,8
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
28,25,58,32,43,38,50,79
124,142,242,159,189,212,152,257
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,2,7,6,8,2,1,1
0,0,0,0,1,3,1,1
18,14,33,21,29,19,26,39
64,70,176,95,84,96,94,163
56,50,121,55,17,19,11,36
14,13,13,18,5,7,8,13
25,28,41,31,36,21,11,27
0,0,0,0,0,0,1,2
2,2,4,0,3,2,0,2
0,0,1,1,0,3,1,3
13,5,12,1,23,18,14,23
10,11,28,16,13,20,16,36
2,1,1,4,4,12,7,10
4,5,5,1,5,6,7,9
2,3,10,8,7,7,4,8
0,0,0,0,0,0,0,0
98,119,238,117,66,55,45,94
0,2,1,2,3,2,2,6
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,1,0
0,2,0,0,0,0,0,0
1,1,7,2,4,2,4,8
7,3,5,3,4,4,5,5
0,0,0,0,2,1,5,5
3,7,8,3,13,8,15,16
128,117,245,114,234,153,176,327
9,10,13,3,8,10,12,19
15,12,25,10,25,17,20,52
0,1,0,0,0,1,2,2
22,20,35,20,25,25,27,37
3,4,6,6,3,1,4,11
0,0,0,0,0,0,0,0
2,3,5,4,11,8,13,24
1,0,6,3,1,2,2,2
3,4,7,5,9,11,7,6
10,8,12,10,4,7,11,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,9,7,3,4,5,4,7
0,1,0,0,0,0,0,2
0,0,0,0,0,0,0,0
0,1,0,0,0,2,0,0
0,0,1,0,0,0,1,0
1,1,7,1,1,1,5,11
3,0,3,2,0,1,0,4
1,3,0,0,1,0,1,2
7,7,7,8,4,4,2,5
1,6,14,2,8,7,6,14
2,0,0,0,0,2,0,2
0,0,2,0,0,0,0,1
2,2,6,4,3,5,5,15
4,4,6,1,13,6,5,13
0,0,0,0,0,0,0,2
0,5,6,5,3,3,1,18
1,0,2,0,0,3,0,1
7,0,9,2,5,11,16,16
42,34,55,33,81,53,69,91
0,0,0,0,0,0,4,0
0,4,4,3,1,3,4,4
0,0,1,0,0,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,1,1,0,0,0
0,1,0,1,1,0,0,3
3,2,8,7,11,2,3,4
0,0,1,0,1,1,2,1
0,0,0,0,0,0,0,0
5,2,9,2,10,9,12,16
2,0,4,0,3,0,1,2
0,0,0,0,0,0,0,0
1,2,1,1,2,2,5,5
0,0,1,0,0,0,0,2
0,3,4,0,0,3,1,2
8,12,15,13,20,18,25,28
0,1,0,0,0,0,0,1
1,3,2,2,1,2,0,0
3,1,0,1,3,3,0,8
26,19,48,29,13,23,24,33
20,18,36,26,44,39,30,53
3,1,3,2,2,0,1,2
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0
3,2,5,2,6,5,11,22
1,2,0,3,0,7,5,4
2,2,4,1,1,0,2,4
31,26,66,37,73,36,41,74
68,80,134,84,55,54,33,64
16,16,28,17,27,9,24,44
0,1,3,0,4,4,3,1
0,0,0,0,0,0,0,0
8,10,21,7,8,15,17,11
4,4,9,4,9,8,9,21
2,0,2,1,6,5,7,1
3,2,1,4,9,3,9,11
55,57,129,46,136,113,123,201
0,0,0,0,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,3,5,5,6,6,10,16
0,0,0,0,0,0,0,0
20,7,21,5,37,46,33,53
2,5,1,3,8,9,6,13
0,0,0,0,0,0,0,0
285,284,394,189,45,55,32,66
1608,1655,2662,1789,126,153,124,199
83,79,163,107,104,118,103,175
13,9,18,11,7,4,8,6
1,1,3,0,2,1,2,1
0,0,0,0,0,0,0,0
11,3,7,8,4,3,10,11
9,5,15,2,5,8,8,11
0,0,1,0,0,0,0,0
79,89,117,90,37,38,23,51
3,3,11,1,5,2,6,6
138,127,228,174,129,169,157,183
1,2,18,8,9,7,13,25
1,1,4,2,3,2,4,7
24,16,35,21,25,25,33,51
0,0,1,0,0,0,0,0
0,1,0,0,0,0,0,0
1094,954,2091,1093,1093,976,845,1467
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,2,0,13,19,10,21
1,1,8,4,2,3,6,13
21,21,28,25,20,14,25,39
4,1,3,1,0,2,1,3
1,0,3,2,3,0,2,5
0,0,1,0,2,2,2,4
5,8,14,10,9,16,15,25
4,4,3,4,1,8,6,8
0,0,0,0,2,2,1,1
9,3,3,2,7,17,2,6
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,1
12,9,19,8,8,14,8,21
19,20,42,26,14,22,18,33
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,1,0,1,1,0,0
1,1,0,0,1,0,0,2
1,3,4,4,2,3,4,2
0,1,4,1,3,0,0,4
0,0,0,0,0,0,1,0
0,1,0,0,0,0,0,0
0,0,1,0,1,0,0,0
1,2,1,0,0,0,1,0
3,4,8,5,6,11,6,12
23,17,26,17,18,11,13,41
3,2,5,4,4,3,5,11
0,0,2,0,0,1,2,2
0,2,0,0,0,0,1,1
0,0,4,0,0,1,1,4
0,0,6,1,2,5,1,6
78,68,107,95,49,72,89,92
1,0,0,1,1,0,0,0
12,14,13,7,15,8,6,17
5,7,11,4,8,7,3,4
0,0,0,0,0,0,0,0
0,1,5,0,0,1,1,1
0,1,0,0,0,0,0,3
5,6,30,17,8,18,13,22
1,0,0,0,0,0,0,1
0,1,0,0,3,1,2,3
0,0,0,0,0,0,0,0
2,2,6,4,7,2,3,9
1,2,3,5,5,0,2,4
0,0,0,0,0,0,0,0
12,12,23,6,0,0,0,1
1,0,1,0,3,0,1,1
0,0,3,0,2,0,1,1
5,3,7,3,5,3,6,0
0,0,0,0,0,0,1,2
0,0,0,0,1,1,0,0
0,1,2,0,2,4,4,1
11,11,15,10,12,9,9,12
10,9,14,12,34,28,38,49
0,0,1,0,0,0,1,0
0,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
3,1,5,2,2,6,3,4
38,33,52,32,36,43,34,75
2,1,3,3,0,1,0,0
4,8,20,11,6,20,16,17
207,157,353,209,486,513,443,681
52,39,92,35,71,51,48,104
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,2,1,2,0,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
31,26,37,21,25,15,15,39
2,0,0,0,1,0,0,1
0,0,0,0,2,0,1,0
0,0,0,0,6,3,0,4
1,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
1,0,0,1,1,0,2,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,0,1,1,2,2,0,0
2,3,3,3,5,4,3,5
16,13,17,10,12,11,10,24
0,0,0,0,0,0,0,0
6,6,9,5,18,10,16,29
17,12,33,19,23,22,26,31
0,0,0,0,0,0,0,0
29,39,52,20,62,44,52,118
40,31,63,29,33,29,17,57
0,0,0,0,1,1,1,3
64,59,92,47,55,34,50,69
121,116,211,126,250,277,212,371
2,3,3,3,7,12,4,15
0,0,0,0,0,1,0,0
29,25,48,30,50,33,25,99
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
20,15,41,21,30,40,27,46
0,1,13,3,11,7,3,8
1,0,1,0,0,2,0,0
9,7,11,11,29,24,26,29
48,43,83,38,47,29,31,46
0,0,0,0,0,0,0,2
1,0,0,0,0,0,0,0
83,87,140,76,80,72,67,177
118,79,156,73,84,66,66,109
0,0,0,0,0,0,0,0
1,0,1,0,0,1,1,1
52,34,90,64,94,66,85,112
5,2,1,7,4,11,11,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,13,24,6,11,6,8,15
2,2,4,3,4,3,3,0
0,1,1,0,0,1,0,0
1,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
4,4,3,1,4,12,8,5
1,4,2,3,6,1,2,3
2,0,4,3,4,3,4,6
13,13,24,23,30,26,25,40
5,5,4,4,9,8,4,6
14,13,35,13,13,6,8,7
7,6,10,9,11,9,12,9
3,5,6,1,12,13,9,20
0,0,0,0,0,0,0,0
0,2,4,2,3,5,0,2
0,0,0,1,1,0,1,1
0,1,0,0,0,0,0,0
8,5,7,0,1,0,2,7
3,7,14,9,14,9,15,16
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
5,4,6,9,4,5,5,5
14,10,28,12,2,8,6,5
0,0,2,0,0,0,1,1
0,1,1,0,1,1,2,0
0,1,2,0,3,2,2,9
0,1,0,0,0,0,0,0
2,1,4,3,4,15,17,13
1,0,1,3,0,1,0,0
0,0,0,0,0,0,0,1
3,4,9,9,11,12,13,29
53,48,81,43,68,58,65,84
0,0,1,1,0,3,3,0
0,1,3,0,0,0,1,0
0,0,0,0,0,0,0,0
129,138,246,135,117,137,120,150
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,5,9,5,9,5,12,8
0,0,0,0,0,0,0,0
116,124,218,115,201,213,212,297
17,19,25,8,27,22,10,31
17,17,31,34,22,28,25,42
0,0,0,0,0,0,0,0
0,0,0,0,2,2,4,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12,8,20,22,15,25,27,40
5,10,17,9,8,22,23,30
193,147,365,188,278,225,229,414
23,24,50,22,31,52,39,69
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,4,2,0,2,0,0
29,22,31,29,38,23,32,36
0,0,0,0,0,0,0,1
20,20,37,25,23,18,29,50
9,11,19,10,8,13,23,19
40,24,57,28,50,35,39,70
1,0,0,0,2,1,1,0
82,61,126,82,78,66,69,117
6,4,12,4,15,16,12,21
0,0,0,0,4,4,2,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,1,0,0,0,1,0
0,0,1,0,1,0,0,0
1,4,6,0,2,5,4,5
0,0,1,0,0,1,0,0
2,6,7,3,2,3,3,2
17,19,29,17,43,41,31,69
1,4,2,1,3,4,6,12
16,8,40,29,13,10,9,22
6,4,6,6,18,7,19,18
3,1,3,3,5,6,3,12
30,30,73,30,20,32,31,36
1,3,7,1,8,3,2,6
0,1,3,4,4,3,6,6
0,0,0,0,0,0,0,0
3,5,11,4,6,26,19,29
1,3,1,3,3,1,1,0
0,0,0,0,0,0,0,1
0,0,1,3,1,1,3,4
2,6,6,6,9,6,9,2
0,0,0,0,0,0,0,0
5,3,3,7,4,2,2,3
2,3,6,2,14,5,11,19
0,0,0,0,0,0,0,0
0,0,2,1,0,4,0,0
0,0,0,0,0,0,0,0
2,3,3,1,2,3,2,4
27,34,49,18,65,80,59,88
3,6,13,3,17,12,6,14
1,0,0,0,0,0,0,0
10,4,18,10,10,7,12,9
33,29,50,45,94,59,58,121
0,1,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,1,0,0,0,0
0,1,0,0,0,0,0,0
84,77,188,117,100,144,134,159
41,27,39,20,41,27,40,82
0,0,2,0,0,0,0,0
1,3,4,4,4,1,1,0
339,339,590,337,352,200,260,456
0,0,1,0,0,1,2,3
0,0,0,0,0,1,1,0
6,3,8,3,8,14,8,10
3,0,6,4,3,3,1,2
1,0,1,3,0,0,0,1
0,2,1,0,1,1,0,2
3,2,2,0,10,6,10,8
0,0,0,0,0,0,0,0
0,0,3,0,1,5,1,3
7,3,7,7,10,13,9,31
41,27,66,24,40,37,34,64
3,1,1,3,6,5,3,8
4,1,1,2,9,0,5,6
0,0,0,0,0,0,0,0
3,3,7,5,4,5,7,14
2,5,12,3,12,8,9,13
37,45,80,39,73,45,71,100
102,107,189,135,145,129,180,234
12,14,28,12,10,13,16,18
1,1,1,1,0,0,2,0
0,2,0,0,2,6,2,1
2,3,17,0,5,10,5,12
0,0,0,1,1,2,0,0
21,22,34,15,32,31,22,61
52,55,101,67,53,66,60,70
48,44,70,42,11,9,8,23
4,11,12,6,18,16,10,20
19,30,46,18,28,20,37,75
36,34,47,40,48,42,39,71
0,1,0,0,1,2,0,0
0,0,0,0,0,1,0,0
2,3,3,3,3,4,2,2
97,88,151,88,91,72,88,142
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1
0,0,2,0,0,0,1,0
9,5,4,7,8,6,4,10
0,2,0,0,0,0,0,1
0,1,2,0,0,0,0,0
2,1,2,1,0,1,1,4
0,0,0,0,0,1,0,0
0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0
0,5,7,3,12,7,13,7
8,6,22,8,9,10,10,29
26,20,42,26,12,31,9,22
0,2,2,3,1,2,2,4
60,51,87,41,103,49,64,140
7,14,21,7,16,26,30,46
31,52,88,41,41,46,43,75
23,22,39,14,29,20,34,53
9,3,15,9,29,15,22,43
0,0,1,0,1,3,0,1
30,38,68,35,33,31,26,47
35,32,72,37,34,25,26,43
102,117,188,142,123,152,133,172
0,0,1,1,4,1,3,6
22,22,52,30,8,24,22,28
0,0,0,0,0,0,0,0
40,30,83,47,5,5,5,9
34,21,39,26,51,34,43,58
0,3,10,1,4,2,1,2
0,0,0,0,0,0,0,0
2,0,4,0,9,6,4,3
0,0,0,0,0,1,0,0
62,56,92,55,36,29,22,68
196,164,327,164,179,102,151,237
65,70,110,98,99,71,83,134
90,79,147,77,65,48,56,123
37,26,38,22,36,37,22,55
106,88,152,83,127,108,99,201
68,67,113,42,36,41,43,78
21,21,45,14,27,28,29,55
28,22,60,22,36,21,33,58
50,55,72,50,58,49,49,63
47,42,56,45,35,37,39,44
232,224,411,217,156,109,120,288
0,0,0,0,0,0,1,0
0,2,2,2,2,4,3,2
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
0,0,0,0,0,1,1,0
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
0,2,0,0,0,3,2,0
105,102,183,86,120,86,90,202
61,60,135,76,125,125,117,171
22,19,27,10,35,40,22,42
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3
0,1,1,3,1,4,0,0
5,8,13,5,6,6,10,5
0,0,0,0,0,0,0,0
2,1,0,2,2,0,4,7
2,1,0,0,0,0,3,1
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,2
0,0,0,1,0,2,1,0
0,0,0,0,1,1,0,2
0,0,0,0,0,0,0,0
0,1,1,0,0,0,2,0
0,0,0,0,0,0,0,0
7,8,26,12,20,14,11,25
0,0,2,0,1,4,0,3
4,5,8,2,6,1,3,8
0,0,3,0,5,3,4,7
0,0,0,0,0,0,0,0
7,5,21,15,19,13,12,28
0,0,0,2,1,0,2,1
5,3,2,1,8,6,1,7
9,8,9,1,16,18,18,17
6,5,6,3,8,5,8,13
7,5,13,4,8,4,6,9
5,1,9,6,4,1,5,6
17,12,24,12,17,17,28,22
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,1,0,0,0,0,1,1
7,6,10,4,5,9,4,5
4,5,13,2,4,2,2,5
0,0,0,0,0,0,0,0
7,3,9,5,5,11,18,13
84,69,153,102,58,34,36,70
1,1,2,0,0,0,0,1
0,3,0,0,0,0,0,1
2,1,11,6,6,6,13,8
136,141,318,134,99,96,100,190
0,0,1,0,0,0,0,0
258,239,509,286,119,108,123,224
158,136,303,157,171,121,132,205
1,5,4,2,1,6,4,6
575,427,1057,479,325,260,229,463
0,0,0,0,0,0,0,0
101,90,191,132,94,72,76,109
40,37,68,55,20,17,18,43
4,7,11,2,4,1,2,6
233,221,460,256,126,180,145,229
0,0,0,0,0,0,0,0
0,2,0,0,0,0,2,0
16,18,44,23,38,38,32,55
85,100,153,78,137,93,103,235
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
5,3,12,6,8,11,4,11
14,25,29,25,21,16,22,44
0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,0
74,58,173,73,111,91,86,127
0,0,0,0,0,0,0,0
101,91,235,118,89,91,88,123
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2
0,0,0,1,1,1,0,3
134,125,251,154,178,173,188,300
0,2,3,2,2,4,2,6
33,39,59,29,34,51,33,52
85,74,123,72,191,139,140,264
2,1,1,0,0,2,1,4
8,2,8,5,7,5,8,8
4,3,2,5,6,3,4,7
0,0,5,0,8,3,1,5
11,8,13,11,19,13,6,31
23,15,12,12,12,26,19,28
1,0,3,1,1,1,3,1
65,44,99,51,53,33,34,88
80,59,99,64,44,27,23,51
0,0,0,0,0,0,0,0
6,7,12,4,9,4,11,12
0,1,3,1,0,0,0,1
3,10,4,5,3,1,11,10
84,63,167,81,145,138,120,230
7,6,17,10,12,16,12,17
65,76,172,62,129,138,120,182
0,3,8,1,10,5,8,19
10,8,26,18,84,76,63,104
0,1,4,0,1,1,0,1
7,4,5,1,11,12,4,15
2,0,0,0,0,0,2,1
23,14,40,20,10,10,14,24
2,2,3,3,4,5,2,7
2,1,1,0,6,3,2,8
13,16,27,11,20,13,11,24
22,13,27,22,18,27,15,31
0,0,0,0,1,0,0,0
2,0,0,4,5,5,4,11
4,0,0,0,0,1,2,8
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,2,1,0
6,4,7,0,8,0,4,2
77,84,132,62,68,46,66,139
0,0,0,0,0,0,1,0
1,0,2,1,1,7,1,1
8,7,12,8,19,5,11,16
17,13,42,21,1,0,0,3
146,155,277,168,39,35,35,55
1,0,1,1,1,0,0,0
114,97,211,72,126,93,93,233
32,27,36,23,8,4,8,9
1,0,0,3,0,0,0,2
1,1,0,1,1,1,0,0
0,1,0,0,0,0,0,0
1,2,1,3,0,1,2,1
3,2,5,0,5,3,5,11
0,0,0,0,0,0,0,0
0,3,3,1,0,0,0,1
32,20,62,25,39,43,39,76
4,4,15,7,11,8,4,10
0,2,8,1,5,8,7,12
2728,2897,5046,1906,308,252,159,392
0,0,0,0,3,2,1,1
0,0,0,0,0,0,0,0
3,2,5,0,1,0,0,1
13,8,26,13,19,26,19,26
3,2,2,4,3,5,7,11
0,0,0,0,0,0,0,0
0,1,2,0,0,1,0,0
0,0,3,0,1,0,1,1
0,0,2,0,3,2,2,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,4,2,10,1,2,3,4
7,6,23,9,19,17,8,23
2,3,0,0,1,4,2,8
0,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0
21,17,29,20,35,37,32,42
36,36,82,41,43,34,51,66
252,251,460,203,228,226,189,248
1,1,0,0,0,3,1,0
20,11,32,12,15,9,13,29
1,0,0,0,0,0,1,1
6,8,5,2,14,16,7,17
1,0,0,0,1,0,0,2
1,5,5,3,7,8,6,9
18,26,36,24,4,8,5,14
9,6,9,1,4,5,4,16
16,19,35,17,21,19,21,28
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,10,24,8,5,2,7,9
0,0,1,0,0,0,0,1
2,5,4,3,4,7,15,9
31,30,38,27,34,32,39,67
9,10,20,9,25,10,16,22
17,34,53,47,52,48,44,78
1,0,1,0,1,7,3,7
228,182,403,183,178,128,145,293
52,45,83,64,84,49,61,91
7,4,5,9,4,5,1,6
0,0,0,0,1,1,0,0
31,23,56,23,48,36,47,36
2,1,2,1,5,7,2,5
2,1,3,1,0,2,2,5
27,36,31,25,46,43,39,79
169,159,303,191,176,167,150,181
1,0,2,2,4,7,10,12
6,4,8,5,9,9,12,16
61,64,116,61,106,94,100,190
2,0,8,5,18,20,22,16
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,1,0,1,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,1
17,18,29,19,44,37,30,57
58,54,123,77,75,69,87,96
0,1,0,0,1,0,0,1
1,0,2,1,0,0,2,0
87,62,164,80,289,262,279,397
1,1,0,0,1,0,2,0
3,1,0,0,0,2,0,4
1,2,3,0,1,0,2,2
6,2,7,1,3,2,4,9
0,2,3,1,3,1,7,9
0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,0
20,27,63,31,36,34,33,39
2,2,3,0,3,7,3,2
4,2,4,6,8,12,12,22
0,0,0,0,0,0,1,0
4,5,23,6,10,7,8,15
1,1,2,0,5,1,7,2
1,2,7,0,4,1,3,3
10,11,11,7,12,8,11,4
16,23,36,14,28,9,9,38
4,2,9,3,2,6,5,16
0,2,0,0,0,0,0,0
9,6,10,4,19,18,25,31
2,0,1,0,2,2,3,0
15,11,33,13,18,16,13,27
5,5,3,2,4,3,3,7
0,0,0,4,0,0,2,0
46,47,77,40,83,46,73,91
286,265,514,260,60,83,48,76
336,357,579,398,198,257,210,308
756,953,1342,1074,493,537,567,850
0,0,1,0,0,0,1,1
0,1,1,2,0,3,2,1
10,6,19,6,15,6,7,12
20,18,16,10,17,15,24,32
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,13,20,8,20,24,24,19
1,0,0,0,0,2,1,1
0,0,1,0,0,0,0,2
0,0,0,0,2,0,0,0
0,0,0,0,3,0,1,0
4,5,12,7,1,0,1,1
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,7,17,6,5,2,6,3
0,0,0,0,0,1,0,0
9,9,11,10,11,13,10,11
0,0,0,0,0,1,0,0
16,0,9,9,21,40,29,40
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,9,22,9,27,22,18,39
0,0,0,1,1,0,0,0
64,66,89,55,105,45,58,133
0,0,1,0,0,0,0,0
2,2,3,0,0,2,0,5
0,0,4,0,1,4,1,2
0,0,0,0,0,0,0,0
1,3,3,2,1,2,4,4
8,8,12,3,21,5,13,19
0,0,0,0,0,0,0,0
1,1,3,2,1,4,0,2
23,24,67,37,56,54,52,106
72,72,133,68,174,129,111,184
17,17,12,13,13,12,12,25
19,5,38,8,31,18,19,36
120,112,215,115,117,94,91,175
0,0,0,0,0,0,0,0
77,78,120,66,108,60,71,189
