,mr349-MV411-YLK-r3_tcount,mr343-MV411-DMSO-r1_tcount,mr345-MV411-DMSO-r3_tcount,mr347-MV411-YLK-r1_tcount,mr348-MV411-YLK-r2_tcount,mr344-MV411-DMSO-r2_tcount,mr346-MV411-DMSO-r4_tcount,mr350-MV411-YLK-r4_tcount
ARHGEF19,64,104,120,57,58,112,105,99
MRPL55,68,91,102,62,83,86,104,127
DRAM2,556,574,733,378,592,843,605,637
PIFO,3,1,3,4,6,6,3,5
C1orf162,485,573,717,385,538,749,668,684
TATDN3,196,245,290,121,229,364,231,268
VSTM2L,1,5,3,1,5,6,7,3
FITM2,10,11,14,10,12,17,10,9
OCSTAMP,54,141,191,59,65,196,174,94
TBC1D20,514,884,1005,410,634,1113,921,862
SIRPD,4,11,11,4,7,11,9,14
SLX4IP,217,332,370,180,281,391,381,349
CHMP4B,722,1070,1253,677,807,1406,1168,1216
PIGU,136,202,260,150,153,266,210,263
C22orf39,591,816,953,512,700,1099,868,884
TANGO2,781,1171,1441,669,966,1381,1156,1219
EMID1,109,198,248,114,142,228,225,200
ANKRD54,523,843,1034,462,577,907,804,925
PPP1R21,197,209,273,167,233,290,189,250
TRABD2A,2,2,2,1,1,2,7,5
TMEM150A,75,135,144,90,75,155,146,141
NUP35,191,198,187,154,209,286,208,199
TYW5,289,358,417,185,356,483,350,369
LYG1,2,0,1,0,0,1,0,6
MITD1,24,41,21,3,19,66,41,26
DIS3L2,64,109,156,66,99,147,115,120
CMPK2,161,330,315,137,212,401,260,241
MBOAT2,6,9,9,2,5,10,12,7
TAF8,657,908,995,500,696,1251,963,1002
TMEM18,349,495,542,286,361,629,461,514
129790,124,210,203,80,121,222,156,169
RBM45,67,92,100,52,82,103,79,94
BBS5,35,66,80,41,54,81,63,80
ICA1L,292,371,486,225,369,465,323,353
FAM168B,4873,7396,8446,3782,5740,9565,7319,7236
RFTN2,1,2,2,1,4,1,6,5
CLHC1,34,38,34,15,29,30,28,45
PLEKHH2,34,29,52,18,40,58,36,55
AP1S3,1195,1526,1615,729,1321,2107,1485,1458
C2orf76,33,48,47,24,26,60,50,60
SGPP2,43,112,93,55,100,82,83,140
TTC32,20,21,11,4,10,31,11,15
UBR3,359,284,371,184,352,513,347,370
KCTD18,351,446,536,299,421,570,482,505
FLACC1,1,11,8,4,2,9,3,12
ZNF513,38,55,90,37,38,68,66,62
GALM,355,414,584,334,366,537,474,554
TMEM198,8,29,40,9,11,20,19,27
ZFAND2B,140,287,374,153,209,306,300,352
MDH1B,5,3,12,2,13,8,6,4
SLC66A3,638,776,955,515,787,1123,757,856
TMEM182,56,74,84,45,69,89,69,58
AHSA2P,890,1075,1302,716,1136,1319,1172,1369
FBXO36,46,59,79,29,44,83,65,53
MTERF4,757,1206,1410,594,1030,1535,1197,1255
M1AP,5,12,10,5,9,18,7,14
CCDC58,124,217,241,132,172,258,238,239
DNAJC19,505,684,809,382,665,1013,650,771
TRIM71,6,4,6,2,5,15,4,11
FAM131A,72,74,95,51,74,82,77,104
CHCHD4,483,727,772,407,558,839,664,708
ZDHHC19,0,0,3,1,0,5,1,0
CRYBG3,725,677,896,523,948,1074,790,842
DCBLD2,236,223,271,165,248,388,255,268
FAM43A,115,135,153,111,125,199,122,205
TPRA1,641,1433,1642,696,847,1682,1289,1422
TMEM42,77,127,152,87,112,152,119,136
NUDT16,792,1190,1490,622,933,1555,1195,1270
METTL6,157,262,296,142,226,331,258,280
TAMM41,48,98,118,67,73,116,117,101
IL17RE,22,38,48,34,33,35,50,49
GLYCTK,45,92,109,66,58,103,92,127
PPM1M,24,28,32,20,29,33,21,43
LSMEM2,452,688,867,437,563,854,664,785
RPL32P3,134,240,269,125,160,228,226,285
OCIAD2,19,43,49,32,43,56,30,36
SCLT1,103,127,138,70,136,150,141,143
C4orf33,218,224,255,155,222,322,243,243
LIN54,791,1111,1198,381,821,1531,1076,886
SPATA18,3,0,1,2,3,6,2,2
FAM241A,369,363,390,198,395,548,365,322
GNPDA2,480,516,583,276,543,752,491,525
CPEB2,610,737,765,247,670,1196,767,826
AASDH,42,69,77,42,64,68,72,85
C4orf36,6,36,28,15,17,35,26,38
PACRGL,98,103,125,60,110,158,123,94
ENPP6,5,6,10,3,1,12,10,12
SLC9B2,86,96,120,65,108,138,104,104
SETD9,44,39,63,25,63,81,54,48
IL31RA,20,42,70,26,49,64,52,50
EMB,30968,31609,34913,16548,34609,46574,31791,32484
PPARGC1B,533,857,1012,349,602,1124,921,757
PRRC1,1664,1795,2093,1049,1899,2765,1989,1913
NADK2,1034,1161,1217,646,1105,1700,1159,1150
UGT3A1,3,4,4,6,5,6,6,10
JMY,355,354,373,160,335,561,356,322
C5orf58,3,10,3,0,6,8,2,6
CCDC127,44,56,66,30,43,79,74,65
ATPSCKMT,610,715,856,440,767,1027,701,681
CMBL,40,44,60,29,35,65,37,34
DNAJC21,1111,1119,1288,727,1185,1757,1248,1275
GRPEL2,486,665,764,228,456,1056,715,595
LSM11,256,377,430,177,315,518,390,378
POC5,5,20,21,6,16,22,16,22
STARD4,544,651,771,337,642,966,694,664
WDR36,1221,1460,1550,764,1387,2047,1515,1465
NUDCD2,314,361,355,185,334,574,383,354
UBLCP1,976,781,930,663,1031,1173,931,946
C5orf24,1063,1221,1316,555,1162,1830,1272,1122
ADAT2,248,381,424,192,351,382,323,455
IRAK1BP1,44,82,76,31,69,90,48,50
STXBP5,82,71,74,40,65,101,88,79
NCOA7,196,203,187,88,200,271,175,202
HINT3,591,640,746,376,642,919,634,689
B3GAT2,88,70,108,54,84,97,90,103
SDHAF4,23,60,71,37,47,83,62,56
CD109,39,27,55,22,42,50,43,33
RAET1E,15,12,21,11,21,20,21,22
PM20D2,3164,3623,3964,2054,3677,5023,3440,3248
TMEM139,1,3,4,2,5,7,3,8
ZNF786,18,29,38,14,25,32,43,31
COL26A1,1,11,0,6,4,15,6,11
C7orf57,2,2,3,1,3,6,4,4
MTPN,9036,11157,12453,5675,10583,14929,11493,11072
MPLKIP,284,371,380,180,318,558,388,392
SSC4D,6,9,9,5,5,12,3,20
C7orf31,14,10,16,6,6,23,17,10
CLDN23,6,15,22,8,9,34,23,14
CCDC26,618,827,1089,523,835,1248,893,940
ZNF572,11,19,18,0,5,19,22,19
FAM92A,519,423,458,227,527,619,418,491
VPS37A,393,447,450,222,433,576,417,388
NDUFAF6,42,42,74,32,38,78,59,37
TMEM68,314,325,307,239,320,480,318,348
TMEM71,336,310,429,199,370,503,361,415
UBXN2B,1182,1499,1595,808,1331,1893,1515,1421
GPAT4,631,1039,1238,663,744,1230,1098,1179
LETM2,125,176,205,87,153,189,162,183
HGSNAT,1735,2563,2986,1347,2009,3302,2784,2822
NACC2,345,703,699,263,429,863,659,576
C9orf116,79,138,154,77,102,173,152,134
CARNMT1,1615,1854,2143,1042,1841,2669,1815,2022
C9orf85,81,78,102,38,80,124,94,102
DIPK1B,154,307,351,172,204,364,295,346
PTRH1,31,55,51,17,19,46,49,58
PIP5KL1,6,11,20,4,11,21,17,21
TAF1L,4,12,18,6,7,8,13,7
PTPDC1,67,98,107,45,91,99,73,93
RPP25L,195,333,377,217,275,367,321,410
DBH-AS1,6,9,18,8,13,11,19,16
SLITRK4,193,160,204,112,183,255,168,162
MAP2K4P1,85,149,149,68,114,167,120,118
FAM199X,1092,1247,1362,616,1333,1758,1168,1185
AMER1,392,574,678,268,426,753,655,496
APOOL,750,916,990,494,847,1299,964,889
HDX,1,5,6,0,3,8,7,3
FUNDC1,172,187,254,116,205,296,211,204
UPRT,272,301,365,202,332,411,308,377
GAB3,516,824,929,380,644,939,771,734
DOCK11,159,208,233,136,196,324,233,253
SPIN4,2317,2728,2864,1262,2439,4042,2858,2271
ASB6,746,1323,1585,780,993,1634,1247,1499
ASB7,172,205,242,92,153,334,241,205
ASB8,1172,1599,1986,1005,1365,2159,1760,1724
MYL6B,50,81,82,45,69,98,55,89
ZNF358,9,19,22,14,15,29,14,18
RNF32,29,49,47,21,26,41,39,42
APOBEC3D,0,2,2,1,5,6,5,8
NEK7,1622,1654,1738,1021,1902,2406,1572,1549
ZFP28,10,15,17,5,13,17,14,9
C20orf96,69,82,102,99,93,109,85,116
ZBTB46,320,418,487,251,333,547,485,480
NOL4L,427,786,764,324,432,914,730,664
SAMD10,314,682,769,294,393,757,686,631
ABHD16B,22,43,43,15,20,61,46,45
BRI3BP,918,1446,1682,520,1113,1983,1398,1247
SOGA1,1684,3056,3503,1157,1840,3771,3479,2808
TLDC2,1071,1309,1455,710,1293,1657,1270,1260
MACROD2,0,3,4,1,8,8,4,4
DYNLL2,884,1571,1675,826,1093,2056,1674,1618
TMEM37,2,3,4,2,2,9,3,5
UBE2F,331,455,464,276,416,582,449,485
ADAMTS14,28,74,94,22,45,65,67,75
SMCR5,0,7,0,2,3,5,5,3
SMCR8,1655,2744,3055,1283,1957,3294,2565,2722
SRXN1,952,1330,1612,814,1173,1778,1437,1584
ROMO1,249,332,318,190,269,388,293,349
NEURL2,7,7,23,6,14,21,16,8
ZSWIM3,18,37,34,16,24,46,53,36
NANP,148,262,285,107,157,397,277,242
SIRPA,2488,3866,4847,2316,3032,5152,4218,4413
SREK1,1227,1402,1646,734,1570,1887,1364,1674
CNBD2,4,5,0,2,5,7,3,2
STK35,764,1451,1603,640,868,1799,1552,1418
DCANP1,2316,4068,5138,2056,2707,5212,4430,3992
MIB2,15,63,54,29,22,47,37,47
DUSP19,14,23,24,16,24,41,28,19
ASB14,311,394,414,208,320,509,395,338
SAMD8,208,280,266,115,240,362,274,276
CFL1P1,2,3,4,2,2,5,1,3
TRUB1,322,306,284,173,365,447,281,313
MPP7,6,12,14,15,11,19,11,9
VTI1A,685,915,1012,509,779,1172,950,961
EIF5AL1,389,680,770,353,354,976,788,957
FGFBP3,98,121,146,87,106,157,160,139
CACUL1,1258,1666,1762,906,1364,2042,1682,1646
LDLRAD3,421,550,593,318,438,717,559,574
PSMA8,239,272,291,155,267,350,260,276
XRRA1,513,668,738,413,548,873,742,760
FAM76B,254,243,270,137,275,392,236,270
SESN3,1170,1523,1463,617,1227,2208,1580,1329
PIWIL4,423,452,554,344,511,608,486,563
ARHGAP42,7,10,9,4,10,9,8,5
KBTBD3,5,2,4,2,2,5,1,5
CWF19L2,98,97,133,75,111,210,127,147
POGLUT3,1609,1658,2006,1053,1886,2335,1927,1937
SPINDOC,120,201,251,121,100,300,242,257
PLEKHA7,12,16,23,11,14,22,20,18
SPTY2D1,915,1029,1155,551,922,1461,1084,1029
TMEM86A,10,10,11,8,13,16,10,7
DNHD1,1,12,12,1,3,14,9,15
PRICKLE1,151,253,248,130,168,361,281,228
SLC2A14,5,13,20,10,10,16,12,18
BCDIN3D,51,80,116,38,81,139,118,103
ALG10B,449,492,535,286,510,763,478,464
ZNF664,1222,1794,1986,885,1486,2289,1749,1620
LINC00477,37,98,104,43,68,100,85,85
ETFRF1,322,353,315,172,366,532,355,331
CPNE8,185,163,196,117,184,236,181,200
TMEM120B,857,1799,2183,845,1053,2189,1747,1648
E2F7,305,388,361,214,279,467,369,355
SOCS2-AS1,25,52,51,20,37,59,56,54
C12orf66,142,213,254,104,174,279,202,216
RAD9B,35,52,66,32,60,67,57,57
PHETA1,108,173,209,114,131,238,191,224
LACC1,405,340,481,217,383,588,431,407
HNRNPA1L2,16,23,33,13,13,48,21,25
B3GLCT,130,158,218,126,179,229,193,189
SLC38A6,5,4,14,4,3,9,1,8
ABHD12B,17,33,35,12,22,44,26,40
PTGR2,103,116,160,67,125,174,119,113
FAM161B,19,27,35,14,20,52,37,23
CEP128,156,151,164,83,201,210,164,156
MDP1,47,97,98,65,75,102,94,103
TTC7B,25,31,27,16,21,34,32,20
145694,32,41,45,12,25,56,42,41
LYSMD4,89,143,159,68,105,158,141,174
FAM81A,245,251,294,148,301,392,246,257
GCOM1,617,775,808,370,626,1259,819,786
145783,66,118,117,60,83,142,94,98
C15orf61,48,58,65,33,47,101,74,72
HAPLN3,7,33,20,22,24,29,18,34
NRG4,250,293,353,147,262,437,299,301
ZSCAN29,544,795,846,465,626,914,808,860
TTBK2,119,192,191,76,146,224,169,152
CDAN1,159,254,294,192,194,296,248,268
ZFP90,365,510,662,282,469,709,536,537
CARMIL2,7,6,12,11,10,12,12,25
CMTM4,390,716,763,274,440,875,615,559
BEAN1,1,2,4,2,5,3,6,3
FBXL16,1,6,4,3,1,4,4,4
C16orf92,7,4,7,7,2,6,0,3
ZNF597,155,239,249,98,192,368,249,223
TMED6,4,16,13,2,7,15,17,8
ZNF785,57,147,152,51,93,188,123,144
ZNF688,15,20,23,14,19,34,29,25
PRSS36,6,10,13,7,5,10,7,11
C16orf71,2,6,4,2,2,5,8,9
TOM1L2,191,350,417,178,227,456,333,328
TEPSIN,64,141,168,60,91,147,134,138
B3GNTL1,52,102,118,40,71,84,107,109
RBFOX3,10,16,19,5,3,11,8,11
CD300LF,986,1789,2119,890,1207,2267,1664,1575
RTN4RL1,2,2,6,0,3,2,4,1
PIK3R6,53,84,102,47,56,90,82,86
SLFN13,21,30,28,16,28,32,22,30
ARHGAP27P1,219,499,582,196,349,379,391,546
KIF18B,288,466,575,271,325,552,504,580
RUNDC1,305,432,539,294,357,566,460,526
EME1,910,1219,1247,904,1117,1406,1229,1441
TMEM199,454,682,798,390,544,827,640,710
PROCA1,5,24,29,4,15,29,18,15
DHRS13,21,41,45,25,46,58,49,51
KCTD11,92,139,200,97,124,218,212,145
NOTUM,6,15,15,9,9,25,8,17
TMC8,315,630,679,323,418,665,567,643
TRIM16L,29,59,72,34,48,68,59,51
WIPF2,1299,2003,2239,1058,1434,2496,2215,1987
TMEM99,7,9,12,11,6,12,8,16
C18orf25,866,1069,1172,666,1045,1475,1103,1324
LINC00526,27,58,64,13,23,60,57,39
VSIG10L,35,38,46,20,33,49,41,43
SPACA6,0,4,0,2,0,3,1,7
ZNF480,2205,2113,2559,1091,2296,3248,2440,2368
ZNF534,317,375,381,287,443,543,413,392
SMIM17,4,1,5,5,2,10,7,6
C19orf18,1,3,3,3,2,6,3,1
ZNF418,2,1,4,0,1,0,6,0
ZNF417,197,289,326,122,248,446,282,328
ZNF548,119,169,201,71,148,285,176,229
PPM1N,208,288,296,165,235,399,313,316
KLC3,46,94,138,50,62,122,116,124
ILF3-DT,814,1433,1589,874,1064,1568,1312,1537
