mr74.MV411_IRF2BP2.DMSO_2h.r1,mr75.MV411_IRF2BP2.DMSO_2h.r2,mr76.MV411_IRF2BP2.DMSO_2h.r3,mr77.MV411_IRF2BP2.DMSO_2h.r4,mr78.MV411_IRF2BP2.DMSO_6h.r1,mr79.MV411_IRF2BP2.DMSO_6h.r2,mr80.MV411_IRF2BP2.DMSO_6h.r3,mr81.MV411_IRF2BP2.DMSO_6h.r4,mr82.MV411_IRF2BP2.VHL_2h.r1,mr83.MV411_IRF2BP2.VHL_2h.r2,mr84.MV411_IRF2BP2.VHL_2h.r3,mr85.MV411_IRF2BP2.VHL_2h.r4,mr86.MV411_IRF2BP2.VHL_6h.r1,mr87.MV411_IRF2BP2.VHL_6h.r2,mr88.MV411_IRF2BP2.VHL_6h.r3,mr89.MV411_IRF2BP2.VHL_6h.r4,genes
91,55,20,71,21,42,75,94,127,97,88,140,75,25,43,57,ZNF773
209,163,12,117,94,162,128,205,219,244,142,294,98,71,75,84,ZNF776
33,23,0,42,25,38,38,49,36,33,17,42,14,26,21,32,ZNF256
30,28,2,44,39,44,59,33,60,31,44,87,24,13,33,21,SUV39H2
15,13,1,24,4,25,18,39,24,27,30,12,15,4,22,12,DCLRE1C
16,28,0,0,0,12,20,8,28,24,28,16,24,0,0,16,RPP38
0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,0,NMT2
0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,ZNF837
62,51,34,51,25,56,67,68,86,113,71,123,42,25,43,30,USP12
0,0,0,0,0,1,0,8,0,1,1,0,1,0,0,0,CCDC50
18,12,12,4,12,10,22,22,38,20,32,12,10,2,0,2,TRIM36
2836,1742,772,1488,1500,2599,1847,2650,3614,3763,2591,3999,1800,1110,1408,2204,ZFP36L2
295,146,90,160,118,278,266,290,413,344,228,254,158,96,118,80,PAN3
0,2,0,0,0,0,5,5,0,2,0,2,7,3,0,1,PFKM
356,185,174,118,266,340,335,292,549,341,332,383,334,107,201,223,TMEM123
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,GRIA4
0,0,0,0,0,2,1,2,0,0,1,0,0,0,1,0,IGSF10
0,1,0,1,0,1,3,0,6,1,0,0,1,1,1,0,SPEF2
5434,2990,2466,2476,3646,4956,5370,5322,8573,5545,5401,6560,4469,1386,3689,3351,MBNL1
154,60,100,32,67,104,136,92,140,41,140,67,48,36,21,53,NADK2
30,14,1,18,4,29,16,25,22,29,13,15,7,14,0,9,GPD1L
262,126,39,75,83,161,121,207,217,188,90,199,37,61,114,59,SLC30A6
27,14,13,10,18,13,16,32,50,25,42,31,18,8,9,5,PELO
27,12,24,12,13,6,18,18,51,12,6,45,9,9,6,9,RASGRP3
65,63,14,70,40,69,60,73,118,83,52,97,69,19,52,56,SAR1B
31,14,21,14,11,29,20,24,12,20,14,32,5,2,2,4,GPR180
0,0,0,0,5,0,0,0,4,1,0,1,0,0,0,0,WDR78
4,2,0,7,0,4,0,4,5,6,0,6,0,7,2,3,ANKRD22
0,2,1,0,2,3,0,2,1,4,0,1,0,0,0,0,FARP1
1,1,0,0,1,3,3,4,4,0,5,2,9,3,6,3,IFIT5
38,4,0,2,18,13,36,19,27,27,9,50,12,2,9,6,PANK1
9,3,0,0,0,12,12,6,0,0,0,27,3,0,24,9,PRDM8
479,278,143,518,212,535,422,522,730,537,409,688,333,179,364,331,HNRNPDL
63,29,60,24,45,32,56,28,90,46,23,82,46,12,11,30,HHEX
22,10,0,11,14,17,12,18,16,6,6,2,7,10,2,8,UTRN
0,0,0,2,0,1,0,4,0,0,0,0,0,0,0,0,PTPRK
34,16,44,38,12,38,50,40,78,30,40,106,18,22,32,62,GGPS1
171,57,145,82,70,77,89,62,91,121,113,153,70,40,24,59,ZNF117
61,18,12,54,23,20,19,53,28,29,19,64,76,19,17,19,RAD17
49,40,32,72,59,75,65,49,67,71,35,72,54,19,43,35,MED21
3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,ADGRA3
87,33,29,42,26,43,49,66,100,60,57,104,44,15,37,13,SREK1IP1
3,7,0,8,2,8,4,6,16,10,4,16,0,2,2,3,CWC27
50,35,8,51,24,46,40,76,60,88,52,74,29,32,29,35,MR1
170,127,40,483,125,166,148,150,321,172,150,193,59,45,102,110,SRP19
16,9,0,8,4,8,21,0,22,17,9,22,5,3,0,9,CENPH
21,18,6,21,10,30,14,31,26,20,20,46,4,16,22,32,CDYL
18,27,12,40,2,39,49,38,22,41,30,89,22,16,12,37,CARHSP1
0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,BANK1
7,5,4,14,1,12,9,21,22,14,2,11,13,18,14,28,TXNDC11
0,4,0,6,0,0,0,0,0,0,0,0,0,2,2,0,DAB2
521,475,190,452,314,728,327,747,684,839,389,851,355,371,311,395,BCL2L11
3,1,0,0,0,7,3,5,8,6,5,7,7,2,1,0,ANAPC1
29,2,0,9,10,4,7,2,8,3,14,38,24,24,6,0,CAST
413,147,60,123,189,232,292,220,430,273,307,374,159,47,270,124,SCOC
15,15,22,37,12,51,11,25,30,16,37,67,2,14,4,10,CETN3
25,16,25,26,18,39,42,21,33,28,32,30,12,16,15,4,SMARCA5
0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,SYCP2L
0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,BMP6
53,36,6,51,20,59,24,69,105,61,33,87,29,21,55,34,RASSF3
402,234,157,273,278,465,443,477,608,536,399,391,366,174,287,224,HNRNPU
29,16,12,5,19,16,15,29,42,18,20,30,8,0,26,7,RANBP2
99,32,47,67,23,38,64,66,92,73,60,89,53,13,34,30,AHCTF1
1,0,0,3,0,0,0,0,0,0,0,0,0,2,0,3,MERTK
21,17,1,11,12,16,20,25,20,21,33,39,13,12,15,7,TMEM87B
0,5,0,0,0,9,8,1,0,1,1,1,0,4,2,3,PTPRR
47,29,38,0,19,56,27,64,84,62,78,48,68,27,39,62,NR4A2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CCDC148
0,1,0,0,2,0,0,1,0,0,4,0,0,1,0,0,PLA2R1
22,10,2,24,22,24,24,34,18,14,40,38,10,14,20,10,RBMS1
0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,CD96
427,190,72,290,142,465,543,385,537,356,320,461,333,157,254,271,FAM49B
191,126,36,148,124,181,167,227,387,326,130,381,127,92,137,136,ASAP1
112,88,26,85,48,124,69,87,123,120,104,92,119,51,40,59,TRAPPC8
2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,FAM81B
4,3,0,27,9,5,4,54,10,16,0,14,0,6,2,0,INO80C
161,162,14,115,46,144,73,114,204,257,106,269,57,67,58,93,LPCAT1
18,11,0,32,9,20,38,56,2,35,12,31,16,15,4,24,NMRAL1
10,44,26,17,11,48,60,76,57,100,26,69,11,38,35,28,UBALD1
24,20,34,30,14,14,26,24,20,30,10,22,0,2,22,0,TMEM251
59,36,9,23,24,46,59,44,90,57,43,70,35,23,45,69,ING1
0,0,0,0,0,0,0,0,5,8,8,1,0,4,3,0,ADPRHL1
6,5,0,0,0,15,2,3,0,13,0,3,0,1,3,0,CMTM7
230,197,52,203,101,184,180,163,317,317,202,305,170,75,117,77,UBP1
96,67,37,61,45,82,91,94,164,145,99,143,72,47,43,46,RMND5A
8,4,0,13,13,11,5,16,8,20,9,10,1,1,6,10,RPIA
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,PTPRD
20,8,1,4,6,7,14,5,10,9,7,11,1,7,1,12,CNKSR3
119,89,74,78,25,73,52,90,152,119,128,164,31,28,54,51,GTF2E1
2,0,0,0,0,1,0,3,6,3,2,2,0,0,1,0,CFDP1
76,95,21,74,22,97,35,109,79,108,51,134,19,86,60,34,ZDHHC7
2,5,0,0,0,4,0,2,12,4,12,0,8,2,0,1,C7orf31
3,4,0,1,0,6,0,3,0,6,4,6,0,0,0,3,JAZF1
97,113,62,84,62,102,120,150,87,124,78,277,67,59,68,124,CMIP
0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,PID1
127,60,31,58,46,72,102,73,104,73,75,101,37,21,32,19,TRIP12
4,11,0,5,1,2,0,8,8,5,2,11,0,0,1,2,FBXO36
322,215,145,235,144,209,199,277,381,368,271,453,119,75,126,137,CEBPG
38,46,18,21,19,47,27,50,70,39,68,80,19,32,26,18,KCTD15
4,13,0,18,0,11,12,11,6,12,4,10,0,8,0,0,MCOLN2
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,LGI4
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,DDAH1
330,240,164,239,148,305,230,362,403,452,339,411,248,131,230,216,SREK1
285,178,119,159,144,234,223,251,432,320,280,515,209,98,121,140,CHD1
0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,ANKFN1
37,42,2,41,19,89,61,116,71,95,105,91,55,37,44,45,DGKE
65,24,8,22,22,51,20,39,90,57,33,71,28,24,34,13,HS2ST1
37,25,15,34,22,28,35,43,32,39,19,55,26,18,15,25,MSI2
5,4,0,0,3,5,2,3,1,4,1,5,3,0,0,2,ZUP1
39,15,22,26,16,38,27,33,48,53,35,38,33,6,27,20,NUS1
0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,SEMA3D
174,86,51,55,129,133,69,82,182,163,145,135,107,38,79,70,PPP2R5E
2,8,0,8,0,6,2,11,5,17,6,14,1,11,2,10,GRAP
6,2,0,0,0,0,0,0,4,0,0,4,0,1,2,0,AK5
0,0,0,1,0,1,0,3,0,5,0,34,0,2,0,1,CABYR
66,22,15,25,12,55,63,56,62,52,34,52,15,16,33,24,IMPACT
0,0,0,4,0,1,0,0,2,2,0,1,2,0,0,0,ANKRD29
5,5,0,0,2,2,7,0,1,5,1,0,4,0,1,1,SDHAF4
0,0,0,0,0,11,0,12,0,3,3,0,0,9,0,0,C16orf74
26,32,0,42,51,39,48,40,51,49,39,35,16,27,19,2,TBCEL
0,3,0,0,0,4,1,2,3,4,4,5,1,1,1,6,ANKH
54,68,21,101,35,68,32,74,89,115,87,109,54,28,37,32,OTULIN
7,4,5,7,4,10,1,10,15,27,12,11,14,7,7,11,UBASH3B
0,0,0,0,0,2,0,0,0,4,0,0,0,0,2,0,ROBO3
91,77,38,102,43,152,79,143,161,163,76,104,116,75,51,83,TBRG1
6,16,0,14,0,12,0,14,2,6,2,10,0,14,0,0,NRGN
20,2,2,2,4,9,2,14,32,6,14,8,5,0,5,0,RETREG1
125,77,63,78,42,108,120,105,191,127,112,194,70,46,44,64,TOMM70
0,3,0,0,0,14,0,16,0,0,3,0,0,0,2,0,ANGPT1
18,14,12,6,4,2,0,18,30,28,30,94,12,6,0,12,PITPNC1
12,20,3,16,8,32,12,20,63,31,5,35,16,6,22,12,CC2D1B
8,22,5,16,8,18,12,33,22,33,16,19,12,15,11,16,PRKCA
36,43,20,81,31,74,18,87,77,93,22,74,44,41,31,36,LRRK1
0,0,0,0,0,1,0,0,0,2,0,0,6,0,4,0,ABCA10
1,2,0,8,6,3,1,6,12,10,3,0,1,4,5,0,ABCA5
66,33,73,14,41,57,90,50,96,62,43,49,57,27,23,49,MIA3
0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,2,TNIK
12,1,0,6,0,0,0,1,0,2,0,0,2,2,1,4,FAM167A
30,20,0,0,0,33,33,53,17,30,26,36,38,13,18,15,NEIL2
61,53,4,55,11,82,43,78,105,119,104,85,45,31,88,36,LONRF1
93,111,0,105,23,106,25,155,139,210,97,155,55,94,31,44,TRIM11
37,17,12,1,12,44,2,29,43,21,43,38,4,7,12,9,ENAH
953,519,288,411,354,592,512,705,1178,816,716,921,390,168,333,373,CCSAP
35,26,0,12,11,15,12,24,16,26,15,39,9,6,10,7,SH3RF1
161,82,57,53,90,164,139,145,97,114,92,154,81,39,89,69,BUB3
0,2,0,4,0,4,0,0,0,0,8,0,0,0,0,0,DIPK1A
47,42,84,20,14,65,60,38,75,51,50,41,24,5,24,43,ATP5MC3
250,53,217,31,184,96,109,64,423,101,200,185,48,0,91,74,ELOC
0,1,6,0,1,4,0,2,10,2,6,15,13,2,5,2,PSMA8
2,3,0,0,0,3,2,7,0,14,1,4,0,4,0,2,TMSB4Y
0,2,0,5,0,0,0,1,0,0,0,0,1,0,0,3,CXADR
30,6,26,11,11,19,17,13,35,11,15,35,4,1,7,7,BTG3
131,98,78,91,82,126,102,96,226,134,148,167,84,31,87,58,C21orf91
0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,CHODL
14,5,0,12,6,12,11,13,7,14,2,4,0,9,5,5,NCAM2
133,82,80,110,65,103,80,85,125,129,57,146,31,32,74,19,RABGEF1
2,0,0,0,0,0,0,2,1,0,0,0,0,1,0,1,MRPL39
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,JAM2
30,11,36,22,13,9,3,6,15,9,7,13,11,2,6,7,ATP5PF
51,22,2,5,22,27,37,30,48,40,27,39,35,4,23,18,GABPA
4,1,0,0,0,6,14,3,2,3,0,1,0,0,0,0,ADAMTS5
13,5,18,16,8,7,7,11,27,18,2,1,17,8,3,1,TSEN2
1,6,0,8,1,40,0,18,33,15,9,7,7,8,14,0,SLFN13
8,17,3,13,7,22,9,41,17,24,22,27,7,13,10,2,XPC
64,56,16,38,22,114,62,108,46,114,42,110,16,28,22,36,CCDC174
23,20,16,21,10,23,15,40,30,39,30,17,28,10,24,24,FLCN
132,70,48,114,54,108,100,122,132,118,126,138,74,50,60,74,DPH3
18,14,28,27,21,47,8,29,24,15,4,29,2,15,22,13,OXNAD1
36,14,2,18,8,20,18,12,16,10,4,14,4,6,0,8,PLCL2
0,6,0,2,0,15,0,5,8,4,12,0,0,11,11,6,CXXC1
48,21,0,14,6,42,13,33,24,26,52,49,36,13,23,25,SKA1
52,51,6,71,25,72,29,71,110,116,93,121,32,41,48,34,PPP4R1
0,0,0,0,1,4,0,0,0,2,0,0,0,0,0,0,PIEZO2
39,6,0,65,48,41,5,31,25,43,32,18,3,18,29,26,MPPE1
0,0,0,0,2,6,10,6,0,0,0,0,0,4,4,0,USP43
4,0,0,0,0,11,0,6,0,0,0,14,0,2,2,0,RAB6B
6,5,4,15,8,27,24,21,33,19,16,14,16,9,12,9,EME1
0,3,0,0,0,2,21,2,8,19,3,6,3,11,0,0,ACSS1
72,60,12,77,36,62,39,83,144,161,88,149,52,32,32,65,ANKRD40
33,21,6,60,21,45,51,76,96,33,33,72,33,33,15,21,ZNF18
12,12,0,6,0,10,4,2,4,6,24,18,4,4,15,6,VOPP1
35,23,15,8,11,24,18,31,44,26,33,29,13,9,17,4,APOOL
4,0,0,7,1,0,0,1,3,1,8,6,1,0,0,4,DKK2
3,2,0,0,1,8,0,8,0,3,9,10,0,2,4,5,FBXL18
6,0,0,1,0,6,0,0,0,1,0,0,2,0,2,4,AK9
550,290,250,160,330,552,600,444,836,548,556,720,372,164,386,396,KLF10
0,9,0,27,6,18,27,30,9,15,0,21,0,3,12,3,PTPRN2
369,198,78,250,191,284,263,265,404,338,322,367,162,100,209,145,AZIN1
131,51,17,59,75,87,103,89,108,121,86,156,59,52,63,46,ATP6V1C1
1,0,0,0,0,3,4,2,8,1,4,4,0,1,2,0,PIP4P2
85,53,37,33,61,70,68,115,145,57,139,116,59,19,84,33,OTUD6B
42,25,13,52,20,62,32,65,28,46,35,68,30,21,16,19,CDK19
4,0,7,0,0,0,1,0,1,0,3,0,1,0,0,0,GTF3C6
4,0,6,8,0,3,0,6,2,4,2,2,0,0,4,0,TTC39B
319,325,142,324,265,472,455,514,671,426,461,419,331,217,346,165,AGPAT5
9,10,15,45,11,21,12,48,57,80,12,53,20,12,7,14,MMS19
6,12,0,4,4,9,5,13,6,7,7,5,6,4,6,0,PI4K2A
7,18,4,17,2,33,14,26,28,34,25,41,18,10,4,11,MARVELD1
3,36,0,45,21,72,39,57,36,51,6,24,15,24,12,36,ZFYVE27
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,GOLGA7B
0,0,0,5,2,4,7,2,0,0,0,0,0,2,0,0,GPR78
6,4,0,1,0,4,0,9,6,13,2,5,4,2,2,0,TRMT44
0,2,0,16,0,6,4,7,3,9,3,8,0,5,3,0,SLC25A28
159,79,66,50,140,93,102,111,238,88,110,171,82,21,106,45,HSPA13
0,0,0,0,10,0,14,8,16,10,2,0,2,0,2,0,SAMSN1
67,12,14,9,12,23,6,23,71,50,35,56,25,6,18,18,USP25
63,66,11,100,38,73,35,66,68,77,41,50,22,15,42,2,GRAMD2B
116,59,40,86,87,83,81,85,210,121,63,172,47,14,40,88,ZCCHC10
154,82,54,101,131,91,133,126,147,178,116,178,68,30,61,33,C16orf87
0,4,0,0,0,4,0,0,0,12,0,0,0,0,0,4,MOV10
0,0,0,40,0,0,0,8,7,2,0,17,0,0,0,4,RHOC
91,18,26,224,94,115,254,140,136,122,92,211,198,95,159,91,DBI
230,166,104,128,134,172,166,198,372,272,256,354,200,68,116,82,SLC16A1
21,16,15,3,21,36,16,17,23,15,8,27,20,28,20,13,HEATR3
136,80,52,116,53,92,83,105,243,117,85,133,113,46,88,75,NIFK
66,103,15,54,69,120,52,101,83,104,40,83,55,34,31,57,OXA1L
3,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,SLC7A7
177,214,40,202,72,232,94,240,241,337,175,345,86,105,84,108,LARP1
335,291,88,306,236,407,287,412,522,339,259,474,198,136,245,144,CNOT8
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,GRIA1
0,3,13,2,1,7,3,9,2,8,1,11,0,3,3,0,SETD9
330,210,78,106,113,234,266,206,346,268,207,314,104,54,121,124,MIER3
118,49,13,36,20,64,24,50,68,78,36,61,58,18,27,44,NUP205
69,51,18,32,24,40,41,51,54,84,40,95,12,23,21,20,ZKSCAN2
11,10,0,17,9,8,10,3,15,17,23,18,15,3,4,9,C9orf85
355,263,123,183,160,335,189,402,415,375,264,418,167,121,133,127,PIK3AP1
0,8,10,1,18,13,9,14,3,15,20,6,7,3,8,5,RBM45
2,7,7,11,8,18,6,12,8,13,0,18,7,7,3,4,PDIA4
4,9,4,37,2,47,12,17,8,13,6,36,10,22,0,17,KDM8
74,32,64,44,18,34,36,34,64,32,26,62,30,20,12,16,KCTD18
229,138,54,109,101,148,154,173,273,187,162,211,112,48,58,72,FAM126B
9,58,6,98,78,159,218,110,83,130,75,133,110,102,78,167,TMEM237
16,17,8,15,18,14,12,24,19,18,20,35,13,4,9,22,FZD7
0,0,0,0,0,0,1,1,1,1,0,0,3,0,0,0,SPAG17
14,2,4,0,4,12,19,11,17,18,15,13,5,2,12,11,DEPTOR
7,11,10,11,11,6,10,6,20,15,21,15,19,3,6,10,RNF20
0,0,0,0,1,0,0,1,0,3,0,2,0,0,0,0,CYLC2
47,72,0,72,19,60,27,75,86,145,30,93,20,27,35,47,PPARGC1B
20,48,12,81,7,46,18,48,65,49,15,124,40,21,31,21,ELMO1
57,30,14,18,39,56,41,65,70,64,43,68,27,24,25,29,SLC26A2
24,16,0,9,11,23,0,20,43,32,14,40,12,13,12,9,LSM11
10,13,0,7,10,14,21,8,29,11,13,16,22,3,6,21,MED7
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,SAXO1
16,20,13,14,18,23,12,14,16,27,16,17,12,6,5,5,RRAGA
26,2,10,20,0,5,14,8,10,3,18,0,11,3,10,0,PXYLP1
57,41,20,39,18,44,38,42,78,66,54,74,35,6,26,35,RASA2
12,18,0,22,6,8,14,46,18,8,24,26,2,10,10,4,RMND1
240,209,117,372,103,440,232,501,359,421,271,538,275,270,187,353,SLA
844,242,1133,237,833,523,990,436,1258,424,677,869,714,87,799,640,TMBIM4
110,120,10,96,90,126,147,159,190,118,78,165,97,51,106,55,VBP1
0,0,0,2,3,1,0,0,2,0,0,0,3,0,0,1,CLIC2
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,AFF2
6,6,1,3,5,5,3,13,23,4,10,4,8,7,3,5,GRIP1
134,85,31,55,54,83,69,133,126,114,89,148,96,44,42,96,VPS37A
9,19,0,27,10,52,21,80,7,49,2,12,2,19,7,55,PSD3
10,8,0,7,5,17,14,14,19,10,10,18,14,7,9,7,CARNMT1
127,119,32,93,102,129,80,119,155,169,95,207,70,55,60,52,MCU
361,406,68,314,183,633,337,663,676,942,413,892,330,440,354,447,ELMSAN1
0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,CFAP70
1,6,0,2,0,6,0,6,1,8,3,5,1,0,2,4,FAM161B
229,182,97,136,131,209,190,201,349,313,235,323,127,69,137,128,GNAQ
0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,GPR61
32,14,56,12,10,6,28,15,13,15,8,34,13,0,18,10,ADK
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KCNMA1
6,3,0,2,3,4,0,5,6,9,0,22,2,0,0,4,BATF
159,114,30,96,34,167,90,131,253,120,157,199,98,46,89,34,DCK
0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,ALX3
50,18,3,8,35,38,28,37,27,36,28,28,26,10,28,7,DPY19L4
54,36,0,53,20,51,29,99,129,38,57,86,14,16,34,56,NDUFAF6
39,14,16,32,19,14,7,15,75,34,25,41,26,2,0,14,DRAM2
1,7,4,0,1,5,8,5,11,11,11,7,3,5,2,0,C8orf37
6,6,0,8,4,9,6,25,13,14,10,7,4,4,7,16,WHAMM
20,13,6,18,10,29,10,42,8,17,4,15,9,21,17,21,N6AMT1
11,12,0,7,5,10,16,17,19,23,13,43,14,6,16,16,RWDD2B
16,2,1,1,19,8,18,4,19,5,19,1,5,5,9,6,USP16
41,10,0,6,13,13,56,6,48,10,35,18,9,21,32,14,CCT8
0,0,0,2,0,0,16,0,8,3,8,0,0,6,0,0,MAP3K7CL
234,117,99,104,120,171,149,192,274,206,155,277,114,54,87,72,BACH1
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,TIAM1
33,6,10,11,12,23,11,37,36,48,24,28,15,8,2,37,SCAF4
26,5,0,19,9,2,4,5,5,8,1,14,10,2,8,4,RPGR
2,0,0,2,12,0,0,32,20,12,8,12,4,8,0,8,CDK20
16,5,7,8,5,9,8,2,4,5,6,2,10,1,11,6,PCGF6
1,0,2,1,0,3,6,9,6,10,0,3,0,1,0,0,ANKRD9
0,1,0,0,0,0,0,1,3,0,0,1,0,0,0,1,SFR1
3,7,0,1,4,13,8,8,5,11,17,3,4,19,0,4,SFXN2
95,35,54,424,51,65,65,72,112,106,158,148,73,66,64,73,ATP5MPL
0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,FGF18
148,69,33,674,92,102,102,110,152,104,135,206,59,73,66,69,UQCRB
55,6,27,38,3,8,14,17,37,18,15,26,5,3,12,11,MTERF3
192,148,49,226,69,167,121,182,315,243,162,258,104,112,69,124,PTDSS1
264,104,83,448,126,178,168,155,227,161,172,286,116,97,195,138,RPL30
0,0,0,1,1,1,0,0,0,0,0,11,2,0,1,0,FAM122C
0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,SUPV3L1
99,46,0,18,70,89,91,120,102,98,98,64,42,42,30,26,FAM122B
134,179,42,151,225,192,304,283,443,287,120,257,229,187,204,147,EEF1A1
23,23,3,22,18,41,20,45,45,51,41,61,32,6,7,28,FBXO43
8,6,0,8,0,8,0,4,8,4,0,18,2,8,2,6,HK1
2,2,0,0,0,0,12,3,4,2,6,4,0,0,2,2,TYSND1
95,75,21,45,72,144,71,136,184,100,105,122,58,40,62,23,PHF6
0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,CD109
10,22,0,14,16,30,26,22,6,16,18,46,10,22,4,24,UBE2L6
79,80,26,144,18,86,58,87,124,158,69,127,33,86,26,73,ZDHHC5
20,26,10,57,18,37,27,19,48,20,13,51,20,9,15,19,MED19
107,111,29,125,43,105,65,92,167,142,114,197,47,48,42,31,ZFAND3
22,46,16,19,13,35,12,22,55,19,21,30,12,16,7,4,NPTN
45,20,0,48,27,22,72,49,45,19,22,43,38,6,26,32,KAT6B
35,41,0,14,14,29,28,36,54,32,4,18,33,16,17,16,SAMD8
361,308,81,390,247,426,225,396,397,461,319,460,245,250,217,226,RAB11FIP1
6,2,14,16,0,6,0,16,16,16,6,10,4,12,12,2,UTP14A
31,23,0,18,43,41,42,38,44,55,30,35,35,28,24,34,AIFM1
0,2,1,0,0,2,0,2,0,0,0,0,0,0,2,0,MAPK13
172,104,70,77,108,152,75,140,204,197,186,326,97,39,39,104,BAG4
0,24,0,20,8,48,36,36,48,48,32,116,28,36,32,48,MS4A1
36,15,1,30,13,45,32,42,48,47,31,46,69,8,23,38,TBC1D31
82,8,0,23,40,61,58,59,45,36,36,73,14,13,31,27,WDYHV1
1140,616,469,670,562,770,603,688,1245,971,907,1177,451,248,432,404,ATAD2
18,13,5,12,1,18,2,24,33,15,30,18,12,4,10,6,FBXO32
25,2,0,23,1,10,2,10,21,20,6,7,2,9,0,6,NSMCE2
43,63,25,48,34,64,43,77,66,106,53,111,48,31,35,35,ZNF689
2,2,0,4,0,6,6,2,2,0,8,2,2,0,2,6,PRR14
48,172,9,166,40,144,64,185,151,198,73,280,126,137,84,96,FBRS
1,0,0,0,1,4,0,1,0,2,0,1,0,0,1,0,FRRS1
7,13,0,32,1,26,8,22,19,37,20,19,21,14,7,11,PHKG2
51,53,0,26,45,51,49,56,90,79,49,71,35,17,38,31,MFSD14A
35,12,0,9,5,20,28,19,31,24,22,38,16,2,7,4,SASS6
1,0,8,1,0,3,0,1,1,2,7,11,0,0,2,0,MALSU1
23,32,0,56,8,78,93,83,46,61,12,44,68,76,39,12,VPS8
68,18,13,40,55,33,8,41,63,27,18,25,13,19,18,10,GALK2
95,164,14,137,63,175,110,163,163,272,125,280,99,116,81,94,B3GNT7
25,18,0,15,23,20,3,12,32,22,9,23,16,11,4,11,MPV17L
55,30,34,63,41,39,74,54,89,76,64,77,22,19,12,35,BUB1B
2,4,0,5,0,6,13,16,5,20,2,3,7,10,5,6,PDE6D
2174,1181,414,1495,1650,2110,2188,2029,2652,2345,2001,2715,1570,809,1623,1406,EIF4A2
54,99,80,50,8,124,39,117,148,223,43,251,56,77,27,82,BRPF1
18,15,0,54,7,14,12,19,19,32,18,28,13,12,13,12,RPUSD3
24,56,0,78,36,55,38,49,56,101,20,93,42,52,26,39,TATDN2
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,GHRL
61,20,0,11,23,53,15,29,32,36,19,40,0,20,12,18,SEC13
20,61,0,30,36,24,58,55,85,37,104,81,64,18,7,38,EXOG
10,4,0,10,4,0,6,3,24,6,16,12,3,6,1,0,NTAN1
0,0,0,5,0,0,0,1,3,0,0,0,0,3,0,0,NMNAT2
0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ZFYVE9
7,9,0,0,0,13,2,2,11,7,0,6,0,7,5,6,ATP2B2
156,95,48,84,81,157,108,176,196,230,137,130,92,67,57,65,SMG1
1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,FCHO2
65,17,39,32,33,29,39,53,59,69,34,60,46,13,24,27,ODR4
141,164,31,211,52,243,126,186,202,229,196,270,79,99,124,86,CPT2
54,45,0,53,23,80,38,88,36,68,81,60,68,45,36,35,NECAP2
124,97,33,116,66,110,125,179,159,189,119,130,113,95,41,79,LRP8
105,62,24,46,25,49,71,59,86,89,46,112,45,32,32,35,PAXIP1
17,16,0,60,63,31,19,36,38,22,48,27,34,14,22,19,SSBP3
112,61,22,52,53,92,119,105,179,148,84,100,66,34,74,62,CLDN12
65,143,10,90,14,123,69,135,120,231,48,259,47,106,47,97,MMP14
29,12,0,18,11,19,11,17,19,20,17,31,9,11,9,7,FZD1
25,15,20,7,16,29,55,36,37,30,26,42,9,15,6,25,GATAD1
