GENE,DMSO_3h,VHL_3h,DMSO_6h,VHL_6h
NMRAL2P,44.75,30.75,70.5,72.25
AC098591.2,303.0,224.25,394.75,291.75
LRIT3,4.75,3.25,2.5,2.5
MSANTD1,2.25,3.0,0.25,0.0
HSD17B13,12.75,5.75,11.75,7.75
ZNF879,22.0,15.5,23.5,19.75
FAM174A,83.5,45.5,79.75,49.0
MTX3,953.25,576.5,728.0,450.25
RSPH4A,6.25,3.5,4.0,2.0
ECT2L,13.5,8.5,7.75,7.75
EYS,10.5,7.75,3.5,1.75
ZNF391,104.5,69.75,87.0,64.0
MACC1,4.25,4.75,4.75,12.5
FAM71F2,50.0,24.0,20.5,14.0
KIF24,451.5,333.25,428.75,276.25
CAVIN4,5.75,2.5,7.75,5.75
ZNF81,332.0,191.5,171.75,125.25
LANCL3,13.5,10.75,9.25,4.75
SOWAHD,88.5,74.25,96.75,61.0
RAB41,10.5,5.25,6.25,6.0
SNORD64,10.0,12.75,2.25,3.25
CATSPER3,2.5,2.0,1.0,2.0
SLC35B2,1051.75,646.25,831.75,608.5
SERINC2,19.0,8.5,44.75,43.5
NME9,36.75,27.25,32.75,18.5
C6orf52,10.5,4.5,5.25,4.5
GATD1,1833.5,1116.0,1127.25,843.0
ANKDD1A,227.5,156.75,93.0,107.0
ACSM2B,0.0,0.25,3.25,0.25
CTU2,95.0,66.75,109.75,99.25
SKA2,7092.25,4562.75,4295.25,2925.5
MCRIP1,313.25,232.75,186.75,149.75
ZNF530,145.25,78.0,106.0,59.5
GEN1,2157.0,1430.25,1784.0,1277.25
348738,120.75,68.5,41.25,39.0
FTCDNL1,118.25,106.5,119.0,97.25
WDR53,14.75,6.25,9.25,4.5
LNP1,15.25,10.75,9.25,8.0
CFAP100,1.75,0.75,1.0,1.0
ANKRD18DP,1376.75,950.5,547.0,443.75
FAM86EP,132.75,95.75,124.5,113.0
NUP43,4046.0,2751.5,3263.75,2490.5
ZNF713,30.25,14.0,22.25,18.75
DPY19L2P2,255.0,190.0,178.25,109.5
NMNAT3,17.75,17.75,14.0,11.5
PLET1,3.25,1.5,2.25,0.75
RTN4RL2,79.75,47.5,68.0,54.5
DNAAF3,22.25,12.5,15.5,6.75
CASTOR3,264.5,165.5,179.25,120.75
ZNF429,12.0,7.5,10.0,6.25
RILPL1,27.75,20.0,27.25,20.5
TBC1D26,3.0,3.0,6.5,2.0
ZACN,202.75,136.25,172.25,125.75
SLCO4C1,197.0,130.75,65.0,58.75
ZNF445,1338.75,786.75,1329.0,838.25
ANKRD37,41.0,41.0,28.75,26.0
ZNF233,7.75,5.25,10.75,7.5
TICAM2,55.25,39.75,70.75,64.25
BMP8A,86.75,58.25,54.0,39.75
LILRA5,9.5,4.0,2.75,1.75
359821,107.0,58.75,79.0,53.0
RFLNB,15991.75,10082.25,9506.5,6126.5
IRF2BP2,13647.75,18162.75,15330.25,23961.0
ZBTB41,579.0,386.5,417.5,276.25
FKBP9P1,6.0,3.0,3.25,3.25
CYCSP52,2.0,0.5,0.75,0.75
TMPRSS9,49.75,31.5,35.75,32.75
PRAC2,13.25,8.5,5.75,4.75
GSTK1,646.25,443.5,502.25,392.75
USP50,98.5,70.5,93.5,78.25
DND1,377.75,267.5,362.25,325.25
CDRT1,5.5,4.75,7.0,6.25
NDUFS7,198.25,170.0,213.75,186.25
NHLRC2,315.0,141.75,172.25,107.25
GALNT18,18.75,12.0,20.0,13.25
NCR3LG1,3923.0,2577.75,1153.0,927.75
FAM111B,1125.75,809.25,1029.25,635.5
TMEM179B,446.0,317.25,384.75,323.25
TBC1D10C,69.5,47.75,22.75,16.5
DNAJB13,6.25,3.25,1.5,0.5
AC010186.2,485.25,381.25,218.25,125.25
TEX9,5.25,6.75,2.25,4.25
374650,29.5,17.5,16.0,8.5
KIF7,16.75,13.25,13.75,12.5
ZNF710,534.0,296.0,400.25,291.75
HDDC3,687.5,557.5,693.25,542.75
EFCAB5,2.5,1.0,4.25,0.75
LRRC37A3,8.0,3.75,8.5,4.25
ATP9B,105.5,61.75,84.75,72.0
PEAK3,123.0,59.0,107.0,78.0
HSD11B1L,54.5,39.25,42.25,44.5
ZNF699,98.5,47.25,84.25,35.25
TMEM205,82.75,68.25,67.25,46.5
YJEFN3,11.0,6.25,3.25,6.5
ZNF829,9.5,7.25,24.75,16.5
ZNF568,3.25,0.5,12.5,12.0
B3GNT8,34.25,17.5,18.5,12.75
ZSWIM9,143.75,62.5,89.25,61.5
ZNF773,464.25,231.25,452.75,265.75
SVBP,246.0,187.75,157.75,138.5
MIGA1,283.25,173.5,258.5,153.75
NEXN-AS1,6.0,3.0,3.75,4.5
SFT2D2,172.5,108.5,77.75,56.0
MIA3,637.0,388.5,519.75,457.75
FAM89A,327.0,198.25,295.5,234.5
375133,184.75,122.25,158.25,109.75
PFN4,12.0,4.25,6.75,4.0
FAM228B,58.75,35.25,27.5,25.75
ANKRD36,7.0,3.5,3.25,2.0
375260,350.5,200.75,226.25,167.25
RBM43,71.75,68.5,56.0,60.75
CERKL,1630.5,1332.75,1061.0,757.75
RBM44,3.25,2.25,3.0,5.5
LHFPL4,11.0,5.25,2.0,1.5
C3orf62,239.75,128.0,111.75,106.25
STIMATE,1218.25,761.75,1116.25,886.0
NRROS,612.0,388.0,394.5,234.25
C5orf34,9.5,1.5,4.25,2.75
MAST4,12.5,12.75,10.5,6.5
SIMC1,109.75,64.25,108.0,82.5
375513,151.5,88.5,122.25,87.75
TRIM73,3.25,3.75,1.0,1.75
SLC26A5,4.75,2.5,2.5,1.75
LHFPL3,4.5,3.5,0.25,1.0
KCP,4.5,5.0,6.5,9.0
WASH5P,36.0,17.5,16.25,18.25
ENHO,28.25,14.75,17.5,9.5
PTAR1,1628.0,1106.5,997.5,726.5
ERCC6L2,504.75,336.25,456.5,318.75
SWI5,145.0,113.75,153.25,127.5
PNPLA7,8.0,6.25,5.75,3.5
AGRN,1465.0,900.5,1393.25,1132.75
CYSRT1,7.75,4.5,1.75,2.25
RAB15,45.75,25.25,25.75,17.75
RNF126P1,157.75,116.0,97.0,69.75
SLC27A1,538.5,324.0,256.75,205.25
ZC3H6,229.5,167.0,145.75,96.0
CA13,132.75,70.75,77.0,26.0
ENTPD8,1.25,0.5,0.5,0.75
STAG3L3,5.0,2.75,1.25,0.5
RN7SL2,70.5,29.75,75.5,59.5
CENPS,359.25,277.75,375.75,305.75
LINC-PINT,149.25,140.75,91.5,98.75
MALAT1,82849.5,58439.75,63186.25,76913.25
379013,1361.25,1145.5,1110.0,762.75
PSMA3-AS1,3022.5,2205.5,2319.75,1686.75
386593,1546.0,1117.5,1546.25,1353.75
GRASLND,11.25,5.75,7.0,4.5
SAP30L-AS1,56.5,33.75,38.0,25.75
AMIGO3,197.75,108.25,66.0,68.75
ZNF582-AS1,82.25,51.75,59.5,48.0
ZKSCAN4,177.75,87.25,169.75,93.5
GUSBP2,38.5,27.5,28.25,22.5
387066,828.25,605.75,630.5,530.75
SUMO4,3.75,0.5,4.0,0.5
CENPW,230.25,158.75,258.25,204.25
SOGA3,42.25,25.0,26.75,17.5
CEP85L,30.25,20.0,37.0,20.5
387254,101.25,61.75,39.5,32.75
C6orf120,8620.25,6441.25,6521.25,5126.5
NSUN4,905.5,596.0,807.25,669.75
RASL11A,7.5,2.5,9.5,6.75
GPR153,206.75,113.25,210.25,134.75
PEDS1,1180.5,755.75,1166.5,885.25
PEDS1-UBE2V1,6745.25,4921.0,5351.5,4522.75
387628,2.0,1.5,0.5,0.5
387646,73.5,57.25,45.5,33.25
WASHC2A,208.5,157.75,262.0,220.25
CC2D2B,3.25,0.75,1.25,1.25
ENO4,6.0,3.75,2.0,2.5
C10orf143,41.5,29.25,31.5,23.75
IFITM5,6.5,2.0,0.25,0.5
GVINP1,273.75,205.5,112.25,112.5
C11orf96,11.75,4.25,7.25,5.0
LIPT2,23.5,15.75,32.0,20.75
RPL13AP20,761.0,574.0,656.25,525.75
C12orf75,4828.5,4184.0,3834.75,2685.5
CFAP73,644.25,399.5,652.75,532.75
TMEM233,113.0,63.0,91.5,59.25
KMT5A,1474.0,1003.75,1159.5,876.5
C1QTNF9B,3.0,3.75,5.0,2.75
NHLRC3,183.75,131.75,142.75,92.75
TOMM20L,35.5,27.25,34.25,30.25
CCDC9B,21.25,14.5,14.0,14.5
TNFAIP8L3,144.5,111.5,128.0,92.5
388152,21.5,10.75,13.25,8.0
UBE2Q2P1,76.75,45.75,36.0,28.25
388182,19.25,10.75,20.25,9.75
SBK1,281.0,187.5,173.0,128.75
C16orf87,377.75,244.75,380.25,220.5
C16orf86,5.0,7.25,1.75,2.25
INCA1,12.25,6.0,5.75,5.0
SCIMP,1312.5,978.75,437.5,486.5
C17orf100,19.25,20.0,30.75,19.0
TMEM220,71.25,48.25,32.5,27.25
LRRC75A,99.75,68.5,88.25,100.75
CCDC103,34.25,20.0,25.25,28.75
YPEL2,85.0,62.5,102.75,48.5
388436,18.25,10.5,9.25,11.0
388499,148.5,95.0,137.25,95.5
CLEC17A,3.0,0.75,4.75,1.25
RGS9BP,155.0,103.0,66.5,46.0
ZNF790,18.25,9.75,12.75,10.0
CEACAM22P,4.25,2.25,0.5,0.75
BLOC1S3,561.75,308.5,508.0,312.25
BHMG1,6.25,4.25,0.75,2.75
ZNF888,100.75,51.75,83.0,58.0
ZNF761,0.25,0.0,14.5,12.0
TMEM238,15.5,14.25,14.75,12.25
ZNF749,191.25,131.0,154.25,115.75
ZNF324B,174.5,97.5,170.25,117.75
RPL23AP87,8.25,6.0,8.0,5.0
RNF207,55.5,48.5,67.75,69.5
TRNP1,89.5,56.75,69.25,56.25
C1orf146,3.25,1.0,2.75,0.75
DIPK1A,155.75,75.25,60.75,30.25
NOTCH2NLA,36.0,25.5,15.75,11.25
388685,460.75,342.25,340.0,240.75
LYSMD1,137.5,58.5,86.75,57.5
C1orf189,2.25,0.5,1.25,0.75
C1orf53,6.0,4.5,6.25,4.25
TMEM81,23.25,11.75,31.25,17.5
COA6,398.5,224.75,322.0,266.0
388780,1.0,0.25,0.0,2.0
SNHG17,669.25,393.0,485.5,356.0
LRRC75B,3.25,2.0,0.75,0.25
388906,5.5,2.5,4.0,3.5
BOLA3,228.75,185.25,266.0,237.75
C2orf81,22.25,19.25,17.25,14.25
C2orf68,1026.5,740.5,802.5,546.75
PLEKHM3,562.0,315.0,457.0,228.25
C2orf80,1.25,2.75,1.75,1.0
INKA1,7.0,3.5,4.25,3.75
MUSTN1,16.75,8.0,18.75,12.25
LEKR1,5.75,5.75,4.75,2.25
TMEM212,2.0,3.0,1.0,0.75
SMIM20,674.5,582.0,595.5,466.5
389247,20.25,11.25,17.75,15.75
ANXA2R,29.75,21.25,17.5,12.75
PROB1,9.0,3.75,4.25,4.25
PSMG4,82.0,59.25,73.0,47.25
LIN28B,126.5,89.75,54.25,31.0
389458,23.75,18.0,17.0,8.25
GTF2IRD2B,16.5,12.25,22.0,15.75
389538,589.25,411.0,463.75,352.5
LAMTOR4,499.5,436.75,536.5,469.5
XKR5,6.75,2.75,0.5,0.0
AC100861.1,340.0,236.5,281.75,199.5
NUGGC,1.5,0.5,1.75,2.0
ALKAL1,2.75,1.75,8.5,1.75
RBM12B,602.75,328.75,368.25,246.0
MAFA,7.5,5.25,7.75,11.75
GLIDR,24.25,20.75,22.25,11.5
C9orf153,3.25,2.75,5.75,2.0
389791,3.5,2.75,2.0,1.25
IER5L,19.75,18.0,25.5,22.5
AJM1,121.75,72.75,64.75,51.5
LRRC26,12.25,11.5,15.25,14.0
MG910336.1,183.75,115.25,152.0,99.25
389834,6.0,5.0,7.75,4.25
MAP3K15,357.25,259.25,233.0,205.75
USP27X,36.5,21.25,16.25,16.5
UBE2NL,40.5,31.5,34.75,26.25
389906,419.25,270.5,302.75,195.0
C1QL3,140.0,93.5,61.0,50.0
LRRC10B,5.75,3.0,2.75,1.75
390213,2.25,1.0,0.5,1.5
GOLGA8EP,6.75,4.25,3.5,1.5
UBAP1L,2.5,1.0,1.0,1.25
SKOR1,8.75,4.5,6.5,7.25
ANKRD34C,75.0,52.0,11.0,10.75
PABPN1L,3.25,2.25,2.25,1.0
ONECUT3,6.75,6.0,3.75,2.5
NUDT19,1541.75,976.5,1403.25,1080.75
ZNF793,5.0,1.75,6.5,2.5
ZNF805,399.5,149.5,318.75,172.25
PLA2G2C,15.0,11.5,8.25,4.75
FRRS1,28.0,16.25,11.0,6.0
391257,181.5,134.5,104.5,84.75
PTRHD1,288.25,238.25,268.5,195.25
FAM221B,3.0,1.25,0.5,0.25
NHSL2,2762.5,1876.25,2131.0,1695.0
ELFN1,23.5,12.75,18.5,14.0
SPRED3,26.0,9.25,4.75,6.0
TMEM200B,483.5,346.0,421.5,360.75
SLC25A35,845.0,575.25,705.25,517.5
MEX3D,1012.75,530.25,609.75,420.0
FAM102A,207.5,145.25,220.25,165.5
ZNF321P,199.5,133.25,124.75,85.5
MYO18A,400.25,276.25,324.25,324.5
MIR1915HG,27.25,14.25,4.25,3.75
BMS1P1,15.0,10.0,10.25,5.5
EEF1AKMT2,774.5,618.25,634.75,496.75
EDRF1-DT,101.0,77.5,96.5,72.75
LINC01164,3.5,1.5,3.25,1.25
399833,4.25,1.0,1.75,1.0
PCNX3,284.5,178.0,207.75,189.75
PATE2,7.0,4.25,2.75,1.75
PATE4,2.75,1.25,0.25,1.0
399972,120.0,98.0,110.25,100.75
SNX19,1530.75,1108.75,1330.25,999.5
CLEC12A-AS1,8.5,7.0,4.5,2.0
400027,1175.5,863.0,667.25,431.5
400058,234.75,161.75,207.0,133.0
C12orf76,156.5,117.75,159.25,105.5
400110,11.25,6.0,2.0,1.0
ATP11AUN,2.5,2.0,3.25,1.75
FOXN3-AS1,42.75,39.5,25.75,21.75
DICER1-AS1,22.75,16.5,15.0,11.25
400322,1114.5,745.0,1378.25,1037.0
400410,91.75,61.75,82.0,53.0
FAM174B,5.0,2.25,4.75,1.75
KNOP1,435.25,288.5,467.5,366.75
AC009060.1,181.5,138.25,106.25,70.25
C17orf97,13.25,10.75,23.5,14.5
MED11,220.25,150.75,241.25,172.25
LINC02076,4.0,1.75,1.5,0.75
TOB1-AS1,17.25,11.25,17.0,8.75
LINC00511,6.0,5.25,8.25,5.75
LINC01973,0.75,1.25,2.25,1.25
TEX19,219.25,120.5,240.75,222.25
400657,385.25,279.75,372.0,271.25
ZNF516-DT,21.75,14.25,12.75,6.5
PRSS57,1354.75,923.25,1103.75,914.25
VMAC,215.0,148.5,169.0,114.25
AC007773.1,9.75,8.5,9.75,5.75
AC010624.1,6.0,2.75,3.5,2.5
ZNF772,279.25,172.75,299.5,179.0
FAM87B,3.0,3.0,2.0,0.75
LRRC8C-DT,100.5,75.25,38.5,25.75
C1orf220,1.0,1.5,1.5,0.75
NBPF9,39.0,29.75,32.0,27.75
C20orf202,3.75,2.25,3.5,2.75
LINC01721,4.25,1.75,1.5,0.5
CHCHD10,416.25,263.25,409.5,283.0
400927,27.75,19.75,12.5,8.5
MIRLET7BHG,165.0,77.5,75.25,52.5
LINC01376,3.5,1.0,1.0,0.5
C2orf91,4.0,3.0,1.25,0.25
EML6,3.5,4.5,6.0,6.0
400955,1340.75,968.5,1036.5,747.75
LINC02245,8.75,5.25,0.75,2.0
PCBP1-AS1,156.75,124.75,82.25,58.5
PAIP2B,32.5,25.5,23.75,10.75
RGPD1,11.25,10.0,10.75,6.0
ANKRD36C,3.75,2.75,1.75,2.0
400999,15.25,9.25,12.25,8.25
401010,654.5,405.25,634.25,473.5
TEX41,7.25,6.75,4.25,4.75
401052,175.5,111.75,150.75,115.5
MBNL1-AS1,1744.25,1148.0,1054.0,816.25
C3orf80,805.25,547.5,543.5,462.0
LINC00885,3.25,4.0,3.5,4.0
C4orf48,58.5,47.5,75.5,72.25
401149,49.75,35.0,31.5,20.0
C4orf3,2638.5,1770.25,1352.0,1096.0
C5orf63,0.25,0.5,4.5,2.0
401233,159.25,90.0,126.75,115.0
401242,1.25,2.0,0.75,1.5
LINC00243,3.0,1.5,2.5,3.75
MCCD1,11.0,11.5,15.0,14.0
SAPCD1,201.25,135.0,107.5,87.0
RAB44,290.25,178.5,327.75,215.75
401260,6.0,4.5,4.0,2.25
TRAM2-AS1,129.75,106.0,92.75,63.25
LINC00242,2.75,4.0,2.5,2.25
401320,350.5,237.75,232.25,178.0
401331,151.0,109.25,122.25,104.75
SMIM30,2321.0,1893.5,1762.5,1537.0
POT1-AS1,7.5,9.75,15.25,6.75
PRRT4,32.5,30.25,34.25,32.0
ATP6V0E2-AS1,4.5,2.5,2.0,2.0
RBIS,3124.5,2405.0,3020.75,2428.0
SAMD12,3.25,2.75,17.75,19.0
VLDLR-AS1,219.5,194.0,70.75,54.5
HACD4,751.0,564.0,346.75,286.5
TMEM215,2.25,1.75,3.0,0.75
TOMM5,2706.5,2026.75,2846.0,2242.5
401509,18.0,9.25,18.75,9.25
CENPP,356.75,241.0,317.75,223.5
C9orf152,2.0,2.25,1.5,1.0
SNX30,1795.0,1105.25,1033.25,514.0
WDR38,68.5,56.5,65.5,70.5
GPRACR,12.5,4.5,6.75,6.25
401561,34.75,20.5,11.75,9.25
C9orf139,196.75,85.5,94.75,55.25
FAM166A,1228.5,802.5,1409.25,984.5
CD99P1,152.75,118.0,98.75,75.5
401585,12.75,4.0,10.5,5.25
401588,143.5,85.75,98.5,66.75
SLC25A53,2.0,1.75,4.25,2.75
GOLGA7B,78.0,48.75,49.25,44.25
LDLRAD2,723.5,433.25,408.5,364.5
SRRD,215.0,156.75,233.5,192.25
402176,12.0,11.5,16.25,13.0
C7orf61,7.5,4.0,3.25,3.25
IGLON5,10.0,6.75,7.5,6.25
UFSP1,6.0,5.5,6.0,5.0
IFITM10,27.0,13.75,14.0,13.0
PLPP6,395.0,231.5,357.5,252.5
CIBAR1P2,49.25,49.0,57.5,41.5
403323,4.75,1.75,3.0,0.75
403340,127.25,84.5,73.5,51.5
ZBTB34,541.0,301.75,522.75,252.75
HAPLN4,110.5,75.5,59.75,25.25
CUEDC1,21.0,18.5,25.0,21.75
CTXN1,69.5,47.5,51.0,57.75
C6orf201,29.0,19.0,19.5,16.0
HOXB-AS3,10.0,4.0,6.0,3.0
YY2,85.0,57.0,48.25,46.25
C16orf74,362.75,285.75,251.75,155.75
DENND10,1336.5,1302.75,1408.25,1250.75
CACTIN-AS1,543.75,324.75,401.0,274.25
GTF2H5,386.5,298.75,381.5,330.25
ANKHD1-EIF4EBP3,432.0,322.75,259.25,237.5
MIRLET7B,10.0,2.75,2.75,2.25
MIRLET7D,13.0,4.0,9.75,2.25
MIR106B,2.0,2.25,2.0,1.5
MIR124-1,6.25,5.0,5.0,1.25
MIR130B,4.75,2.0,1.25,0.75
MIR135A1,3.25,3.5,2.5,3.25
MIR142,49.25,22.25,24.75,14.5
MIR155,28.25,34.0,25.0,27.25
MIR181B1,18.75,11.25,9.0,5.0
MIR186,10.25,2.75,2.5,3.0
MIR191,6.0,4.0,3.25,1.75
MIR197,2.5,1.75,1.25,0.5
MIR198,3.25,0.75,1.25,0.25
MIR199A1,3.5,0.0,1.0,0.25
MIR181A1,2.75,0.25,0.0,1.25
MIR22,3.25,3.75,1.25,0.5
MIR221,16.75,8.75,8.75,2.75
MIR223,51.75,34.25,30.5,17.25
MIR24-2,2.5,0.75,1.0,1.0
MIR25,17.5,11.0,35.25,15.0
MIR29C,1.0,0.5,2.25,0.0
MIR302A,2.0,0.5,1.5,1.0
MIR7-1,5.75,1.5,5.25,5.25
MIR92A1,5.5,1.25,3.5,1.5
MIR93,6.25,1.75,3.25,1.5
TNFSF12-TNFSF13,1589.25,1077.5,1492.5,1152.5
NOMO3,70.25,42.75,80.0,67.25
TBC1D3C,18.25,15.75,16.0,13.75
ACBD7,51.75,39.25,25.25,14.25
C10orf105,15.0,10.5,2.25,5.25
AGAP6,74.0,49.0,76.25,57.0
CELF2-AS1,25.75,13.75,12.0,6.0
ZNF32-AS1,83.0,65.5,107.25,90.0
ZNF32-AS2,43.5,26.5,36.75,25.0
AGAP12P,24.25,18.75,18.25,15.0
C10orf55,126.75,104.5,104.75,70.75
414241,31.5,19.75,19.0,13.25
DNAJC9-AS1,139.25,91.0,140.0,88.75
IDNK,15.5,11.0,5.75,6.0
HCG25,468.0,355.5,382.5,302.25
HCG18,2340.5,1625.25,1675.0,1305.0
HCG17,7.5,6.25,7.75,5.25
DENND6B,36.75,22.75,16.5,12.0
C8orf82,931.0,639.5,756.25,580.5
PIM3,925.5,587.75,853.25,558.0
432369,1512.5,1190.25,1810.0,1719.0
MXRA7,764.5,592.0,684.0,598.25
THAP7-AS1,84.0,63.25,76.0,53.5
TMEM41B,1286.5,815.0,807.0,747.5
LINC02709,36.75,29.25,36.25,24.25
440044,48.0,24.5,17.5,9.75
IQSEC3,290.0,185.0,81.5,73.25
440078,12.75,6.25,4.0,3.0
440081,990.75,619.25,750.75,543.75
H3-5,57.25,26.75,36.5,17.75
440101,6.25,4.5,2.25,2.25
TMEM198B,765.25,483.0,389.25,311.25
ALG11,662.25,404.25,551.75,422.25
MZT1,1047.75,692.5,842.0,558.25
CCDC88C,403.5,307.0,280.5,228.25
HERC2P9,386.0,251.75,439.25,319.5
GOLGA8B,777.5,545.25,461.25,411.0
EIF2AK4,409.25,311.0,360.25,343.5
CATSPER2P1,13.0,13.75,6.75,4.0
UBL7-AS1,392.75,317.5,320.25,204.5
GOLGA6L9,125.25,104.5,100.5,74.75
440299,2.25,1.5,1.25,0.75
440311,5297.25,3452.75,3314.0,2677.25
NPIPB4,57.5,26.25,18.25,23.5
440354,210.0,140.25,148.5,107.0
CDIPTOSP,1.75,1.5,2.25,1.5
440359,1633.75,1281.25,1275.75,1072.5
RNASEK,902.0,615.25,783.25,635.75
CCDC144NL-AS1,215.5,179.5,252.75,193.0
440434,99.5,79.25,76.25,59.75
GPR179,3.0,2.0,1.25,1.5
440456,209.75,130.0,101.75,79.25
BAIAP2-DT,662.25,410.5,368.25,309.5
HSBP1L1,13.5,11.0,9.5,4.75
PLIN5,4.75,3.0,3.0,2.5
ZNF506,623.75,401.5,324.0,189.75
AC092329.3,22.5,9.0,5.5,3.25
UQCRHL,841.75,670.25,864.75,821.25
MICOS10,599.5,385.0,564.25,457.5
SLC2A1-AS1,3.75,4.0,4.75,3.0
RBM15-AS1,33.0,26.5,23.0,17.75
BCL2L15,31.0,15.25,15.0,10.5
H2BC18,8.5,6.5,7.25,5.0
AL451074.1,4.5,2.25,0.75,1.25
RHEX,2.0,3.5,23.25,23.0
TRIM67,5.5,5.5,2.5,2.0
RIMBP3B,7.0,6.0,13.0,8.25
MIAT,39.0,22.25,32.5,20.75
ODF3B,28.0,22.0,31.0,44.0
THUMPD3-AS1,908.0,606.5,743.25,540.25
EIF1B-AS1,34.5,29.75,38.0,35.25
SMIM4,205.25,132.5,143.25,113.75
MTHFD2L,34.25,25.5,33.25,49.5
TMEM150C,3.0,1.5,2.0,0.75
441089,624.25,453.5,793.25,609.25
441108,8.0,4.25,4.5,3.0
441124,125.75,98.25,118.25,84.0
C6orf226,53.5,34.25,30.25,24.5
TMEM151B,3.0,2.5,1.75,0.0
441155,31.25,21.5,27.25,16.25
CALHM6,7.0,4.75,3.75,3.75
RP9P,231.25,147.75,156.75,142.5
AC073107.1,112.5,71.0,90.25,64.5
TYW1B,168.5,92.0,188.0,151.75
SPDYE7P,5.5,4.0,3.0,2.75
DTX2P1-UPK3BP1-PMS2P11,89.5,57.0,57.25,35.25
SPDYE3,165.0,108.5,85.5,63.75
SPDYE2,63.25,41.25,26.5,24.25
441307,60.0,36.75,37.0,19.0
441374,3.75,1.5,0.75,0.75
AARD,19.75,13.0,3.5,3.5
LRRC24,50.0,29.25,26.5,20.0
441425,4.75,4.0,4.5,2.0
441430,3.25,2.25,3.0,0.75
441432,3.25,2.5,1.0,0.75
NUTM2G,31.5,11.5,11.0,5.5
NRARP,1431.5,821.75,938.0,653.0
PGAM4,45.0,26.0,32.25,22.5
CDNF,15.5,11.25,8.25,6.5
TSPAN11,1.5,1.0,0.25,0.0
441687,7.5,5.75,3.0,1.5
441733,523.25,291.25,342.0,246.5
WBP11P1,600.0,414.25,440.25,279.25
ZFAS1,6336.75,5188.0,4678.25,4267.0
442245,29.0,31.75,15.0,9.5
442454,3016.5,2414.75,3459.25,3123.25
442459,35.5,15.75,20.5,13.25
DPY19L2P3,11.25,7.5,3.25,2.5
442578,829.0,444.75,396.25,254.75
442582,1142.5,658.75,596.25,387.5
SPDYE5,56.5,31.5,22.75,14.75
EIF3IP1,198.5,164.75,271.25,239.5
MIR302B,3.0,1.0,2.5,0.25
MIR302D,2.5,0.0,1.25,1.75
MIR324,14.75,12.25,20.0,13.25
MIR328,1.0,1.75,0.5,0.75
MIR367,4.25,1.0,2.5,2.5
MIR196B,45.5,27.75,24.5,19.25
SULT1A4,83.75,50.25,69.75,59.0
TRGC1,1633.0,1534.5,1944.75,1774.5
TRIM6-TRIM34,80.5,60.75,52.5,30.0
CBWD3,42.5,25.0,38.5,24.75
PALM2AKAP2,5978.0,4945.0,4093.75,3314.75
GGNBP1,1.25,2.25,0.75,0.5
LRRC37A2,10.25,5.5,10.75,8.75
SPIN2B,20.75,7.75,13.5,9.25
GIMAP6,103.75,60.75,65.5,31.75
F8A3,68.0,45.5,61.0,51.75
492303,72.75,58.25,78.0,52.75
IGIP,4.75,3.5,7.25,7.5
COA5,541.0,403.0,552.75,374.75
493754,1472.25,1095.25,1049.75,878.5
CISD2,1331.75,923.75,1105.75,990.75
CCDC73,2640.25,2320.5,2592.75,2445.75
EID3,2.0,0.0,1.25,0.75
TMEM9B-AS1,47.75,30.5,17.0,12.25
PHOSPHO2,8.5,7.25,6.25,2.75
RBMXL1,972.5,753.5,785.5,551.0
494127,134.0,92.0,95.75,50.75
CHAC2,172.25,130.0,163.0,134.0
MIR423,6.25,2.75,2.0,2.5
MIR425,5.0,1.0,1.5,1.0
PJVK,1.75,1.0,1.25,1.0
TYMSOS,351.75,312.75,270.75,161.0
TIFAB,131.25,137.25,132.5,304.25
BDNF-AS,92.0,69.25,72.25,50.25
C18orf32,1070.75,779.5,918.5,701.25
A1BG-AS1,32.25,22.5,28.25,24.75
SPRN,126.0,72.5,101.0,78.75
RGMB-AS1,2.0,0.5,0.0,0.5
503640,9.5,4.5,3.25,3.0
503645,18.25,8.5,9.25,8.25
LOH12CR2,21.5,18.75,12.0,13.0
MIR4435-2HG,1218.0,996.25,1291.0,1112.25
541473,180.5,96.0,79.25,46.25
C8orf58,167.5,101.0,114.25,83.75
EOLA2,168.5,129.5,147.75,102.25
SLX1A,213.0,153.5,165.75,159.25
POLR2J3,530.5,340.0,399.5,316.5
DNAJC25,162.25,121.0,148.75,132.5
550112,454.25,296.75,324.0,222.0
CCDC157,31.0,24.75,19.5,21.75
ATXN7L3B,3988.25,2482.0,2806.75,1850.5
DNAJC25-GNG10,409.0,324.75,288.25,260.75
BOLA2B,1160.0,898.5,1390.5,1185.75
MIR3936HG,5.5,4.25,13.0,5.75
PEF1,871.5,648.5,971.75,750.25
AC133552.2,8.0,6.0,15.5,6.75
ASPDH,3.25,0.0,0.5,0.5
554236,2.75,0.0,1.0,0.5
FBXO48,51.0,36.0,49.75,34.75
LINC00862,2.25,1.25,2.0,1.75
FAM72C,130.25,88.75,119.5,89.25
H4C15,17.0,9.25,6.5,4.0
SNORA6,88.75,39.25,62.0,33.5
SNORA10,95.0,45.5,66.0,41.25
OBSCN-AS1,15.25,9.25,5.5,4.5
IBA57-DT,7.5,2.5,2.0,1.75
SNORD101,24.25,9.25,18.5,6.5
SNORD100,19.5,4.0,9.75,3.75
SNORA33,35.75,9.75,22.5,12.0
ZFAT-AS1,77.75,49.0,66.5,44.25
