;;;;
REGION_ID;OVERLAP_GENES;PROXIMAL_GENES;CLOSEST_GENE;
1_merged_PDX_cell_lines_AML_2261_lociStitched;EPS15;EPS15;EPS15;
1_merged_PDX_cell_lines_AML_2262_lociStitched;C20orf117;C20orf118;C20orf117;
1_merged_PDX_cell_lines_AML_2263_lociStitched;FARS2;;NRN1;
1_merged_PDX_cell_lines_AML_2264_lociStitched;MARCH1;;MARCH1;
1_merged_PDX_cell_lines_AML_2265_lociStitched;PRKCE;;PRKCE;
1_merged_PDX_cell_lines_AML_2266_lociStitched;;GALNT1;GALNT1;
1_merged_PDX_cell_lines_AML_2267_lociStitched;;ADPRHL1 GRTP1;ADPRHL1;
1_merged_PDX_cell_lines_AML_2268_lociStitched;;;NXT1;
1_merged_PDX_cell_lines_AML_2269_lociStitched;OLA1;;OLA1;
1_merged_PDX_cell_lines_AML_227_lociStitched;;;RPL10L;
1_merged_PDX_cell_lines_AML_2270_lociStitched;DACH1;;DACH1;
1_merged_PDX_cell_lines_AML_2271_lociStitched;ZC3HAV1;TTC26;ZC3HAV1;
1_merged_PDX_cell_lines_AML_2272_lociStitched;OPCML;;OPCML;
1_merged_PDX_cell_lines_AML_2273_lociStitched;ENTPD1;;C10orf131;
1_merged_PDX_cell_lines_AML_2274_lociStitched;FGD5;;NR2C2;
1_merged_PDX_cell_lines_AML_2275_lociStitched;KIAA1407;QTRTD1;KIAA1407;
1_merged_PDX_cell_lines_AML_2276_lociStitched;ANKRD55;;ANKRD55;
1_merged_PDX_cell_lines_AML_2277_lociStitched;PIK3C3;;PIK3C3;
1_merged_PDX_cell_lines_AML_2278_lociStitched;TTC7B;;LOC400238;
1_merged_PDX_cell_lines_AML_2279_lociStitched;;RNF24;RNF24;
1_merged_PDX_cell_lines_AML_228_lociStitched;FCHSD2;;FCHSD2;
1_merged_PDX_cell_lines_AML_2280_lociStitched;MTMR12;;GOLPH3;
1_merged_PDX_cell_lines_AML_2281_lociStitched;IL21R;IL21R LOC283888;IL21R;
1_merged_PDX_cell_lines_AML_2282_lociStitched;;;PER4;
1_merged_PDX_cell_lines_AML_2283_lociStitched;HIST1H4K HIST1H2AK HIST1H2BN;HIST1H3H HIST1H2AL HIST1H3I HIST1H2BM HIST1H2AJ HIST1H2AI HIST1H4L HIST1H3J HIST1H2BL HIST1H4J HIST1H1B;HIST1H2AK;
1_merged_PDX_cell_lines_AML_2284_lociStitched;;NKIRAS2 DNAJC7 DHX58;NKIRAS2;
1_merged_PDX_cell_lines_AML_2285_lociStitched;DEDD2;GSK3A ERF ZNF526;DEDD2;
1_merged_PDX_cell_lines_AML_2286_lociStitched;INPP5A;;INPP5A;
1_merged_PDX_cell_lines_AML_2287_lociStitched;RNF165;;RNF165;
1_merged_PDX_cell_lines_AML_2288_lociStitched;TIFA;AP1AR ALPK1;TIFA;
1_merged_PDX_cell_lines_AML_2289_lociStitched;WDR60;ESYT2;WDR60;
1_merged_PDX_cell_lines_AML_229_lociStitched;;PRDM8 FGF5;FGF5;
1_merged_PDX_cell_lines_AML_2290_lociStitched;PTPN18;IMP4 CCDC115 PTPN18;PTPN18;
1_merged_PDX_cell_lines_AML_2291_lociStitched;;PTGS2;PTGS2;
1_merged_PDX_cell_lines_AML_2292_lociStitched;KLRK1;KLRC4 KLRC3;KLRK1;
1_merged_PDX_cell_lines_AML_2293_lociStitched;ZBTB17;C1orf64;ZBTB17;
1_merged_PDX_cell_lines_AML_2294_lociStitched;CD244;CD244 ITLN1 LY9;CD244;
1_merged_PDX_cell_lines_AML_2295_lociStitched;ELK3;;ELK3;
1_merged_PDX_cell_lines_AML_2296_lociStitched;;;;
1_merged_PDX_cell_lines_AML_2297_lociStitched;LOH12CR1 DUSP16;;DUSP16;
1_merged_PDX_cell_lines_AML_2298_lociStitched;;;GCNT1;
1_merged_PDX_cell_lines_AML_2299_lociStitched;NINJ1 C9orf89;SUSD3;NINJ1;
1_merged_PDX_cell_lines_AML_23_lociStitched;;KIAA0125;KIAA0125;
1_merged_PDX_cell_lines_AML_230_lociStitched;C5orf56;SLC22A5 IRF1 MIR3936;C5orf56;
1_merged_PDX_cell_lines_AML_2300_lociStitched;;;C2orf3;
1_merged_PDX_cell_lines_AML_2301_lociStitched;;;SYK;
1_merged_PDX_cell_lines_AML_2302_lociStitched;PTPN14;;PTPN14;
1_merged_PDX_cell_lines_AML_2303_lociStitched;;MSMB NCOA4 AGAP7;AGAP7;
1_merged_PDX_cell_lines_AML_2304_lociStitched;INSR;;INSR;
1_merged_PDX_cell_lines_AML_2305_lociStitched;ABCG1;;ABCG1;
1_merged_PDX_cell_lines_AML_2306_lociStitched;SLC12A8;;SLC12A8;
1_merged_PDX_cell_lines_AML_2307_lociStitched;MERTK;TMEM87B;TMEM87B;
1_merged_PDX_cell_lines_AML_2308_lociStitched;;CD2;CD2;
1_merged_PDX_cell_lines_AML_2309_lociStitched;WNK1;WNK1;WNK1;
1_merged_PDX_cell_lines_AML_231_lociStitched;FOXP1;;MIR1284;
1_merged_PDX_cell_lines_AML_2310_lociStitched;LRMP;;LRMP;
1_merged_PDX_cell_lines_AML_2311_lociStitched;NCK2;;NCK2;
1_merged_PDX_cell_lines_AML_2312_lociStitched;;;TMEM65;
1_merged_PDX_cell_lines_AML_2313_lociStitched;;IL10RA TMPRSS13;IL10RA;
1_merged_PDX_cell_lines_AML_2314_lociStitched;MIR3134 ROD1;ROD1;ROD1;
1_merged_PDX_cell_lines_AML_2315_lociStitched;MACROD2;;KIF16B;
1_merged_PDX_cell_lines_AML_2316_lociStitched;;LOC441204;LOC441204;
1_merged_PDX_cell_lines_AML_2317_lociStitched;PPP3CC;;PPP3CC;
1_merged_PDX_cell_lines_AML_2318_lociStitched;CD164;CD164;CD164;
1_merged_PDX_cell_lines_AML_2319_lociStitched;CLEC9A;CLEC12B CLEC1B;CLEC9A;
1_merged_PDX_cell_lines_AML_232_lociStitched;JARID2;;JARID2;
1_merged_PDX_cell_lines_AML_2320_lociStitched;NLRP6 ATHL1;IFITM3 IFITM1 IFITM5 PSMD13 SIRT3 IFITM2;ATHL1;
1_merged_PDX_cell_lines_AML_2321_lociStitched;;HNRPLL GALM;GALM;
1_merged_PDX_cell_lines_AML_2322_lociStitched;;;C18orf62;
1_merged_PDX_cell_lines_AML_2323_lociStitched;;PROC;PROC;
1_merged_PDX_cell_lines_AML_2324_lociStitched;CNRIP1;PPP3R1;CNRIP1;
1_merged_PDX_cell_lines_AML_2325_lociStitched;LHX5;SDSL;LHX5;
1_merged_PDX_cell_lines_AML_2326_lociStitched;;SRP14 BMF;BMF;
1_merged_PDX_cell_lines_AML_2327_lociStitched;PLVAP;BST2 GTPBP3 ANO8 FAM125A;PLVAP;
1_merged_PDX_cell_lines_AML_2328_lociStitched;R3HCC1 LOXL2;CHMP7;R3HCC1;
1_merged_PDX_cell_lines_AML_2329_lociStitched;BCL2;;BCL2;
1_merged_PDX_cell_lines_AML_233_lociStitched;NTM;;NTM;
1_merged_PDX_cell_lines_AML_2330_lociStitched;LUZP1;LUZP1;LUZP1;
1_merged_PDX_cell_lines_AML_2331_lociStitched;PDE7A;PDE7A;PDE7A;
1_merged_PDX_cell_lines_AML_2332_lociStitched;TBC1D17 PNKP AKT1S1;IL4I1 PTOV1 MED25;PNKP;
1_merged_PDX_cell_lines_AML_2333_lociStitched;;HUS1B EXOC2;EXOC2;
1_merged_PDX_cell_lines_AML_2334_lociStitched;PTPRJ;;PTPRJ;
1_merged_PDX_cell_lines_AML_2335_lociStitched;GATA3;FLJ45983;GATA3;
1_merged_PDX_cell_lines_AML_2336_lociStitched;PMAIP1;;PMAIP1;
1_merged_PDX_cell_lines_AML_2337_lociStitched;SART3 ISCU;FICD ISCU TMEM119;ISCU;
1_merged_PDX_cell_lines_AML_2338_lociStitched;MAGI3;;MAGI3;
1_merged_PDX_cell_lines_AML_2339_lociStitched;;C6orf105;C6orf105;
1_merged_PDX_cell_lines_AML_234_lociStitched;BAHCC1;MIR3186;BAHCC1;
1_merged_PDX_cell_lines_AML_2340_lociStitched;TSC22D3;;TSC22D3;
1_merged_PDX_cell_lines_AML_2341_lociStitched;;HS3ST1;HS3ST1;
1_merged_PDX_cell_lines_AML_2342_lociStitched;C6orf103;LOC729176;LOC729176;
1_merged_PDX_cell_lines_AML_2343_lociStitched;CARD11;;CARD11;
1_merged_PDX_cell_lines_AML_2344_lociStitched;PVT1;;MIR1205;
1_merged_PDX_cell_lines_AML_2345_lociStitched;EXOC2;HUS1B;EXOC2;
1_merged_PDX_cell_lines_AML_2346_lociStitched;S100P;MRFAP1 LOC93622 MRFAP1L1 CNO;S100P;
1_merged_PDX_cell_lines_AML_2347_lociStitched;;;REEP3;
1_merged_PDX_cell_lines_AML_2348_lociStitched;ENO3 RNF167 PFN1 SLC25A11;CAMTA2 C17orf107 SLC25A11 CHRNE GP1BA INCA1 KIF1C SPAG7 ENO3;PFN1;
1_merged_PDX_cell_lines_AML_2349_lociStitched;SLC43A3;RTN4RL2 PRG2 PRG3;SLC43A3;
1_merged_PDX_cell_lines_AML_235_lociStitched;INPP4A;UNC50 C2orf64;C2orf64;
1_merged_PDX_cell_lines_AML_2350_lociStitched;;;CD83;
1_merged_PDX_cell_lines_AML_2351_lociStitched;LOC157627 MIR124-1;;MIR124-1;
1_merged_PDX_cell_lines_AML_2352_lociStitched;CD80;PLA1A ADPRH;CD80;
1_merged_PDX_cell_lines_AML_2353_lociStitched;JARID2;;JARID2;
1_merged_PDX_cell_lines_AML_2354_lociStitched;;;NCRNA00158;
1_merged_PDX_cell_lines_AML_2355_lociStitched;;ENO1 CA6;CA6;
1_merged_PDX_cell_lines_AML_2356_lociStitched;HDAC4 MIR4269;;MIR4269;
1_merged_PDX_cell_lines_AML_2357_lociStitched;;FLJ43681;FLJ43681;
1_merged_PDX_cell_lines_AML_2358_lociStitched;FAM20B;TOR3A;FAM20B;
1_merged_PDX_cell_lines_AML_2359_lociStitched;PDCD1LG2;;PDCD1LG2;
1_merged_PDX_cell_lines_AML_236_lociStitched;OSBPL5;OSBPL5;OSBPL5;
1_merged_PDX_cell_lines_AML_2360_lociStitched;CACNA2D4 LRTM2;;LRTM2;
1_merged_PDX_cell_lines_AML_2361_lociStitched;;;GLI2;
1_merged_PDX_cell_lines_AML_2362_lociStitched;C13orf27;KDELC1 BIVM C13orf40;C13orf27;
1_merged_PDX_cell_lines_AML_2363_lociStitched;SSBP3;;SSBP3;
1_merged_PDX_cell_lines_AML_2364_lociStitched;;;LOC645434;
1_merged_PDX_cell_lines_AML_2365_lociStitched;SYNPO2;SYNPO2;SYNPO2;
1_merged_PDX_cell_lines_AML_2366_lociStitched;;PCNX;PCNX;
1_merged_PDX_cell_lines_AML_2367_lociStitched;LDHB;GYS2;LDHB;
1_merged_PDX_cell_lines_AML_2368_lociStitched;;;ITGB1;
1_merged_PDX_cell_lines_AML_2369_lociStitched;TMEM163;;TMEM163;
1_merged_PDX_cell_lines_AML_237_lociStitched;CLC;LGALS14 LEUTX;CLC;
1_merged_PDX_cell_lines_AML_2370_lociStitched;;;DUSP22;
1_merged_PDX_cell_lines_AML_2371_lociStitched;CBFA2T3;;CBFA2T3;
1_merged_PDX_cell_lines_AML_2372_lociStitched;CPLX1;LOC100129917;LOC100129917;
1_merged_PDX_cell_lines_AML_2373_lociStitched;;DDX53;DDX53;
1_merged_PDX_cell_lines_AML_2374_lociStitched;SSBP3;;SSBP3;
1_merged_PDX_cell_lines_AML_2375_lociStitched;;P2RY2 FCHSD2;P2RY2;
1_merged_PDX_cell_lines_AML_2376_lociStitched;CCND3 TAF8;;CCND3;
1_merged_PDX_cell_lines_AML_2377_lociStitched;FMNL1;LOC100133991 C17orf46;FMNL1;
1_merged_PDX_cell_lines_AML_2378_lociStitched;;ZC3H12C;ZC3H12C;
1_merged_PDX_cell_lines_AML_2379_lociStitched;FNBP1;;FNBP1;
1_merged_PDX_cell_lines_AML_238_lociStitched;;FAM69C;FAM69C;
1_merged_PDX_cell_lines_AML_2380_lociStitched;;;RGS1;
1_merged_PDX_cell_lines_AML_2381_lociStitched;RHOG;STIM1 PGAP2 NUP98;RHOG;
1_merged_PDX_cell_lines_AML_2382_lociStitched;;;FHDC1;
1_merged_PDX_cell_lines_AML_2383_lociStitched;CACNA2D1;;HGF;
1_merged_PDX_cell_lines_AML_2384_lociStitched;RPS19;ARHGEF1 CD79A LYPD4 DMRTC2;RPS19;
1_merged_PDX_cell_lines_AML_2385_lociStitched;;;FAM150B;
1_merged_PDX_cell_lines_AML_2386_lociStitched;LOC100507217 CHD2 MIR3175;;MIR3175;
1_merged_PDX_cell_lines_AML_2387_lociStitched;LOC641518 LEF1;LEF1;LEF1;
1_merged_PDX_cell_lines_AML_2388_lociStitched;FCRL2;FCRL1;FCRL2;
1_merged_PDX_cell_lines_AML_2389_lociStitched;CASZ1;;CASZ1;
1_merged_PDX_cell_lines_AML_239_lociStitched;ETV6;;ETV6;
1_merged_PDX_cell_lines_AML_2390_lociStitched;;XIRP1;XIRP1;
1_merged_PDX_cell_lines_AML_2391_lociStitched;MIER3;C5orf35;MIER3;
1_merged_PDX_cell_lines_AML_2392_lociStitched;NKAIN2;;NKAIN2;
1_merged_PDX_cell_lines_AML_2393_lociStitched;LY6E LOC100133669;C8orf31;LY6E;
1_merged_PDX_cell_lines_AML_2394_lociStitched;;;SLC39A10;
1_merged_PDX_cell_lines_AML_2395_lociStitched;IDH3A ACSBG1;CIB2;IDH3A;
1_merged_PDX_cell_lines_AML_2396_lociStitched;PIK3CG;;PIK3CG;
1_merged_PDX_cell_lines_AML_2397_lociStitched;;;VRK1;
1_merged_PDX_cell_lines_AML_2398_lociStitched;ZNF395;PNOC;ZNF395;
1_merged_PDX_cell_lines_AML_2399_lociStitched;FGF6;;FGF6;
1_merged_PDX_cell_lines_AML_24_lociStitched;SRGN;SRGN VPS26A;SRGN;
1_merged_PDX_cell_lines_AML_240_lociStitched;;IFNAR1 IFNGR2;IFNGR2;
1_merged_PDX_cell_lines_AML_2400_lociStitched;S100A9;S100A7A PGLYRP3 S100A12 S100A8 PGLYRP4;S100A9;
1_merged_PDX_cell_lines_AML_2401_lociStitched;LIPC;;LIPC;
1_merged_PDX_cell_lines_AML_2402_lociStitched;AOAH;;AOAH;
1_merged_PDX_cell_lines_AML_2403_lociStitched;PTPRVP PTPN7;LGR6 ARL8A GPR37L1;PTPN7;
1_merged_PDX_cell_lines_AML_2404_lociStitched;LCA5;;LCA5;
1_merged_PDX_cell_lines_AML_2405_lociStitched;PBX2 GPSM3 NOTCH4;AGPAT1 RNF5 PPT2 EGFL8 RNF5P1 PRRT1 AGER LOC100507547;PBX2;
1_merged_PDX_cell_lines_AML_2406_lociStitched;;IRF2BP2;IRF2BP2;
1_merged_PDX_cell_lines_AML_2407_lociStitched;;;POU5F1B;
1_merged_PDX_cell_lines_AML_2408_lociStitched;;ADAM6;ADAM6;
1_merged_PDX_cell_lines_AML_2409_lociStitched;;RAB14 GSN;RAB14;
1_merged_PDX_cell_lines_AML_241_lociStitched;FOXC1 GMDS;;FOXC1;
1_merged_PDX_cell_lines_AML_2410_lociStitched;;;SUMO1P1;
1_merged_PDX_cell_lines_AML_2411_lociStitched;ZNF107;;ZNF107;
1_merged_PDX_cell_lines_AML_2412_lociStitched;KRCC1;RGPD1 SMYD1;KRCC1;
1_merged_PDX_cell_lines_AML_2413_lociStitched;;NEDD9;NEDD9;
1_merged_PDX_cell_lines_AML_2414_lociStitched;HIVEP3;HIVEP3;HIVEP3;
1_merged_PDX_cell_lines_AML_2415_lociStitched;RAB31;;RAB31;
1_merged_PDX_cell_lines_AML_2416_lociStitched;HK2;;HK2;
1_merged_PDX_cell_lines_AML_2417_lociStitched;NANOS3 C19orf57;MIR181C MIR23A MIR27A MIR24-2 MIR181D PODNL1 CC2D1A LOC284454;NANOS3;
1_merged_PDX_cell_lines_AML_2418_lociStitched;;NCF4 CSF2RB;CSF2RB;
1_merged_PDX_cell_lines_AML_2419_lociStitched;HIST1H2AC HIST1H2BC;HIST1H2BD HFE HIST1H1T HIST1H1E HIST1H4C;HIST1H2BC;
1_merged_PDX_cell_lines_AML_242_lociStitched;DENND4A;;DENND4A;
1_merged_PDX_cell_lines_AML_2420_lociStitched;BCL9L;CXCR5 UPK2 FOXR1;BCL9L;
1_merged_PDX_cell_lines_AML_2421_lociStitched;STAMBPL1;ANKRD22;STAMBPL1;
1_merged_PDX_cell_lines_AML_2422_lociStitched;GRB10;GRB10;GRB10;
1_merged_PDX_cell_lines_AML_2423_lociStitched;;GFI1;GFI1;
1_merged_PDX_cell_lines_AML_2424_lociStitched;;IL20RA;IL20RA;
1_merged_PDX_cell_lines_AML_2425_lociStitched;DPY19L1;;DPY19L1;
1_merged_PDX_cell_lines_AML_2426_lociStitched;SSBP3;;MRPL37;
1_merged_PDX_cell_lines_AML_2427_lociStitched;;;MIR623;
1_merged_PDX_cell_lines_AML_2428_lociStitched;;;LOC283867;
1_merged_PDX_cell_lines_AML_2429_lociStitched;STAG3 GATS PVRIG;GPC2 GAL3ST4;PVRIG;
1_merged_PDX_cell_lines_AML_243_lociStitched;UTS2D;CCDC50;CCDC50;
1_merged_PDX_cell_lines_AML_2430_lociStitched;SERPINA1;SERPINA1;SERPINA1;
1_merged_PDX_cell_lines_AML_2431_lociStitched;CUX1;;CUX1;
1_merged_PDX_cell_lines_AML_2432_lociStitched;;;POU5F1B;
1_merged_PDX_cell_lines_AML_2433_lociStitched;HIST1H1B HIST1H3I HIST1H2AL HIST1H4L;HIST1H2AM HIST1H4J HIST1H2BM HIST1H2AJ HIST1H4K HIST1H2BN HIST1H3J HIST1H2BO OR2B2 HIST1H2AK;HIST1H1B;
1_merged_PDX_cell_lines_AML_2434_lociStitched;LOC401097;;LOC401097;
1_merged_PDX_cell_lines_AML_2435_lociStitched;EZR;MIR3918 OSTCL;EZR;
1_merged_PDX_cell_lines_AML_2436_lociStitched;;;MAT2B;
1_merged_PDX_cell_lines_AML_2437_lociStitched;ARHGEF3;ARHGEF3;ARHGEF3;
1_merged_PDX_cell_lines_AML_2438_lociStitched;UBAC2;LOC100289373 GPR18;UBAC2;
1_merged_PDX_cell_lines_AML_2439_lociStitched;;AKR7A2P1;AKR7A2P1;
1_merged_PDX_cell_lines_AML_244_lociStitched;SASH3 XPNPEP2;ZDHHC9;SASH3;
1_merged_PDX_cell_lines_AML_2440_lociStitched;MFSD1;;MFSD1;
1_merged_PDX_cell_lines_AML_2441_lociStitched;PAG1;;PAG1;
1_merged_PDX_cell_lines_AML_2442_lociStitched;FLJ30838;;FLJ30838;
1_merged_PDX_cell_lines_AML_2443_lociStitched;;RREB1;RREB1;
1_merged_PDX_cell_lines_AML_2444_lociStitched;SMG7;;SMG7;
1_merged_PDX_cell_lines_AML_2445_lociStitched;ARID1A PIGV;ZDHHC18;PIGV;
1_merged_PDX_cell_lines_AML_2446_lociStitched;;MCTP2;MCTP2;
1_merged_PDX_cell_lines_AML_2447_lociStitched;;LOC100302401 LOC730102 RASAL2;LOC730102;
1_merged_PDX_cell_lines_AML_2448_lociStitched;DPYSL2;;DPYSL2;
1_merged_PDX_cell_lines_AML_2449_lociStitched;WDR86;NUB1 LOC100131176 MIR3907 CRYGN;LOC100131176;
1_merged_PDX_cell_lines_AML_245_lociStitched;;PAG1;PAG1;
1_merged_PDX_cell_lines_AML_2450_lociStitched;TULP1 TEAD3;FANCE RPL10A;TEAD3;
1_merged_PDX_cell_lines_AML_2451_lociStitched;EEPD1;;EEPD1;
1_merged_PDX_cell_lines_AML_2452_lociStitched;;SLC2A3 SLC2A14;SLC2A14;
1_merged_PDX_cell_lines_AML_2453_lociStitched;LASP1;SNORA21 RPL23 C17orf98;LASP1;
1_merged_PDX_cell_lines_AML_2454_lociStitched;HLA-DMA HLA-DMB;LOC100294145 BRD2;HLA-DMB;
1_merged_PDX_cell_lines_AML_2455_lociStitched;FOXP1;MIR1284;FOXP1;
1_merged_PDX_cell_lines_AML_2456_lociStitched;DR1 LOC100131564;;DR1;
1_merged_PDX_cell_lines_AML_2457_lociStitched;MX2;FAM3B MX1;MX2;
1_merged_PDX_cell_lines_AML_2458_lociStitched;LPIN1;;LPIN1;
1_merged_PDX_cell_lines_AML_2459_lociStitched;LOC100507217;MIR3175 CHD2;LOC100507217;
1_merged_PDX_cell_lines_AML_246_lociStitched;ST3GAL4;FLJ39051;ST3GAL4;
1_merged_PDX_cell_lines_AML_2460_lociStitched;SLC45A3;ELK4;SLC45A3;
1_merged_PDX_cell_lines_AML_2461_lociStitched;B4GALT1;;B4GALT1;
1_merged_PDX_cell_lines_AML_2462_lociStitched;TRA2B;LOC344887;TRA2B;
1_merged_PDX_cell_lines_AML_2463_lociStitched;LOH12CR1;;LOH12CR1;
1_merged_PDX_cell_lines_AML_2464_lociStitched;KIAA0427;;SMAD7;
1_merged_PDX_cell_lines_AML_2465_lociStitched;;ASPH;ASPH;
1_merged_PDX_cell_lines_AML_2466_lociStitched;;ADAM6;ADAM6;
1_merged_PDX_cell_lines_AML_2467_lociStitched;TMEM80 DEAF1;DRD4 EPS8L2 TALDO1;TMEM80;
1_merged_PDX_cell_lines_AML_2468_lociStitched;ICAM2;ICAM2 SCN4A C17orf72;ICAM2;
1_merged_PDX_cell_lines_AML_2469_lociStitched;NCRUPAR F2R;;F2R;
1_merged_PDX_cell_lines_AML_247_lociStitched;RCSD1;;RCSD1;
1_merged_PDX_cell_lines_AML_2470_lociStitched;RASSF3;MIR548C MIR548Z;MIR548Z;
1_merged_PDX_cell_lines_AML_2471_lociStitched;PRCC SH2D2A;HDGF SH2D2A NTRK1;NTRK1;
1_merged_PDX_cell_lines_AML_2472_lociStitched;C11orf49;;C11orf49;
1_merged_PDX_cell_lines_AML_2473_lociStitched;;OR6N1 OR6N2 MNDA;MNDA;
1_merged_PDX_cell_lines_AML_2474_lociStitched;LRRFIP1;LRRFIP1;LRRFIP1;
1_merged_PDX_cell_lines_AML_2475_lociStitched;ATP6V0A2;DNAH10 TCTN2;ATP6V0A2;
1_merged_PDX_cell_lines_AML_2476_lociStitched;HNRNPA1L2;HNRNPA1L2 SUGT1;HNRNPA1L2;
1_merged_PDX_cell_lines_AML_2477_lociStitched;HK3;;HK3;
1_merged_PDX_cell_lines_AML_2478_lociStitched;CD96;CD96 ZBED2;CD96;
1_merged_PDX_cell_lines_AML_2479_lociStitched;AKAP13;;AKAP13;
1_merged_PDX_cell_lines_AML_248_lociStitched;;LMO2;LMO2;
1_merged_PDX_cell_lines_AML_2480_lociStitched;S100Z;F2RL1;S100Z;
1_merged_PDX_cell_lines_AML_2481_lociStitched;;;HS6ST1;
1_merged_PDX_cell_lines_AML_2482_lociStitched;NCRNA00158;;NCRNA00158;
1_merged_PDX_cell_lines_AML_2483_lociStitched;SLC24A3;LOC100130264;SLC24A3;
1_merged_PDX_cell_lines_AML_2484_lociStitched;IGF2BP1;SNF8 GIP;IGF2BP1;
1_merged_PDX_cell_lines_AML_2485_lociStitched;FAM125B;;LMX1B;
1_merged_PDX_cell_lines_AML_2486_lociStitched;;;ZNF217;
1_merged_PDX_cell_lines_AML_2487_lociStitched;GYPC;;GYPC;
1_merged_PDX_cell_lines_AML_2488_lociStitched;FRMD4B;;FRMD4B;
1_merged_PDX_cell_lines_AML_2489_lociStitched;RUNX1;C21orf96;RUNX1;
1_merged_PDX_cell_lines_AML_249_lociStitched;;;PICALM;
1_merged_PDX_cell_lines_AML_2490_lociStitched;ARID1B;;ARID1B;
1_merged_PDX_cell_lines_AML_2491_lociStitched;HIP1;;HIP1;
1_merged_PDX_cell_lines_AML_2492_lociStitched;;;PTPRJ;
1_merged_PDX_cell_lines_AML_2493_lociStitched;NDST3;;SNHG8;
1_merged_PDX_cell_lines_AML_2494_lociStitched;TMC8 TMC6;C17orf99 SYNGR2;TMC6;
1_merged_PDX_cell_lines_AML_2495_lociStitched;DOCK11;;DOCK11;
1_merged_PDX_cell_lines_AML_2496_lociStitched;MIR3134 ROD1;HSDL2 ROD1;ROD1;
1_merged_PDX_cell_lines_AML_2497_lociStitched;FRMD8 SLC25A45;NEAT1 DPF2 SLC25A45 TIGD3;SLC25A45;
1_merged_PDX_cell_lines_AML_2498_lociStitched;FHIT;;FHIT;
1_merged_PDX_cell_lines_AML_2499_lociStitched;;TET2;TET2;
1_merged_PDX_cell_lines_AML_25_lociStitched;ELF1;WBP4 SUGT1P3;ELF1;
1_merged_PDX_cell_lines_AML_250_lociStitched;SH2B3;FAM109A;SH2B3;
1_merged_PDX_cell_lines_AML_2500_lociStitched;PPP1R15B;PLEKHA6 LOC127841;PPP1R15B;
1_merged_PDX_cell_lines_AML_2501_lociStitched;ITPKB;;ITPKB;
1_merged_PDX_cell_lines_AML_2502_lociStitched;;;BTG1;
1_merged_PDX_cell_lines_AML_2503_lociStitched;;ENPP6;ENPP6;
1_merged_PDX_cell_lines_AML_2504_lociStitched;;;SH2D4B;
1_merged_PDX_cell_lines_AML_2505_lociStitched;CEP110;RAB14;RAB14;
1_merged_PDX_cell_lines_AML_2506_lociStitched;;;RAP2B;
1_merged_PDX_cell_lines_AML_2507_lociStitched;KPNA6;TXLNA TMEM39B;KPNA6;
1_merged_PDX_cell_lines_AML_2508_lociStitched;;AP4E1;AP4E1;
1_merged_PDX_cell_lines_AML_2509_lociStitched;CCNG2;;CCNG2;
1_merged_PDX_cell_lines_AML_251_lociStitched;;;FNDC3B;
1_merged_PDX_cell_lines_AML_2510_lociStitched;;;ERICH1;
1_merged_PDX_cell_lines_AML_2511_lociStitched;;;LOC440970;
1_merged_PDX_cell_lines_AML_2512_lociStitched;CCDC12;NBEAL2 PTH1R;CCDC12;
1_merged_PDX_cell_lines_AML_2513_lociStitched;LOC401109;ZDHHC19 OSTalpha;LOC401109;
1_merged_PDX_cell_lines_AML_2514_lociStitched;ATP2C1;ATP2C1;ATP2C1;
1_merged_PDX_cell_lines_AML_2515_lociStitched;C6orf105;;C6orf105;
1_merged_PDX_cell_lines_AML_2516_lociStitched;P4HB FAM195B DYSFIP1;ARHGDIA THOC4 GCGR ANAPC11 FAM195B;DYSFIP1;
1_merged_PDX_cell_lines_AML_2517_lociStitched;UVRAG;;UVRAG;
1_merged_PDX_cell_lines_AML_2518_lociStitched;;;HS6ST1;
1_merged_PDX_cell_lines_AML_2519_lociStitched;RNF125;RNF138;RNF125;
1_merged_PDX_cell_lines_AML_252_lociStitched;FYB;FYB;FYB;
1_merged_PDX_cell_lines_AML_2520_lociStitched;CCDC88C;;CCDC88C;
1_merged_PDX_cell_lines_AML_2521_lociStitched;;;MTRNR2L6;
1_merged_PDX_cell_lines_AML_2522_lociStitched;IGF2BP2;C3orf65;C3orf65;
1_merged_PDX_cell_lines_AML_2523_lociStitched;CA6;;CA6;
1_merged_PDX_cell_lines_AML_2524_lociStitched;;;ZWINT;
1_merged_PDX_cell_lines_AML_2525_lociStitched;MLPH;PRLH RAB17;PRLH;
1_merged_PDX_cell_lines_AML_2526_lociStitched;MPRIP;PLD6 FLCN;PLD6;
1_merged_PDX_cell_lines_AML_2527_lociStitched;PPHLN1;PRICKLE1;PRICKLE1;
1_merged_PDX_cell_lines_AML_2528_lociStitched;CACNA1C;;CACNA1C;
1_merged_PDX_cell_lines_AML_2529_lociStitched;;NLGN1;NLGN1;
1_merged_PDX_cell_lines_AML_253_lociStitched;RAB11FIP1;BRF2 GOT1L1;RAB11FIP1;
1_merged_PDX_cell_lines_AML_2530_lociStitched;GPCPD1;;GPCPD1;
1_merged_PDX_cell_lines_AML_2531_lociStitched;GUSB;;GUSB;
1_merged_PDX_cell_lines_AML_2532_lociStitched;ROBO2;;ROBO2;
1_merged_PDX_cell_lines_AML_2533_lociStitched;ZNF445;;ZNF445;
