mr201.MV411.MYBi_6h.r1_tcount,mr202.MV411.MYBi_6h.r2_tcount,mr203.MV411.MYBi_6h.r3_tcount,mr205.MV411.PBS_6h.r1_tcount,mr206.MV411.PBS_6h.r2_tcount,mr207.MV411.PBS_6h.r3_tcount
0,0,0,0,0,0
1,2,0,3,5,5
1,0,0,1,0,0
1,1,0,4,5,4
0,0,0,0,1,0
0,0,0,0,0,0
2,0,0,3,5,1
2,4,3,5,17,6
4,4,3,3,9,5
0,0,0,0,0,0
0,0,0,1,2,2
0,0,0,0,0,0
7,1,4,3,6,3
1,0,1,10,13,3
1,1,5,4,6,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,3,1
2,5,1,13,24,10
3,3,6,7,6,6
1,1,0,0,1,0
13,13,3,13,26,13
0,0,0,0,2,0
0,0,0,0,0,0
6,7,4,3,8,3
0,0,0,0,0,0
1,0,0,0,0,0
0,5,0,1,9,6
0,0,0,4,2,1
0,0,0,0,0,0
1,2,0,2,9,3
0,1,0,1,2,0
0,0,0,0,0,2
4,3,0,0,1,3
0,0,3,12,10,8
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,5,9,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,3,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
1,1,1,7,10,3
10,5,3,7,14,5
0,0,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
1,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,1,1
1,0,0,1,0,2
0,0,0,0,0,0
3,3,1,6,4,3
2,0,0,0,0,0
7,9,2,4,5,6
4,1,0,3,6,3
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
2,5,2,9,23,12
0,0,0,0,0,1
0,1,2,8,12,2
1,3,0,4,9,7
0,0,0,0,0,0
0,0,3,11,18,10
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,3,3,10,19,6
0,0,0,0,0,0
0,0,0,0,0,0
3,1,0,6,4,5
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,6,11,5
0,0,1,3,5,3
0,0,0,0,0,0
0,0,0,0,0,0
1,1,1,24,27,19
1,0,0,2,1,1
0,0,0,0,0,0
1,0,0,1,1,1
0,0,0,0,0,0
2,0,1,7,12,6
1,0,2,3,9,8
4,7,5,24,45,21
0,0,0,1,1,0
2,3,3,16,33,10
0,0,0,0,1,1
0,0,0,3,2,3
2,2,1,13,6,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,12,11,12
1,0,1,0,1,0
21,16,9,32,45,22
0,0,0,0,0,0
12,18,9,12,25,8
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,7,1,0
0,0,0,0,0,0
0,0,0,0,0,0
3,5,0,17,25,18
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,2,1,6,18,5
4,6,3,4,7,0
0,0,0,0,1,0
0,0,0,0,0,0
4,2,5,43,63,39
0,0,0,0,1,0
0,0,0,2,5,2
1,3,3,14,24,19
6,4,4,14,28,13
0,0,0,0,0,0
0,0,0,3,5,4
0,1,0,8,4,3
1,2,0,2,3,2
0,0,0,0,0,2
0,0,0,0,0,0
0,1,1,1,1,1
0,1,0,4,1,0
0,0,0,0,1,0
0,0,0,1,0,0
2,5,2,12,21,8
3,3,4,5,7,7
0,2,0,0,2,1
0,0,0,1,4,2
0,1,1,1,11,1
2,1,0,4,11,9
0,0,0,0,6,3
4,3,6,16,24,8
3,4,1,20,34,13
0,0,0,8,11,3
2,6,3,9,21,13
0,2,0,0,3,4
10,3,3,2,18,3
3,2,1,2,1,1
5,1,2,4,12,10
0,0,0,0,0,0
0,0,0,0,0,0
3,6,1,4,6,4
0,0,1,0,0,0
2,2,5,31,67,33
0,0,0,1,1,0
1,4,3,11,13,8
13,7,6,17,29,16
2,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,6,2,18,14,10
0,0,0,0,0,0
5,14,5,8,18,13
0,0,0,0,3,0
4,4,2,21,31,13
1,2,0,3,3,0
24,12,13,19,51,26
0,0,0,0,0,0
3,3,1,8,22,10
0,0,0,0,0,0
0,0,0,2,0,0
2,3,2,10,29,17
0,0,0,0,0,0
0,0,0,0,0,0
11,10,5,12,23,12
3,10,1,5,13,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
2,7,1,20,28,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,4,2,2
3,1,5,4,7,6
0,1,2,15,14,6
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,6,23,44,31
0,0,0,0,0,0
1,0,0,2,1,1
31,37,17,28,39,21
2,0,1,2,6,3
2,0,2,8,4,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,9,8,2
0,0,0,4,7,0
0,0,0,1,3,2
5,5,0,7,11,9
16,11,17,19,24,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,3,7,4
0,0,0,0,1,0
2,0,2,28,57,23
1,0,0,0,1,1
1,4,2,9,26,5
0,0,0,0,0,0
3,2,7,10,22,13
0,0,0,0,0,0
1,0,0,4,11,3
0,0,0,0,0,0
2,0,1,4,12,3
0,1,0,0,0,1
0,1,1,4,3,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,0
1,1,0,5,11,4
1,0,1,0,3,2
1,1,0,1,6,1
0,1,0,2,8,3
5,2,1,11,16,18
0,0,0,0,1,1
0,1,0,1,2,0
0,0,1,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
2,3,1,7,19,24
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,4,5,2
0,0,0,1,0,0
11,11,2,29,49,40
3,2,2,2,11,8
1,2,0,6,5,8
0,0,0,0,0,0
2,0,1,6,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,5,6,18,26,26
3,7,2,2,3,1
22,6,25,7,16,5
2,1,1,25,24,17
6,8,5,13,10,7
0,0,0,1,2,2
0,0,0,0,0,0
0,0,0,0,2,0
1,0,0,0,4,0
0,0,0,0,0,0
1,4,0,15,19,12
5,6,2,4,10,4
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,7,14,3
0,0,0,0,0,0
1,0,1,0,2,1
0,0,0,0,0,1
0,1,0,1,3,1
0,0,0,0,0,0
0,0,0,0,1,0
4,1,2,3,7,3
0,0,1,0,0,0
0,0,0,2,1,2
0,1,1,1,4,1
0,1,0,2,5,1
1,1,1,0,0,0
0,0,0,0,1,0
1,1,2,3,6,1
11,8,8,3,11,1
4,6,0,4,4,2
10,13,13,11,30,12
0,1,0,8,9,5
2,3,3,6,5,5
0,0,0,1,3,1
10,10,6,3,24,7
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,1
7,4,3,4,7,4
5,2,0,3,6,2
0,2,0,0,3,0
0,0,0,0,0,0
1,0,0,0,3,3
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,2,2,0
0,0,0,0,0,0
10,6,9,3,8,4
0,0,0,0,0,0
0,0,0,1,1,0
0,0,0,0,0,0
1,2,3,14,31,15
0,1,1,5,4,8
0,0,0,0,0,0
0,0,0,1,0,0
2,3,0,11,13,4
0,1,0,2,1,0
0,0,0,2,2,0
4,12,1,16,38,11
0,0,0,8,9,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,23,6,21,44,24
2,2,3,9,20,8
0,5,3,5,7,3
23,10,14,15,23,14
0,0,0,1,2,0
3,3,0,2,2,4
1,4,0,6,18,13
6,2,1,2,12,3
0,0,0,0,0,0
23,20,8,53,126,49
0,0,0,0,0,1
1,0,0,2,2,3
2,3,1,5,5,5
0,0,0,0,0,0
0,0,0,2,2,1
0,0,0,0,0,0
7,4,3,7,13,11
0,0,0,0,1,0
0,0,0,0,0,0
1,0,0,1,0,0
7,4,2,9,12,6
0,0,0,5,5,1
0,0,0,1,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,2,0,0,5,3
0,0,0,0,0,0
0,0,0,0,1,0
7,11,6,27,41,20
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
2,4,1,7,9,6
1,4,2,4,19,7
1,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,1,0
5,1,1,2,6,3
0,0,1,1,2,0
0,0,0,1,1,0
0,0,0,0,1,1
0,4,0,5,7,2
2,0,0,0,0,0
0,1,0,2,4,0
0,0,0,0,2,1
1,3,5,9,14,15
2,2,0,2,6,2
0,0,0,0,0,1
1,0,0,9,16,6
0,0,0,1,0,1
0,0,0,0,0,0
0,0,1,0,0,0
1,1,0,0,1,0
0,0,0,2,0,0
7,7,0,0,1,1
0,2,0,3,6,7
0,0,0,0,0,0
0,0,0,0,0,0
13,15,5,10,19,14
0,1,2,2,3,0
0,1,0,0,0,0
3,0,0,1,4,1
2,1,0,13,19,5
0,0,0,0,0,0
0,0,0,1,2,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,4,19,30,16
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,9,6
0,0,1,0,0,1
1,0,1,10,16,20
0,0,0,0,2,0
0,0,0,0,1,0
4,8,3,15,23,14
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,5,7,5
0,0,0,0,0,0
1,0,0,1,3,2
3,1,1,0,5,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,0,0
5,3,1,11,19,11
2,4,1,5,13,9
16,28,11,26,41,19
0,0,0,0,0,0
0,0,0,4,13,13
4,6,4,13,27,9
2,6,4,9,12,12
0,0,0,0,0,0
0,0,0,9,6,1
0,1,2,0,1,2
0,0,0,0,1,0
3,4,2,3,13,4
4,2,0,8,16,3
0,0,0,2,0,0
0,0,0,0,2,2
0,0,0,0,0,0
16,19,5,13,27,14
10,16,4,24,46,19
2,12,9,46,85,45
1,0,0,1,1,2
9,15,4,4,4,3
5,6,1,10,10,7
0,0,1,5,6,6
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,1
0,0,0,0,1,2
3,1,3,4,5,2
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
1,2,2,0,0,0
5,2,3,18,14,10
0,0,0,1,1,0
2,2,1,8,21,6
0,2,0,2,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,3,0,3,2,0
0,0,0,0,1,0
1,0,0,0,2,1
0,0,0,0,0,0
7,1,5,3,8,2
0,0,0,0,0,0
6,5,1,3,8,1
10,13,7,12,12,7
0,0,0,0,0,0
0,0,0,5,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
10,10,6,11,16,10
3,2,3,16,14,5
9,4,6,7,6,6
0,0,0,0,0,0
6,4,3,3,7,3
1,3,0,1,6,4
0,1,1,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
4,0,0,4,14,12
0,0,1,0,1,0
0,0,0,0,4,4
0,0,0,0,0,0
0,0,0,0,0,1
1,1,1,4,6,3
0,0,0,2,2,1
0,1,0,8,14,14
2,0,0,5,6,3
0,0,0,6,10,3
0,0,0,0,0,0
0,0,1,0,3,2
0,1,2,1,2,0
0,0,0,0,0,0
0,0,0,0,1,0
0,3,2,1,4,3
0,1,0,5,8,5
1,1,2,9,4,0
0,0,0,0,0,1
3,5,0,21,22,16
0,0,0,0,0,0
4,2,2,7,19,16
0,0,0,0,0,0
0,0,1,1,1,1
1,0,1,1,2,1
0,0,0,1,3,1
0,1,0,0,1,1
2,2,0,1,3,2
0,0,0,0,0,0
8,3,0,5,9,4
0,0,0,0,0,0
1,3,3,29,53,27
5,2,1,1,0,0
3,7,4,35,48,44
0,3,1,2,13,7
0,0,0,0,0,0
0,0,0,0,1,0
2,5,3,5,10,6
0,0,0,1,0,1
0,0,1,0,3,2
13,11,5,22,53,21
1,1,0,4,3,2
0,3,1,1,3,3
0,0,0,0,0,0
26,43,33,74,119,61
2,1,1,0,1,0
0,0,0,3,2,2
6,5,2,7,8,5
0,0,0,2,5,0
0,1,2,10,15,13
0,0,0,0,0,0
5,3,3,4,9,5
5,1,3,10,13,2
19,19,18,12,21,9
0,0,0,1,0,0
0,0,0,0,1,0
2,0,0,6,11,6
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,3,0,3,3,2
0,0,0,0,0,0
0,0,0,2,1,1
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,1,1,3
0,0,0,3,4,8
0,1,0,2,1,0
0,0,1,6,5,3
0,0,0,1,2,0
0,0,0,0,0,0
1,0,0,4,10,6
0,0,0,0,0,1
1,0,0,6,11,6
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,2,0
7,4,9,17,36,15
5,2,1,6,9,6
0,0,0,0,0,0
0,0,0,0,3,2
0,2,1,9,17,12
0,0,0,0,0,0
0,0,1,1,2,0
0,0,0,2,1,0
1,0,0,3,4,0
2,11,4,28,49,32
0,0,0,3,1,4
1,0,1,7,12,3
4,2,2,4,6,4
0,0,0,1,1,1
10,14,6,47,54,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,2,0,1
2,0,1,6,10,4
0,0,0,0,0,0
2,1,1,9,20,15
0,0,0,0,0,0
0,3,0,17,18,6
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
13,17,7,39,71,34
0,0,0,1,1,0
0,0,0,0,0,1
14,7,9,13,28,11
0,0,0,0,0,0
0,0,0,0,0,2
15,18,6,12,15,16
0,2,0,0,0,0
0,0,0,0,0,0
0,2,0,1,3,0
0,0,0,0,0,0
0,2,3,2,0,1
3,0,3,8,19,12
16,10,3,45,59,43
0,0,0,0,0,0
19,13,9,39,48,34
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,1,3,0
1,0,1,1,4,3
1,0,3,6,10,5
5,9,10,46,118,46
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,0
0,0,0,16,9,3
0,0,0,1,2,1
1,2,0,7,10,3
0,0,1,0,3,1
2,0,0,26,40,24
0,0,0,4,8,4
0,1,0,1,2,0
0,0,0,0,0,0
1,1,1,2,2,0
6,2,2,27,34,30
0,1,0,0,0,2
5,6,1,4,15,8
3,8,6,10,24,8
2,2,1,8,12,5
3,11,6,16,19,5
3,4,0,7,10,5
0,0,0,0,0,0
0,2,1,2,0,0
4,1,2,13,31,14
0,0,0,0,2,1
0,0,0,0,0,0
1,2,0,4,4,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
1,1,1,5,15,6
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,5,4,13,34,11
0,0,0,0,0,0
0,0,0,0,1,0
0,0,1,10,8,2
1,4,3,7,14,9
0,0,0,2,3,0
0,0,0,0,0,0
0,3,1,6,10,3
2,2,0,4,12,3
0,0,0,0,0,1
3,9,5,11,14,16
0,0,0,6,6,2
1,0,2,7,7,7
1,0,2,3,3,0
2,0,0,8,6,5
0,0,0,2,4,3
0,0,0,0,0,0
0,3,2,0,4,0
0,0,1,1,0,0
9,9,4,18,19,16
0,0,0,0,0,0
17,33,17,36,57,32
2,2,3,16,19,14
23,14,3,17,38,22
4,5,3,14,15,9
10,12,9,27,28,24
3,4,3,8,13,15
0,0,0,0,0,0
4,8,1,24,32,16
0,1,0,1,0,0
0,0,0,0,2,0
0,0,0,0,0,0
13,12,5,5,16,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,3,4,5,14,5
0,4,3,21,36,17
0,0,0,0,0,0
0,1,0,2,1,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,2,2,1
3,0,0,9,30,11
2,0,0,5,8,3
2,3,0,3,14,9
0,0,0,0,0,0
0,0,0,0,0,0
8,0,0,7,10,2
0,1,0,1,9,3
3,1,0,4,9,2
1,2,1,2,4,3
0,0,0,0,0,0
0,0,0,0,1,1
1,0,0,6,10,2
0,0,1,3,15,4
3,5,3,6,10,8
2,3,1,2,7,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,3,3
4,3,3,7,18,6
0,0,1,0,0,0
0,0,0,0,0,0
3,0,4,0,1,0
1,0,1,0,1,1
0,0,0,0,0,0
9,6,15,1,1,0
1,0,0,7,10,9
0,0,0,0,2,0
0,0,0,0,0,0
2,1,0,0,0,1
0,0,0,1,0,2
0,0,0,0,0,0
6,11,9,26,35,17
5,9,7,38,57,36
0,0,0,0,2,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
30,21,7,29,85,28
2,0,0,4,10,3
0,0,0,0,0,0
9,11,10,7,11,1
43,32,16,66,98,47
0,0,0,0,0,0
2,0,1,1,3,3
0,0,0,0,0,0
7,9,5,17,19,7
0,1,0,1,1,1
0,0,1,5,1,3
1,1,3,5,6,4
1,3,1,1,1,3
3,10,2,10,26,10
1,0,0,0,1,0
7,13,5,29,65,33
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,2,3,0
0,0,0,1,0,0
0,0,0,0,2,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,2
0,0,4,8,2,3
0,0,0,0,0,0
0,0,0,2,2,0
0,1,5,11,18,7
0,0,0,0,1,0
3,2,3,13,31,23
1,1,0,0,1,0
1,0,0,2,5,0
0,0,1,0,1,0
10,5,3,5,14,15
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,3,6,23,11
0,0,0,7,3,3
9,5,2,13,30,10
0,0,1,0,1,0
1,0,1,0,2,0
1,0,0,0,6,0
0,0,0,0,0,0
0,0,1,2,9,8
0,0,0,0,0,0
8,10,9,49,70,41
5,17,8,18,38,22
0,0,0,0,0,0
2,6,2,2,4,2
1,4,3,8,17,7
0,1,1,3,4,3
0,0,0,0,0,0
4,1,0,2,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,4,5,17,20,12
5,5,2,2,8,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,15,6,16,20,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,1,2,3,3,3
8,6,1,17,17,21
0,0,0,0,1,0
1,1,0,4,7,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
11,6,4,8,23,11
2,0,1,0,6,4
2,4,1,7,14,4
0,0,1,0,0,0
0,0,0,0,0,0
0,1,0,1,3,3
0,2,0,6,9,2
1,1,1,2,1,0
0,0,0,2,1,0
0,0,0,0,0,0
0,1,1,4,9,1
0,0,1,1,1,0
0,2,1,2,6,5
3,3,0,0,5,1
0,0,0,0,0,0
1,2,4,2,7,2
13,12,5,30,52,35
0,0,0,0,0,0
3,9,10,7,22,13
2,4,2,7,9,1
0,3,0,0,3,4
1,3,1,11,17,4
2,1,0,5,12,8
4,7,9,31,33,19
0,0,0,0,0,0
0,0,0,0,0,0
1,1,2,3,8,1
0,0,0,0,1,0
1,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,2,0
13,26,7,20,41,20
0,0,0,0,3,0
14,10,9,5,17,7
41,32,23,26,38,20
0,1,1,5,2,1
3,0,0,10,18,5
0,0,0,1,1,0
0,0,0,0,0,0
0,0,0,1,3,1
7,12,6,15,25,11
4,0,0,3,6,2
0,2,0,0,1,2
0,1,0,0,0,0
0,0,0,0,0,0
1,1,3,6,12,0
11,18,2,16,32,14
6,7,2,26,43,22
1,0,1,3,3,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,2
2,4,2,4,5,1
1,0,0,2,6,1
0,0,2,3,3,1
0,0,0,0,0,0
0,0,0,1,3,1
0,0,0,2,2,4
2,5,3,6,14,5
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,1,2
0,0,0,2,2,0
0,1,0,10,14,4
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,2,3,1
0,0,0,0,0,0
0,0,0,0,0,0
1,2,0,1,1,1
1,2,1,1,3,1
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,2,1,1
0,0,0,0,0,0
0,1,1,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,1,0,1,0
1,0,0,2,3,0
1,4,0,3,1,3
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,4,4
0,0,0,2,2,0
0,0,1,1,3,1
0,0,0,0,3,2
2,3,2,2,7,5
31,22,14,37,60,29
0,0,0,0,0,0
0,0,0,3,7,5
0,0,0,0,1,0
0,0,0,5,11,6
1,0,0,2,1,0
0,0,1,2,3,5
0,0,0,0,0,0
0,0,0,3,2,2
4,0,0,3,9,4
0,0,0,0,1,2
0,0,0,0,0,0
1,1,2,3,5,4
0,0,0,0,0,0
0,2,0,2,3,0
0,0,0,4,2,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,8,4,13,8,7
0,0,0,2,3,1
1,0,0,1,0,0
2,3,2,22,22,12
0,0,0,0,0,0
0,1,0,2,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
1,1,0,2,4,1
0,0,0,0,1,2
1,1,0,7,6,3
0,0,0,3,2,0
0,4,1,0,8,5
0,0,0,0,0,0
2,8,5,8,9,5
0,0,0,1,1,2
0,0,0,1,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,4,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,3,4,5
1,0,0,0,0,0
17,21,16,16,10,8
0,0,0,4,14,5
0,0,0,0,1,1
0,0,0,0,0,0
4,4,3,9,10,5
0,0,0,8,6,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,1,3,0,1,2
5,4,10,13,15,4
0,1,1,2,1,0
0,0,0,0,0,0
0,0,1,0,1,2
0,0,1,8,10,6
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,4,4,3
0,0,0,2,6,4
0,0,0,0,0,0
2,4,0,6,8,3
8,5,2,6,8,7
0,0,0,1,2,1
0,0,0,0,1,0
0,0,0,0,0,0
1,0,0,0,1,0
0,0,0,4,7,4
0,0,0,0,0,0
0,0,0,1,0,0
0,1,1,2,4,1
2,3,0,7,13,5
0,0,0,1,2,0
0,0,0,0,0,1
1,0,1,0,4,0
0,0,0,0,0,0
0,0,0,0,4,2
0,0,0,1,7,2
1,0,1,1,8,2
0,0,0,1,3,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
8,8,3,29,43,23
1,2,1,12,13,9
0,0,0,1,0,0
5,2,3,13,31,22
0,0,0,0,0,0
2,0,3,11,18,8
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,0,2,0
0,3,0,2,2,2
1,2,0,0,5,3
1,10,1,14,40,16
0,0,0,0,0,0
1,4,0,7,11,9
0,1,0,1,0,1
0,0,0,0,0,0
9,4,1,12,8,4
0,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
0,0,1,0,3,1
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
5,14,7,29,74,30
2,5,2,9,14,9
0,7,2,2,5,3
0,0,0,0,0,0
0,0,0,0,1,2
0,0,0,5,7,0
0,0,0,3,2,0
0,0,0,0,0,0
6,2,1,10,17,7
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
3,0,0,2,5,6
1,3,1,1,8,8
0,0,0,0,0,0
0,0,0,2,3,1
0,0,0,0,1,0
0,0,0,0,0,0
0,1,1,9,20,13
0,0,0,0,1,0
0,0,0,0,0,0
5,16,6,56,104,54
2,1,2,8,15,14
0,0,0,1,6,0
0,0,0,1,3,0
1,1,0,8,22,3
0,0,0,1,2,2
2,5,7,12,21,38
0,0,2,1,1,2
0,0,0,0,0,0
0,1,0,2,1,1
17,23,9,16,33,20
1,0,1,3,4,3
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,3,10,22,5
0,0,1,2,2,0
2,2,0,18,19,11
2,3,0,3,1,1
0,2,0,2,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
2,0,0,1,5,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,2,3,1
0,0,0,0,0,0
1,1,1,10,7,2
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,1,3,1
0,0,0,0,0,0
4,6,4,29,33,6
0,0,0,0,0,0
2,2,0,4,3,1
0,0,0,0,0,0
6,7,2,21,33,7
2,6,1,11,14,11
0,0,0,4,12,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,1,0,0
1,2,2,9,8,5
0,0,0,0,0,0
0,0,0,0,0,0
0,2,1,10,18,9
0,0,0,0,0,0
0,0,0,2,2,0
0,0,0,0,0,0
2,3,1,4,4,3
0,0,0,0,0,0
1,0,2,2,2,2
0,0,0,0,0,1
0,0,1,0,2,0
0,1,2,0,5,0
0,0,1,2,5,2
0,0,0,1,0,2
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,3,3,3
0,0,0,0,1,0
0,0,0,0,0,0
5,3,2,7,20,8
3,0,3,3,6,2
0,0,0,0,0,0
0,0,0,3,3,1
0,0,0,0,0,0
2,1,2,13,10,1
0,0,0,0,0,0
1,2,1,22,27,15
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
1,0,0,1,1,1
6,12,1,2,12,5
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,0,1,0
0,0,0,0,0,0
1,2,0,5,12,9
0,0,0,0,0,0
0,0,0,5,10,3
0,0,0,0,0,0
1,0,0,0,1,0
0,0,0,2,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,3,3,2
0,1,1,0,2,0
0,1,1,1,2,0
0,0,0,0,0,0
1,0,0,1,1,0
0,0,0,0,0,0
3,1,2,12,29,11
0,0,0,0,0,0
1,0,0,0,1,0
1,0,0,1,0,0
18,10,6,16,26,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,2,2,0
0,0,0,0,0,0
2,1,2,5,10,3
2,11,1,4,18,3
0,0,1,0,0,0
