GENE,mr492-MV411-DMSO-r1_tcount,mr493-MV411-DMSO-r2_tcount,mr494-MV411-DMSO-r3_tcount,mr495-MV411-DMSO-r4_tcount,mr496-MV411-DMSO-r5_tcount,mr497-MV411-Naphthol-r1_tcount,mr498-MV411-Naphthol-r2_tcount,mr499-MV411-Naphthol-r3_tcount,mr500-MV411-Naphthol-r4_tcount,mr501-MV411-Naphthol-r5_tcount,mr502-MV411-Plumbagin-r1_tcount,mr503-MV411-Plumbagin-r2_tcount,mr504-MV411-Plumbagin-r3_tcount,mr505-MV411-Plumbagin-r4_tcount,mr506-MV411-Plumbagin-r5_tcount,mr507-MV411-Celastrol-r1_tcount,mr508-MV411-Celastrol-r2_tcount,mr509-MV411-Celastrol-r3_tcount,mr510-MV411-Celastrol-r4_tcount,mr511-MV411-Celastrol-r5_tcount,mr512-MV411-TM1-001-r1_tcount,mr513-MV411-TM1-001-r2_tcount,mr514-MV411-TM1-001-r3_tcount,mr515-MV411-TM1-001-r4_tcount,mr516-MV411-TM1-001-r5_tcount,mr517-MV411-Tretinoin-r1_tcount,mr518-MV411-Tretinoin-r2_tcount,mr519-MV411-Tretinoin-r3_tcount,mr520-MV411-Tretinoin-r4_tcount,mr521-MV411-Tretinoin-r5_tcount
SPATA7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UTP6,2,12,2,3,3,9,6,3,10,5,1,2,8,10,2,1,16,7,14,7,2,16,23,12,38,13,49,6,82,13
BDP1,3,21,8,8,9,12,17,19,11,8,9,8,24,13,12,16,61,40,30,45,37,88,3,41,103,44,136,48,189,29
KDM3A,14,11,3,9,4,17,14,10,13,14,17,6,8,11,5,12,45,36,22,24,16,65,13,25,74,17,81,21,141,35
RNF130,0,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,1,0,3,0,1,0,0,0,3,0,1,1,1
VPS11,6,6,5,2,0,2,5,2,7,4,4,1,4,3,5,0,14,5,10,8,3,16,2,2,38,9,34,4,61,5
PAG1,42,125,55,56,59,133,129,106,85,125,96,53,128,103,81,107,589,376,436,425,292,619,122,309,1042,177,524,120,845,162
PECR,0,0,1,0,3,0,1,1,0,2,0,0,0,0,1,1,6,5,9,4,3,2,0,1,3,6,9,1,5,1
DCAF6,1,1,0,1,1,1,0,2,2,1,1,1,3,2,1,0,10,5,5,5,4,5,6,7,16,3,11,1,27,6
SELENOS,9,21,8,7,3,26,21,11,17,23,14,9,16,16,13,7,55,50,26,38,54,72,62,52,194,40,164,37,322,40
GLT8D1,2,10,1,2,3,2,5,1,3,4,6,1,6,4,2,1,17,9,10,11,5,13,8,5,30,8,14,2,62,6
EMC3,2,2,0,0,0,1,4,2,2,3,5,3,2,4,8,2,16,13,5,14,3,14,12,6,25,12,31,11,46,11
CAND1,9,15,6,4,3,9,12,9,10,7,5,3,15,6,4,5,50,27,22,36,13,41,9,31,48,31,91,21,175,23
UBAP2,3,13,3,8,5,6,9,5,11,9,9,1,8,10,7,8,43,18,16,12,15,39,12,9,64,26,66,19,123,16
CENPJ,16,43,18,16,21,49,37,44,27,56,37,20,65,43,34,43,237,164,144,153,54,116,28,42,261,103,383,72,664,89
EAPP,11,14,4,6,4,10,13,16,15,19,18,4,25,8,7,4,48,48,23,21,30,70,28,28,100,29,82,21,196,21
CENPN,6,15,10,16,15,25,28,24,14,27,18,3,27,14,15,11,67,49,52,36,40,79,18,41,154,81,192,48,302,68
EAF2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,2,0,0,1,2,4,2,0,2,1,2,0
WWC3,1,5,0,3,5,5,2,4,3,8,3,2,5,3,1,2,15,19,5,6,18,45,7,18,87,8,27,7,49,13
ARHGAP15,5,2,1,1,1,0,3,1,2,2,2,1,0,0,0,1,7,1,6,4,3,6,8,8,16,8,14,6,47,5
PPP2R2D,6,9,2,8,3,6,11,10,10,6,26,4,14,15,12,4,42,35,16,25,18,36,9,3,86,24,92,20,162,32
BRK1,7,17,3,6,11,16,15,21,10,19,12,3,12,13,10,6,62,31,15,29,33,52,29,28,99,53,129,20,202,43
ITFG2,0,3,1,2,1,4,1,4,1,4,2,1,3,5,3,1,11,7,6,4,4,9,5,6,17,13,11,4,26,2
CISD1,4,4,1,3,2,5,4,4,1,5,2,1,3,4,5,5,18,14,10,17,3,28,24,10,31,8,17,11,60,10
PLGRKT,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,3,0,1,0,0,0,2,0,1,5,0
USE1,0,0,0,0,0,2,2,2,1,0,2,0,1,1,0,0,1,5,1,1,3,5,1,4,0,1,9,0,1,0
PSENEN,1,6,0,1,1,3,6,3,2,3,4,1,3,1,3,1,2,2,4,4,4,7,7,1,16,6,17,1,40,3
TEX2,6,11,2,8,6,11,11,5,9,10,4,4,8,4,5,5,42,16,23,14,14,36,5,14,71,37,105,16,228,24
IDI2-AS1,0,2,2,1,1,0,2,1,1,2,1,0,0,0,2,0,2,1,0,0,0,0,0,0,3,1,4,0,8,1
ZC3H15,16,26,6,11,3,13,31,27,26,18,13,5,17,19,17,21,100,58,56,67,38,112,35,61,75,62,150,36,270,46
ACOT13,2,0,0,0,0,2,2,5,1,3,0,1,4,1,0,2,4,6,9,2,3,7,4,2,5,6,11,2,30,1
KIZ,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,1,0,2,0,3,0
TMEM165,5,5,5,4,4,6,9,7,3,7,4,3,5,1,5,11,18,12,13,17,7,23,7,12,34,13,37,19,53,15
BEX1,3,8,1,2,1,5,3,6,5,7,1,1,4,3,1,2,12,9,7,3,8,7,11,11,43,6,19,4,47,7
ACTR10,0,1,0,1,1,1,1,2,0,3,3,0,2,0,1,0,13,2,4,4,7,10,3,1,17,2,8,0,26,2
DBNDD2,1,7,2,2,1,3,3,1,3,5,4,2,5,5,3,0,17,3,9,6,3,10,4,1,10,10,19,7,32,6
ECHDC1,15,30,12,8,14,17,28,30,27,17,21,9,26,23,12,12,86,51,49,79,40,90,22,50,144,51,173,40,287,47
TMEM126B,2,3,0,1,0,0,0,5,0,1,2,0,3,1,0,0,11,0,2,3,1,1,1,1,0,2,3,2,14,6
HDAC8,3,3,0,1,1,2,1,3,2,4,0,0,1,3,2,2,14,4,6,11,7,8,3,3,19,2,15,5,44,9
ASH1L,8,23,4,14,6,24,18,12,17,15,17,5,19,15,8,10,66,43,45,44,44,71,27,27,140,43,140,39,266,47
CBWD1,0,2,1,1,3,1,0,4,0,2,3,0,2,0,1,1,5,4,3,4,0,5,1,6,2,2,1,2,12,5
PBK,4,11,3,5,1,3,1,3,6,4,4,2,5,3,3,1,16,14,20,21,3,11,2,6,17,11,24,7,69,19
GSDMB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,2
WSB2,3,6,1,4,4,3,2,1,5,7,2,4,6,2,6,3,18,7,15,20,1,10,2,9,10,11,13,4,50,4
LMO3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GPRC5C,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,5,2,0,1,3,4,0,1,1,4,8,2,7,4
MYNN,2,6,3,3,3,10,7,10,7,6,8,5,5,4,5,10,16,16,16,21,16,31,7,14,45,7,36,14,100,13
ZNF395,8,16,3,1,3,15,22,23,18,23,11,4,10,8,10,4,37,24,29,14,10,26,9,11,75,25,96,13,155,17
UNC45A,1,0,0,0,0,0,1,2,3,0,5,0,1,0,2,0,8,4,3,1,4,6,3,2,1,2,7,3,17,3
ZNF302,8,16,1,12,8,13,16,21,10,13,9,5,10,10,16,6,73,51,45,43,33,65,6,20,62,38,100,25,197,32
THSD1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,1,1,0,0,1,2,1,2,4,0,1,0
ACSS2,2,2,2,2,3,2,4,1,4,3,5,0,5,5,1,5,7,7,2,3,3,9,4,3,29,5,20,8,48,5
KMT2E,2,4,2,2,2,3,3,4,4,4,1,4,4,4,0,4,20,5,11,11,7,12,3,12,43,7,16,3,35,9
RNF114,9,27,8,22,10,25,22,14,22,21,14,6,30,10,19,13,99,72,49,51,36,67,17,28,165,65,227,35,422,55
CMAS,3,3,0,0,3,1,4,5,2,2,2,1,2,4,4,3,13,3,7,16,1,5,2,3,10,4,20,3,16,1
ANGPTL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BIN3,8,19,5,7,4,4,6,4,13,6,12,2,16,9,7,3,25,18,9,18,15,23,23,4,85,34,102,10,182,20
APOBR,1,1,0,1,0,0,0,2,1,1,1,0,1,0,2,0,2,2,1,3,1,0,0,0,3,1,4,0,3,2
ERBIN,14,25,17,15,8,22,32,33,28,33,16,12,37,15,25,33,139,98,81,108,41,64,20,71,141,55,145,46,313,40
LANCL2,4,6,4,3,5,8,9,5,6,3,7,3,8,8,7,3,19,15,15,10,15,29,2,9,41,27,59,9,102,16
NXT2,2,4,0,2,0,3,9,6,5,6,3,1,2,2,6,6,46,34,23,25,10,22,2,9,15,12,24,13,55,9
CTTNBP2NL,0,1,1,1,1,0,3,2,0,1,2,0,3,0,0,1,5,4,4,8,1,1,0,4,13,1,7,4,23,4
RCC2,18,70,16,23,20,68,50,52,51,46,32,18,59,48,53,16,157,73,62,60,52,92,18,37,255,183,565,93,980,128
NKRF,3,6,5,2,0,2,5,8,3,7,1,3,7,5,1,1,20,12,13,22,9,12,3,7,23,17,39,4,78,10
INKA2,1,3,1,0,0,2,2,2,2,1,3,2,3,1,5,0,10,6,3,3,11,10,1,3,48,26,67,10,98,19
DMAP1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,4,0,3,0,0,1,3,0
MYO5C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,1,0
APOM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,2,0
ZMAT5,0,0,0,0,1,1,1,0,2,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,2,0,1,0,6,1
LIN37,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,4,4,0,0,2,2,1,2,5
KLHL9,8,32,6,11,12,21,30,31,24,19,27,5,19,20,17,17,112,86,71,54,69,118,9,49,174,62,163,48,287,50
SULF2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
SEPTIN3,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0
NDUFA12,11,11,1,5,2,14,6,11,13,18,7,2,8,11,10,6,25,15,13,17,18,26,17,19,46,16,64,17,131,12
NSFL1C,10,22,4,12,9,21,22,27,18,34,22,5,23,28,14,10,75,61,46,37,54,99,31,24,245,47,157,34,304,41
RAB5IF,27,44,18,21,13,40,41,43,25,34,46,13,44,25,39,32,167,96,64,85,34,93,36,26,144,102,353,61,630,92
BAIAP2L1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC25A40,4,12,5,5,2,8,7,11,2,7,13,7,8,4,3,14,29,25,29,36,14,48,1,15,39,14,44,19,79,10
BCAP29,5,5,2,3,2,8,4,3,2,6,4,3,8,5,6,7,21,15,15,17,4,22,5,7,31,32,53,21,136,18
SLC50A1,4,4,2,4,3,3,2,1,4,3,2,1,2,2,2,3,9,1,2,8,7,18,7,8,44,5,36,2,41,7
KLHL7,1,1,1,1,0,1,1,2,0,0,2,0,2,1,0,1,4,1,2,3,2,5,0,2,4,5,12,4,4,0
NXF3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,5,0,1,0,0,1,0,1,5,0,4,0,6,1
MYDGF,14,10,7,1,7,15,19,9,14,27,10,7,19,11,10,10,53,27,8,10,34,67,41,19,159,50,177,19,287,44
SMG9,13,9,2,4,4,16,7,5,6,10,6,4,14,11,4,8,15,12,12,7,4,18,15,5,55,23,85,7,112,14
BARX1,3,2,0,1,2,2,2,2,1,0,2,0,0,2,2,2,6,1,2,2,7,11,6,3,27,5,17,3,21,2
PDGFC,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,2,3,3,0,0,1,2,1,4,1,3,1
ALG1,2,1,1,0,2,3,3,2,1,3,1,2,4,1,2,1,5,6,5,5,2,6,1,6,12,10,19,4,47,8
UBFD1,1,8,3,2,6,1,4,8,3,11,9,5,9,7,4,4,24,11,10,11,18,35,2,7,99,25,74,10,119,15
KLHL4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0
TMEM234,0,0,1,0,1,0,1,0,1,0,2,0,0,1,0,0,10,5,4,4,4,5,4,0,16,4,8,3,15,3
PCDHGC5,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGC4,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB7,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB6,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB5,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB3,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB2,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB1,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA11,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,42,4,14,143,64,171,19,281,43
PCDHGA10,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA9,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA7,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA6,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA5,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA4,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA3,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA2,3,17,4,5,5,5,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGA1,3,17,4,5,5,4,13,6,10,10,9,2,11,5,8,3,34,25,19,9,14,41,4,14,143,64,171,19,280,43
PCDHGB8P,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2
PCDHB9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
PCDHB3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEX15,1,2,0,0,0,1,0,1,0,3,0,0,1,0,0,0,0,2,1,0,1,5,1,2,2,0,3,0,3,1
TEX12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0
NSMCE3,3,5,2,3,2,0,4,8,4,4,4,0,10,7,3,3,15,13,6,10,8,31,9,17,48,4,41,4,55,8
ANKH,0,1,2,2,2,2,0,2,3,4,1,0,2,3,1,1,9,7,3,9,3,7,4,8,8,4,16,3,29,6
MOSPD1,1,6,0,1,1,1,4,4,3,2,3,0,7,2,2,5,18,8,3,6,11,17,4,4,16,8,9,10,46,3
MTFR1L,6,11,5,3,2,2,10,13,7,11,4,2,7,7,4,5,21,14,18,11,17,23,6,9,42,26,61,12,126,21
FAM214A,0,7,4,3,0,0,6,3,4,6,5,3,8,6,7,3,16,20,16,14,7,26,3,3,21,9,20,4,44,7
SUSD2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0
ZNF253,5,8,4,3,8,9,7,10,7,15,10,4,11,5,6,12,31,36,36,12,17,30,7,16,57,24,83,17,120,19
C21orf62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MRAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YLPM1,1,2,1,0,2,4,6,4,3,3,2,2,3,0,0,0,9,7,1,2,2,4,1,2,15,3,24,6,35,2
CRTAM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,0,0,0,0,3,0,0,0,5,0
RNF20,1,5,0,1,0,3,3,2,1,2,0,0,1,2,2,1,7,5,4,9,7,16,6,3,11,15,17,5,43,2
TMX4,5,14,3,6,10,17,12,20,10,21,16,5,14,13,9,11,56,27,32,10,31,57,9,30,128,29,77,21,111,44
MEPCE,11,23,10,10,4,11,15,24,6,12,8,7,14,10,8,5,28,36,11,18,33,36,29,16,110,37,122,26,180,42
CTNNBL1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,5,2,0,1,0,0,1,0,3,1,3,0,7,1
C8orf44,3,4,0,0,1,1,1,3,2,5,0,0,4,2,2,1,8,13,6,5,13,8,6,9,17,16,14,9,40,5
GPCPD1,12,38,8,20,16,25,33,32,29,28,33,16,33,34,26,44,209,130,121,168,105,249,36,101,340,121,378,97,681,103
LRRC8A,4,7,3,2,1,7,6,9,6,7,8,3,10,10,7,4,21,13,10,11,9,24,2,6,54,23,58,7,134,14
KYAT3,1,0,0,0,2,2,2,0,3,2,2,1,0,5,0,0,9,0,2,10,5,17,8,4,8,4,11,7,32,1
WDR45B,5,23,7,9,14,21,14,28,18,24,26,7,19,15,18,10,72,29,33,39,39,57,9,22,184,46,155,25,314,39
SLC7A10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
METTL3,5,1,3,2,1,1,3,1,1,1,2,1,3,1,1,1,10,5,2,5,1,5,2,0,12,8,26,2,45,4
PPAN,7,5,2,5,1,3,6,8,5,4,2,2,8,3,4,3,12,8,9,6,4,8,10,4,27,15,36,6,81,15
LTB4R2,0,1,0,0,1,2,1,1,0,2,1,1,0,1,1,0,7,0,0,0,2,1,0,2,6,3,9,5,17,4
CTPS2,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,3,1,1,2,2,0,0,0,6,5,1,0,10,2
EIF4ENIF1,1,2,2,0,0,1,2,4,1,3,2,0,1,0,1,0,9,5,7,1,1,0,2,4,15,5,11,2,23,9
KCNQ5,3,3,2,4,2,4,1,4,5,6,9,0,6,6,5,1,23,16,16,15,18,23,1,12,36,16,36,13,76,12
DNAJC12,0,1,0,0,0,0,0,1,1,0,2,0,2,0,1,0,1,8,3,3,3,11,5,5,17,0,5,3,21,2
CHST7,1,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,2,1,1,0,1,1,0,0,7,1,5,2,11,2
CYP26B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ERO1B,0,4,0,1,0,4,2,0,0,2,1,1,1,0,3,1,5,5,3,4,4,11,2,10,24,4,7,5,13,0
SLC2A9,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1
DIABLO,7,18,1,3,6,12,15,8,12,17,13,3,13,7,16,2,29,27,16,15,18,41,23,15,82,28,63,16,136,27
INPP5E,2,1,1,3,3,4,2,3,1,0,4,1,9,2,5,1,13,3,2,3,4,7,0,2,16,6,30,2,51,4
BCCIP,11,18,4,11,9,15,21,28,21,25,17,8,23,19,18,12,68,33,23,41,18,36,23,32,77,74,171,37,321,64
EIF5A2,2,1,1,1,2,0,0,3,1,4,2,0,2,1,0,1,10,10,4,4,1,11,0,3,6,4,5,5,26,3
TMPRSS4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,0
CLDND1,24,73,18,41,22,82,116,94,81,104,39,22,56,29,33,36,225,128,162,169,102,219,27,130,274,165,374,145,792,129
TWNK,23,29,11,9,13,40,24,26,24,32,18,6,40,32,30,8,70,47,47,41,34,57,16,37,209,63,263,30,491,69
NPDC1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
POLE4,1,5,0,0,1,1,1,3,2,2,3,1,4,1,0,0,4,4,2,1,1,6,7,3,4,7,16,2,20,5
TRIM39,5,3,0,2,0,4,4,4,4,4,4,1,1,3,2,7,19,17,14,12,14,29,7,9,46,10,41,6,68,15
KCNK13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
KCNK12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
VTRNA1-1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
PANX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SUCNR1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,3,3,0,4,0,2,6,0,0,0,0,0
AKIP1,2,1,1,0,0,2,1,5,1,1,1,0,0,0,0,0,1,3,1,0,3,3,2,1,2,5,12,1,13,0
TMEM9B,4,9,5,5,2,8,11,13,9,14,5,4,4,11,9,7,23,19,12,17,10,39,8,19,47,26,73,17,113,18
NRIP3,4,4,2,2,1,6,5,7,10,1,9,5,11,7,17,3,27,20,22,12,15,29,4,4,52,26,87,15,127,15
SAR1A,19,56,23,26,22,47,55,51,53,55,35,22,45,36,40,28,150,83,97,98,92,234,48,109,428,169,574,129,971,136
CFAP298,3,6,2,2,4,6,4,6,9,7,4,2,8,8,7,1,23,9,11,6,12,21,3,9,41,20,42,4,88,12
JPH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC2A4RG,6,8,5,3,4,10,8,10,6,1,4,0,17,3,4,2,31,15,16,14,1,4,1,2,9,16,40,5,71,17
ZC3HAV1,21,53,18,28,30,48,48,40,40,44,53,19,69,52,40,39,247,213,122,164,79,147,56,80,272,109,303,63,641,90
SLAMF8,0,1,0,2,0,3,4,1,4,3,1,3,2,4,1,0,4,4,6,6,0,4,1,1,9,3,9,3,10,2
GPR137,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,2,0,0,1,0,2,0,2,2,3,0,3,1
SPHK2,2,1,0,0,0,0,0,0,2,1,3,0,1,1,1,2,3,2,1,3,1,1,1,0,15,4,8,2,17,2
GRIPAP1,0,1,0,2,1,1,1,3,0,1,0,0,1,1,0,1,6,1,5,6,4,9,3,2,3,3,9,2,10,5
EMC7,7,3,2,4,4,5,5,7,8,6,3,4,7,2,8,6,27,10,6,13,18,14,4,17,50,18,55,14,119,20
RAD18,7,13,6,11,7,22,20,18,14,25,17,8,22,19,19,12,80,29,48,36,41,65,12,30,88,43,150,41,240,39
CELF4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CDC42SE1,21,87,34,43,26,92,74,87,68,99,59,37,78,65,46,36,237,158,148,111,79,199,6,56,390,197,650,122,1039,169
UGGT1,9,21,4,14,9,22,24,31,25,23,23,11,28,21,10,10,86,59,49,37,54,127,34,46,265,80,203,27,387,66
KCMF1,11,18,8,9,12,11,9,17,10,14,8,8,15,12,7,12,52,34,30,31,22,52,8,37,42,26,87,19,233,37
TM9SF3,20,44,13,30,24,38,48,54,36,43,35,16,44,31,26,38,184,107,119,124,83,233,48,93,257,140,309,110,617,107
MDM1,0,1,0,4,5,3,3,4,2,2,5,1,10,6,1,3,24,15,8,9,4,17,0,9,25,12,22,8,52,6
LGALS14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
UBQLN4,6,14,3,2,1,14,9,6,8,13,11,5,8,8,5,1,30,14,16,14,11,13,1,5,41,68,210,29,359,49
AGPAT3,2,10,3,5,5,8,7,11,6,18,5,2,10,7,7,7,44,19,19,20,12,16,5,6,50,32,83,19,165,20
AGPAT4,1,7,4,3,8,4,6,14,6,13,9,5,15,8,6,3,19,11,10,9,30,74,16,31,194,46,142,27,214,18
WRNIP1,6,2,2,0,3,8,1,4,2,3,3,3,3,3,6,5,9,6,12,9,2,12,6,6,17,10,56,9,54,10
BDH2,0,1,2,0,0,1,2,0,1,1,0,0,2,1,1,1,3,4,1,2,5,1,1,2,4,2,7,1,5,1
ANKS1B,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,1,1,0,1,1,0,0,0,6,5,0,4,2,6,1
TMEM167B,17,27,11,24,12,32,33,37,30,52,30,16,34,26,26,27,121,101,89,98,68,135,28,44,233,79,217,49,476,68
NDUFA4L2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,1,0,6,0,0,0,3,1
PNO1,5,14,4,4,5,11,14,15,10,12,4,6,11,5,10,8,34,23,32,29,18,30,6,19,71,38,96,25,196,37
SH3GLB2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
C15orf39,2,10,5,3,3,4,8,5,1,7,3,0,4,5,5,4,30,17,10,10,10,28,12,7,74,12,53,5,118,20
THAP10,1,0,1,0,0,0,2,0,0,2,0,0,2,2,0,0,2,4,0,2,0,6,0,1,19,3,3,0,8,0
SPIRE1,1,0,0,3,0,3,0,2,0,1,2,0,2,2,1,2,4,1,1,4,0,5,0,2,14,2,9,3,23,3
STARD7,22,102,21,46,37,72,81,77,62,79,62,28,94,55,70,48,274,142,120,132,158,298,77,123,497,192,612,122,1057,162
MAP3K7CL,0,0,0,3,1,0,0,1,0,2,0,1,3,0,0,0,6,0,8,0,2,17,3,7,10,0,2,0,5,1
IFT46,1,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,2,1,1,1,0,1,1,2,2,0,7,1,12,2
C1GALT1,3,7,5,7,6,6,6,12,5,9,6,4,5,9,6,2,30,27,29,23,16,31,1,19,35,7,43,16,78,12
EXOSC5,0,0,0,0,0,0,0,2,2,1,1,0,1,0,0,0,2,4,1,2,0,2,1,0,4,2,20,2,11,1
SMARCAD1,4,15,7,12,10,14,13,10,9,16,13,1,18,13,12,9,50,28,36,27,28,76,7,30,76,43,124,37,256,34
MEIS3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
